EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"35,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,02-Dec-2025 05:00 PM,22-Dec-2025 12:30 PM,02-Dec-2025 05:00 PM,22-Dec-2025 12:00 PM,NA ,NA ,02-Dec-2025 05:00 PM,22-Dec-2025 12:00 PM,24-Dec-2025 04:00 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE HARDOI,LETTAR NO 1506 DATE 18.11.2025,2025_REDUP_1095438_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,944.0,Nil,Nil,No,E E R E D VIKAS BHAWAN HARDOI,E E R E D VIKAS BHAWAN HARDOI,PRATHMIK AND UCCHTAR PRATHMIK VIDHAYALYON ME 05 ASTRONAMI LAIB KA NIRMAN KARY,PRATHMIK AND UCCHTAR PRATHMIK VIDHAYALYON ME 05 ASTRONAMI LAIB KA NIRMAN KARY,PRATHMIK AND UCCHTAR PRATHMIK VIDHAYALYON ME 05 ASTRONAMI LAIB KA NIRMAN KARY ,NA ,"17,17,000",Civil Works,NA ,Tender,90.0,90.0,HARDOI,241001.0,NA ,NA ,NA ,E E R E D VIKAS BHAWAN HARDOI,No ,No,AOC,EE,Internal,EE AE DAO,Pradeep Pal,24-Dec-2025 12:29 PM,24-Dec-2025 04:00 PM,techsummary_2014917.pdf (461.21 KB),Finance,EE AE DAO,Pradeep Pal,24-Jan-2026 02:22 PM,finance_2014917.pdf,BOQ Comparative Chart,EE,Internal,EE AE DAO,Pradeep Pal,24-Jan-2026 02:25 PM,finsummary_2014917.pdf (615.79 KB),Technical,EE AE DAO,Pradeep Pal,24-Dec-2025 12:23 PM,technical_2014917.pdf,1.0,5753802.0,M/S. DURJAN CONTRATOR,INR,"1,707,906.866",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE HARDOI,2025_REDUP_1095438_1,LETTAR NO 1506 DATE 18.11.2025,PRATHMIK AND UCCHTAR PRATHMIK VIDHAYALYON ME 05 ASTRONAMI LAIB KA NIRMAN KARY,1,5753802,M/S. DURJAN CONTRATOR,18-Dec-2025 09:26 AM,Accepted-AOC,RESPONSIVE,24-Jan-2026 02:27 PM,24-Jan-2026,"INR 1,707,906.866",90.0,Pradeep Pal,24-Jan-2026 02:27 PM,5.pdf (616.00 KB),EE AE DAO,AOC
,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5753821,SRI HANUMAN CONSTRUCTION,18-Dec-2025 09:31 AM,Rejected-AOC,RESPONSIVE,24-Jan-2026 02:27 PM,,,,,,,,AOC
