Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
23-Jan-2026,"INR 199,123",30.0,Yogesh Nim,27-Jan-2026 12:38 PM,AOC16.pdf (242.00 KB),Ag.No.16/EE/2025-26,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||EGCC Circle, Haridwar||EGCCD-2, haridwar",2026_UPIDC_1103974_1,TENDER NOTICE NO.05/EE/2025-26,Tender Notice No.05/EE/2025-26,1.0,5798190.0,SWAMI CONSTRUCTION,INR,"199,123",1,5799513,JAI CONSTRUCTION,12-Jan-2026 10:46 AM,Rejected-Technical,DOCUMENTS INCOMPLETE,13-Jan-2026 04:12 PM,Finance,Total 02 No. Responses Found Valid for Financial Evaluation.,Yogesh Nim,15-Jan-2026 03:38 PM,finance_2036335.pdf,BOQ Comparative Chart,YOGESH NIM,Internal,VIKAS AGARWAL,Yogesh Nim,13-Jan-2026 04:12 PM,14-Jan-2026 03:00 PM,techsummary_2036335.pdf (426.38 KB),Technical,"Total 03 No. Responses Found in Bid and 02 No. Responses Found valid for Technical Evaluation, Other 01 No. Responses invalid Due to Documents incomplete.",Yogesh Nim,13-Jan-2026 04:04 PM,technical_2036335.pdf,YOGESH NIM,Internal,VIKAS AGARWAL,Yogesh Nim,19-Jan-2026 05:20 PM,finsummary_2036335.pdf (426.38 KB),AOC,"5,000",No,fixed,,Nil,Nil,Tender Notice No.05/EE/2025-26,Supplying and Fixing of steel gate at Bhawanipur Minor and Budgari Minor in Disst. Bijnor.,Please refer Tender documents. ,NA ,"2,14,000",Civil Works - Canal,NA ,Tender,90.0,30.0,BIJNOR,246721.0,NA ,NA ,NA ,OFFICE OF THE EE EGCC DIV-2 HARIDWAR,No ,No,678.0,Nil,Nil,No,1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||EGCC Circle, Haridwar||EGCCD-2, haridwar",TENDER NOTICE NO.05/EE/2025-26,2026_UPIDC_1103974_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,06-Jan-2026 10:00 AM,12-Jan-2026 03:00 PM,06-Jan-2026 10:00 AM,12-Jan-2026 11:00 AM,NA ,NA ,06-Jan-2026 10:00 AM,12-Jan-2026 11:00 AM,14-Jan-2026 03:00 PM,EE EGCC DIV-2 HARIDWAR,OFFICE OF THE EE EGCC DIV-2 HARIDWAR,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENTS,AOC
,,,,,,,,,,,,,,,,2,5798209,M/S Jaunpur construction,11-Jan-2026 01:16 PM,Rejected-Finance,L2,19-Jan-2026 05:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,3,5798190,SWAMI CONSTRUCTION,11-Jan-2026 12:47 PM,Accepted-AOC,L1,27-Jan-2026 12:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
