EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"10,400",No,fixed,,EE UPSCIDCO,Bareilly,Executive Engineer Officer,"UPSCIDCO. 154, Tilhar House, Gali in front of S.S.P. Office, Civil Lines, Bareilly",Construction of C.C. Road and Drain Work at Vill. Aamkheda in Pamma Pradhan House to Nirmal Singh House (Vidhayak Nidhi),Construction of C.C. Road and Drain Work at Vill. Aamkheda in Pamma Pradhan House to Nirmal Singh House (Vidhayak Nidhi),Construction of C.C. Road and Drain Work at Vill. Aamkheda in Pamma Pradhan House to Nirmal Singh House (Vidhayak Nidhi) ,NA ,"5,17,740",Civil Works - Roads,Const. of CC Road and Drain Work at Vill. Aamkheda ,Tender,90.0,60.0,Bareilly,243001.0,NA ,NA ,NA ,"UPSCIDCO. 154, Tilhar House, Civil Lines, Bareilly",No ,No,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Bareilly,981-3/E.E. BLY/E-Tender/BLY/2025-26 Dt. 16.12.2025,2025_SCIDC_1099600_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,RTGS - RTGS Payment,1,Fee/PreQual/Technical,.pdf,"Tender Notice, Fee, EMD and BOQ",24-Dec-2025 11:00 AM,29-Dec-2025 02:00 PM,24-Dec-2025 11:00 AM,29-Dec-2025 01:00 PM,NA ,NA ,24-Dec-2025 11:00 AM,29-Dec-2025 01:00 PM,30-Dec-2025 12:30 PM,"1,062",EE UPSCIDCO,BAREILLY,No,AOC,Charan Singh Arya,Internal,"Charan Singh Arya, Satya Pal Singh, Bhaskar Mishra",Charan Singh Arya,30-Dec-2025 07:33 PM,finsummary_2029910.pdf (788.50 KB),Technical,Technical Bid Opening Summary,Charan Singh Arya,30-Dec-2025 12:09 PM,technical_2029910.pdf,Charan Singh Arya,Internal,"Charan Singh Arya, Satya Pal Singh, Bhaskar Mishra",Charan Singh Arya,30-Dec-2025 12:23 PM,30-Dec-2025 12:30 PM,techsummary_2029910.pdf (283.74 KB),Finance,Financial Bid Opening Summary,Charan Singh Arya,30-Dec-2025 07:23 PM,finance_2029910.pdf,BOQ Comparative Chart,1.0,5773548.0,Syed Construction,INR,"517,532.9",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Bareilly,2025_SCIDC_1099600_2,981-3/E.E. BLY/E-Tender/BLY/2025-26 Dt. 16.12.2025,Construction of C.C. Road and Drain Work at Vill. Aamkheda in Pamma Pradhan House to Nirmal Singh House (Vidhayak Nidhi),1,5775672,M. I. CONSTRUCTIN,28-Dec-2025 12:32 AM,Rejected-AOC,IInd Lowest Rate,02-Jan-2026 02:20 PM,30-Dec-2025,"INR 517,532.9",60.0,Charan Singh Arya,02-Jan-2026 02:20 PM,LOI3.pdf (777.00 KB),Contract Value Rs. 517532.90,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Bid,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5773548,Syed Construction,27-Dec-2025 12:07 AM,Accepted-AOC,Ist Lowest Rate,02-Jan-2026 02:20 PM,,,,,,,,AOC
