S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
1.0,5636031.0,M/S ARYA ENTERPRISES,INR,"6,213,255.81","U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak Flood Circle, Gorakhpur",2025_UPIDC_1084129_1,03/SE/2025-26,Brick soling work from Km 6.200 to 10.200 of Rigauli Barhaya bund on left bank of Rapti river in district Gorakhpur.,1,5636626,M/S A R T CONSTRUCTION,30-Oct-2025 01:56 PM,Rejected-Finance,as per BOQ,12-Nov-2025 11:49 AM,31-Dec-2025,"INR 6,213,255.81",90.0,Kiran Pal Singh Verma,13-Jan-2026 05:59 PM,date.pdf (547.00 KB),as per BOQ,SE GANDAK FLOOD CIRCLE GORAKHPUR,Internal,SE DRAINAGE CIRCLE BALLIA,Kiran Pal Singh Verma,12-Nov-2025 11:49 AM,finsummary_1986456.pdf (659.15 KB),Technical,as per uploaded,Kiran Pal Singh Verma,04-Nov-2025 11:10 AM,technical_1986456.pdf,SE GANDAK FLOOD CIRCLE GORAKHPUR,Internal,SE DRAINAGE CIRCLE BALLIA,Kiran Pal Singh Verma,04-Nov-2025 11:15 AM,06-Nov-2025 11:00 AM,techsummary_1986456.pdf (659.15 KB),Finance,as per uploaded,Kiran Pal Singh Verma,12-Nov-2025 11:46 AM,finance_1986456.pdf,BOQ Comparative Chart,AOC,1.0,SBI Bank,24-Oct-2025 10:00 AM,31-Oct-2025 04:00 PM,24-Oct-2025 10:00 AM,31-Oct-2025 03:00 PM,NA ,NA ,24-Oct-2025 10:00 AM,31-Oct-2025 03:00 PM,06-Nov-2025 11:00 AM,"1,65,000",Yes,fixed,,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak Flood Circle, Gorakhpur",03/SE/2025-26,2025_UPIDC_1084129_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,"2,714",Nil,Nil,No,Brick soling work from Km 6.200 to 10.200 of Rigauli Barhaya bund on left bank of Rapti river in district Gorakhpur.,Brick soling work from Km 6.200 to 10.200 of Rigauli Barhaya bund on left bank of Rapti river in district Gorakhpur.,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,90.0,GORAKHPUR,273009.0,GORAKHPUR ,OFFICE OF THE SE GANDAK FLOOD CIRCLE GORAKHPUR ,24-Oct-2025 01:00 PM ,SE GANDAK FLOOD CIRCLE GORAKHPUR,No ,No,SE GANDAK FLOOD CIRCLE GORAKHPUR,OFFICE OF THE SE GANDAK FLOOD CIRCLE GORAKHPUR,1.0,Fee/PreQual/Technical,.pdf,BID DOCUMENT,AOC
,,,,,,,,,2,5636031,M/S ARYA ENTERPRISES,31-Oct-2025 10:41 AM,Accepted-AOC,As per BOQ,13-Jan-2026 05:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL,AOC
,,,,,,,,,3,5641462,M/s Lal Mohan Yadav,31-Oct-2025 02:12 PM,Rejected-Finance,as per BOQ,12-Nov-2025 11:49 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,5638898,M/S MALL CONSTRUCTIONS AND SUPLAYERS,30-Oct-2025 12:29 PM,Rejected-Finance,as per BOQ,12-Nov-2025 11:49 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
