Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
23-Dec-2025,"INR 21,237,418.47",270.0,BHARAM PAL SINGH,21-Jan-2026 12:25 PM,25.pdf (994.00 KB),AOC,Technical,UNDER EVALUATION,VIKAS KUMAR,11-Dec-2025 11:56 AM,,Committee,Internal,Committee,VIKAS KUMAR,11-Dec-2025 11:59 AM,11-Dec-2025 12:05 PM,techsummary_1993639.pdf (659.90 KB),1.0,5660714.0,M/S P.R. CONSTRUCTION,INR,"21,237,418.47",Committee,Internal,Committee,VIKAS KUMAR,23-Dec-2025 01:43 PM,finsummary_1993639.pdf (1443.24 KB),Finance,EVALUATION,VIKAS KUMAR,23-Dec-2025 01:36 PM,,BOQ Comparative Chart,Yamuna Expressway Industrial Development Authority,2025_YEIDA_1083328_25,YEA/GM(PROJECT)/2025/432 DT-16/10/2025,Development of Plot no-B1 to B10 in apparel Park Industrial Sector-29 YEIDA WC-04,1.0,5671065.0,GUPTA ENGINEERS AND CONTRACTOR,12-Nov-2025 03:29 PM,Rejected-Finance,L2,23-Dec-2025 01:43 PM,AOC,Development of Plot no-B1 to B10 in apparel Park Industrial Sector-29 YEIDA WC-04,Development of Plot no-B1 to B10 in apparel Park Industrial Sector-29 YEIDA WC-04,Please refer Tender documents. ,NA ,"3,31,05,874",Civil Works,NA ,Tender,90.0,270.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,"2ND FLOOR ,YEIDA OFFICE",No ,No,1.0,SBI Bank,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2025/432 DT-16/10/2025,2025_YEIDA_1083328_25,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC","5,090",Nil,Nil,No,30-Oct-2025 06:55 PM,13-Nov-2025 11:00 AM,30-Oct-2025 06:55 PM,12-Nov-2025 05:00 PM,NA ,NA ,30-Oct-2025 06:55 PM,12-Nov-2025 05:00 PM,11-Dec-2025 12:05 PM,GM(P),YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,"6,62,500",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5670343.0,M/S J.K JAIN CONTRACTOR,12-Nov-2025 04:26 PM,Rejected-Finance,L4,23-Dec-2025 01:43 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5660714.0,M/S P.R. CONSTRUCTION,12-Nov-2025 12:12 PM,Accepted-AOC,L1,21-Jan-2026 12:25 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5670290.0,tryambak construction,12-Nov-2025 12:21 PM,Rejected-Finance,L3,23-Dec-2025 01:43 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIALBID,,,,,,,,,,,,,,,,,,,,,,AOC
