EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"27,280",No,percentage,2.0%,Nil,Nil,TN-04/EE/25-26 Construction of VRB at Km 26.650 of Bastam Dy Lot No 20,Construction of VRB at Km 26.650 of Bastam Dy,as per tender notice ,as per tender notice ,"13,64,000",Civil Works,NA ,Tender,90.0,60.0,as per tender notice,251001.0,NA ,NA ,NA ,muzaffarnagar,No ,No,854.0,Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||I- Circle Irrigation Works, Meerut||Muzaffar Nagar Division Ganga Canal,Muzaffar Nagar",TN-04/EE/2025-26,2025_UPIDC_1076566_29,Yes,Open Tender,Piece-work,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,EE MDGC MUZAFFARNAGAR,EE MDGC MUZAFFARNAGAR,1.0,SBI Bank,27-Oct-2025 11:00 AM,01-Nov-2025 02:00 PM,27-Oct-2025 11:00 AM,01-Nov-2025 11:00 AM,NA ,NA ,27-Oct-2025 11:00 AM,01-Nov-2025 11:00 AM,10-Nov-2025 11:00 AM,AOC,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||I- Circle Irrigation Works, Meerut||Muzaffar Nagar Division Ganga Canal,Muzaffar Nagar",2025_UPIDC_1076566_29,TN-04/EE/2025-26,TN-04/EE/25-26 Construction of VRB at Km 26.650 of Bastam Dy Lot No 20,1,5642797,M S CONSTRUCTIONS,01-Nov-2025 09:50 AM,Accepted-AOC,AGG WITH L1,17-Jan-2026 09:04 PM,Finance,FINANCE,SUBHASH CHANDRA,29-Nov-2025 11:25 PM,finance_1989716.pdf,BOQ Comparative Chart,Subhash Chandra,Internal,MANMOHAN SINGH,SUBHASH CHANDRA,17-Jan-2026 08:58 PM,finsummary_1989716.pdf (1033.72 KB),1.0,5642797.0,M S CONSTRUCTIONS,INR,"1,344,822.73",SUBHASH CHANDRA,Internal,MANMOHAN SINGH,SUBHASH CHANDRA,07-Nov-2025 04:06 PM,10-Nov-2025 11:00 AM,techsummary_1989716.pdf (1033.72 KB),Technical,tech evaluation,SUBHASH CHANDRA,07-Nov-2025 12:30 PM,technical_1989716.pdf,17-Jan-2026,"INR 1,344,822.73",60.0,SUBHASH CHANDRA,17-Jan-2026 09:04 PM,L20.pdf (188.00 KB),AGG WITH L1,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TD,,,,,,,,,,,,,,AOC,,,,,2,5642739,M/S MOHD ASLAM CONTRACTOR,01-Nov-2025 09:46 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,07-Nov-2025 12:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,AOC,,,,,3,5641155,PARVEEN KUMAR CONTRACTOR,31-Oct-2025 11:22 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,07-Nov-2025 12:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,4,5641289,Sath Shaib Associates,31-Oct-2025 11:44 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,07-Nov-2025 12:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,5,5642805,S.N.CONSTRUCTIONS,01-Nov-2025 09:55 AM,Rejected-AOC,AGG WITH L1,17-Jan-2026 09:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
