S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1,5756116,Ankur Constructions,19-Dec-2025 08:31 AM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 12:55 PM,UP STATE WAREHOUSING CORPORATION,2025_UPSWC_1096072_1,2025122610-3,Repair/Construction of UPSWC Godowns at Gajraula (Amroha) Part-C,1.0,5753850.0,A.T.CONS.,INR,"7,789,696.76",14-Jan-2026,"INR 7,789,696.76",210.0,Rakesh Kumar Rawat,27-Jan-2026 12:55 PM,gajC.pdf (570.00 KB),Work Award,Sachiv,Internal,"Sachiv (Chairperson), In Charge E.E.-Civil (Co-Ordinator), Manager Fin., Dy. Manager Fin.(Manish Sonkar), Sr. Acc. Officer (Suraj Rai), Sr. Acc. Officer (Rakesh Rawat), J.E. Civil, N.C.Joshi(Jr. Ass.)",Madan Pal Singh,30-Dec-2025 08:43 PM,31-Dec-2025 02:00 PM,techsummary_2017584.pdf (465.51 KB),Finance,Financial Bid Result,Madan Pal Singh,02-Jan-2026 02:10 PM,finance_2017584.pdf,BOQ Comparative Chart,Sachiv,Internal,"Junior Office Assistant, Junior Engineer, Rakesh Kumar Rawat Senior Account Officer, Suraj Rai Senior Account Officer,Dy. Manager Finance, Manager Finance, Incharge Excutive Engineer",Madan Pal Singh,02-Jan-2026 02:45 PM,finsummary_2017584.pdf (716.48 KB),Technical,Technical Bid Result,Madan Pal Singh,30-Dec-2025 06:45 PM,technical_2017584.pdf,AOC,05-Dec-2025 06:00 PM,22-Dec-2025 10:00 AM,05-Dec-2025 06:00 PM,20-Dec-2025 06:00 PM,NA ,NA ,05-Dec-2025 06:00 PM,20-Dec-2025 06:00 PM,31-Dec-2025 02:00 PM,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,Managing Director UPSWC,U.P. State warehousing corporation New Hyderabad Lucknow 226007,Repair/Construction of UPSWC Godowns at Gajraula (Amroha) Part-C,Repair/Construction of UPSWC Godowns at Gajraula (Amroha) Part-C,Only registered contractor with UPSWC can apply ,NA ,"91,64,349",Civil Works,Maintenance /Construction Work ,Tender,90.0,210.0,Gajraula (Amroha),244235.0,Head Office UPSWC ,U.P. State warehousing corporation New Hyderabad Lucknow 226007 ,18-Dec-2025 02:00 PM ,Head Office UPSWC,No ,No,1.0,RTGS - RTGS Payment,"1,83,300",No,fixed,,U.P. State warehousing corporation,Lucknow,UP STATE WAREHOUSING CORPORATION,2025122610-3,2025_UPSWC_1096072_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"1,180",U.P. State warehousing corporation,Lucknow,No,AOC
2,5753850,A.T.CONS.,17-Dec-2025 09:00 PM,Accepted-AOC,Selected From lottery system,27-Jan-2026 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3,5749459,BIJNOR CONSTRUCTION and SUPPLIERS,17-Dec-2025 11:11 AM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,5759209,JAFARGANJ CONSTRUCTION,20-Dec-2025 02:57 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,5754037,MAA DURGA CONSTRUCTION,17-Dec-2025 10:42 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,5755887,M/S A.N CONSTRUCTIONS,18-Dec-2025 10:52 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,5759305,M/S BHAGWATI ASSOCIATES,20-Dec-2025 03:39 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,30-Dec-2025 06:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,5757339,M/S MAA VAISHNO CONSTRUCTION,20-Dec-2025 04:26 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,5753964,M/S MAS CONSTRUCTION,17-Dec-2025 09:55 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,5757700,M/s satyavir singh contractor,19-Dec-2025 07:32 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
