Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad||FWD, allahabad",01/EE/2025-26,2025_UPIDC_1088571_13,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,"2,354",Nil,Nil,No,EE FWD PRAYAGRAJ,EE FWD PRAYAGRAJ,1.0,Fee/PreQual/Technical,.pdf,DOC,1.0,SBI Bank,06-Nov-2025 10:00 AM,17-Nov-2025 10:00 AM,06-Nov-2025 10:00 AM,15-Nov-2025 10:00 AM,NA ,NA ,06-Nov-2025 10:00 AM,15-Nov-2025 10:00 AM,24-Nov-2025 04:00 PM,"TEMPORARY RIVER TRAINING WORKS ALONG LEFT BANK OF RIVER GANGA D/S OF SHASTRI BRIDGE , FROM CH 850.00 M TO 950.00 M IN MAGH MELA 2025-26","TEMPORARY RIVER TRAINING WORKS ALONG LEFT BANK OF RIVER GANGA D/S OF SHASTRI BRIDGE , FROM CH 850.00 M TO 950.00 M IN MAGH MELA 2025-26",Please refer Tender documents. ,NA ,"7,20,000",Civil Works,NA ,Tender,90.0,90.0,MAGH MELA AREA,211006.0,NA ,NA ,NA ,PRAYAGRAJ,No ,No,"14,400",Yes,percentage,2.0%,Nil,Nil,1.0,Date change,Date,,AOC,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad||FWD, allahabad",2025_UPIDC_1088571_13,01/EE/2025-26,"TEMPORARY RIVER TRAINING WORKS ALONG LEFT BANK OF RIVER GANGA D/S OF SHASTRI BRIDGE , FROM CH 850.00 M TO 950.00 M IN MAGH MELA 2025-26",1,5662404,AARUSHI CONSTRUCTION,10-Nov-2025 09:57 AM,Rejected-Finance,NOT L1,09-Jan-2026 09:14 PM,1.0,5669217.0,M/S PRADEEP SINGH,INR,"338,345",Finance,PRADEEP SINGH,DIGVIJAY NARAIN,09-Jan-2026 09:06 PM,finance_1997461.pdf,BOQ Comparative Chart,D N SHUKLA,Internal,S P CHAUDHARY,DIGVIJAY NARAIN,09-Jan-2026 09:14 PM,finsummary_1997461.pdf (195.27 KB),Technical,2 REJECTED,DIGVIJAY NARAIN,24-Nov-2025 09:41 AM,technical_1997461.pdf,09-Jan-2026,"INR 338,345",90.0,DIGVIJAY NARAIN,09-Jan-2026 09:18 PM,13.pdf (195.00 KB),PRADEEP SINGH,DN SHUKLA,Internal,S P CHAUDHARY,DIGVIJAY NARAIN,24-Nov-2025 09:45 AM,24-Nov-2025 04:00 PM,techsummary_1997461.pdf (375.62 KB),AOC
,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2,5677439,ADITYA CONSTRUCTION,14-Nov-2025 06:04 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,24-Nov-2025 09:41 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,3,5672153,KHAN CONSTRUCTION,13-Nov-2025 02:23 AM,Rejected-Finance,NOT L1,09-Jan-2026 09:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,4,5668294,MAHENDRA KUMAR PANDEY,11-Nov-2025 02:00 PM,Rejected-Finance,NOT L1,09-Jan-2026 09:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,5,5669923,M/S KAMLA COMNUCATION,12-Nov-2025 09:54 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,24-Nov-2025 09:41 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,6,5669217,M/S PRADEEP SINGH,12-Nov-2025 11:28 AM,Accepted-AOC,L1,09-Jan-2026 09:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,7,5663936,M/S RAJESHWAR YADAV,11-Nov-2025 02:55 PM,Rejected-Finance,NOT L1,09-Jan-2026 09:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,8,5672200,M/S SAI CONSTRUCTION,12-Nov-2025 11:32 PM,Rejected-Finance,NOT L1,09-Jan-2026 09:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,9,5670494,R.P. SINGH,13-Nov-2025 01:12 AM,Rejected-Finance,NOT L1,09-Jan-2026 09:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,10,5658638,SHARDA CONSTRUCTION,12-Nov-2025 07:46 PM,Rejected-Finance,NOT L1,09-Jan-2026 09:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
