Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
89.0,Nil,Nil,No,A.E. SSK-23 Azamgarh,Office SSK-23 Azamgarh,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD-23, azamgarh",01/AE/2025-26,2025_UPIDC_1088427_84,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Lot-22,Silt clearance and Scraping,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,15.0,Azamgarh,276001.0,NA ,NA ,NA ,Office SSK-23 Azamgarh,No ,No,"18,000",Yes,fixed,,Nil,Nil,17-Nov-2025 11:00 AM,22-Nov-2025 11:00 AM,17-Nov-2025 11:00 AM,22-Nov-2025 11:00 AM,NA ,NA ,17-Nov-2025 11:00 AM,22-Nov-2025 11:00 AM,24-Nov-2025 02:40 PM,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Bid Dcoments,AOC,Ritesh Kuamar Singh,Internal,,Ritesh Kumar Singh,19-Jan-2026 09:56 PM,finsummary_2004536.pdf (99.25 KB),Finance,2 Bidder Technically Qualified,Ritesh Kumar Singh,19-Jan-2026 09:52 PM,,BOQ Comparative Chart,1.0,5691099.0,KHUDDI RAM,INR,"104,530","U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD-23, azamgarh",2025_UPIDC_1088427_84,01/AE/2025-26,Lot-22,1,5691099,KHUDDI RAM,21-Nov-2025 08:49 PM,Accepted-AOC,L1,19-Jan-2026 09:59 PM,19-Jan-2026,"INR 180,000",15.0,Ritesh Kumar Singh,19-Jan-2026 09:59 PM,22.pdf (69.00 KB),Technical,2 Bidder Technically Qualified,Ritesh Kumar Singh,24-Nov-2025 11:36 AM,,Ritesh Kumar Singh,Internal,,Ritesh Kumar Singh,24-Nov-2025 02:31 PM,24-Nov-2025 02:40 PM,techsummary_2004536.pdf (99.25 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,2,5686019,K S ENTERPRISES,20-Nov-2025 09:56 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,24-Nov-2025 11:36 AM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,5690120,M/s Kamla Prasad Yadav,20-Nov-2025 07:18 PM,Rejected-Finance,L2,19-Jan-2026 09:56 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,5692489,MS. PAWAN CONSTRUCTION & SUPLLIER,21-Nov-2025 07:27 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,24-Nov-2025 11:36 AM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,5693055,ravindra singh,22-Nov-2025 09:54 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,24-Nov-2025 11:36 AM,,,,,,,,,,,,,,,,,,,AOC
