Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
22-Jan-2026,INR 100,90.0,Virendra Kumar Pandey,22-Jan-2026 08:19 PM,921_28.pdf (59.00 KB),Technical,Bid Opening Summary,Virendra Kumar Pandey,07-Jan-2026 12:31 PM,,EE RED KUSHINAGAR,Internal,,Virendra Kumar Pandey,07-Jan-2026 08:52 PM,08-Jan-2026 12:00 PM,techsummary_2033858.pdf (760.88 KB),1.0,5788777.0,M/s Bindu Devi,INR,100.0,EE RED KUSHINAGAR,Internal,,Virendra Kumar Pandey,22-Jan-2026 06:10 PM,finsummary_2033858.pdf (59.22 KB),Finance,Bid Opening Summary,Praveen Kumar,17-Jan-2026 12:23 PM,,BOQ Comparative Chart,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,2025_REDUP_1102921_28,1828/RED Tender KUSHINAGAR,Vikas Khand Khadda ke Gram Sabha Phatakdona mein Satya Prakash Kushwaha ke ghar se Virendra Paswan ke ghar jaane wale marg par mitti evam khadanja karya.,1,5788777,M/s Bindu Devi,05-Jan-2026 08:16 PM,Accepted-AOC,L1,22-Jan-2026 08:19 PM,AOC,Vikas Khand Khadda ke Gram Sabha Phatakdona mein Satya Prakash Kushwaha ke ghar se Virendra Paswan ke ghar jaane wale marg par mitti evam khadanja karya.,Vikas Khand Khadda ke Gram Sabha Phatakdona mein Satya Prakash Kushwaha ke ghar se Virendra Paswan ke ghar jaane wale marg par mitti evam khadanja karya.,Please refer Tender documents. ,NA ,"14,05,000",Civil Works,NA ,Tender,90.0,90.0,work,274302.0,NA ,NA ,NA ,EE RED KUSHINAGAR,No ,No,1.0,SBI Bank,31-Dec-2025 12:00 PM,06-Jan-2026 03:00 PM,31-Dec-2025 12:00 PM,06-Jan-2026 12:00 PM,NA ,NA ,31-Dec-2025 12:00 PM,06-Jan-2026 12:00 PM,08-Jan-2026 12:00 PM,"2,336",Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,1828/RED Tender KUSHINAGAR,2025_REDUP_1102921_28,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"28,000",No,fixed,,Nil,Nil,EE RED KUSHINAGAR,EE RED KUSHINAGAR,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5790982,SHRI SURYA BLOCKS,05-Jan-2026 08:43 PM,Rejected-Finance,L2,22-Jan-2026 06:10 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,AOC
