Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Drainage Circle, Aligarh||BSDGC. Bulandshahar",08/EE/2025-26,2025_UPIDC_1076507_11,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,23-Sep-2025 04:00 PM,29-Sep-2025 02:00 PM,23-Sep-2025 04:00 PM,29-Sep-2025 01:00 PM,NA ,NA ,23-Sep-2025 04:00 PM,29-Sep-2025 01:00 PM,03-Oct-2025 02:00 PM,SILT CLEARANCE OF WALIPURA DY. FROM KM 0.00 TO KM 15.000,SILT CLEARANCE OF WALIPURA DY. FROM KM 0.00 TO KM 15.000,Please refer Tender documents. ,NA ,"9,33,000",Civil Works,NA ,Rate Contract,90.0,30.0,Bulandshahr,203001.0,Bulandshahr ,EE BDGC BSR ,23-Sep-2025 04:30 PM ,Bulandshahr,No ,No,1.0,SBI Bank,"18,660",Yes,percentage,2.0%,Nil,Nil,266.0,Nil,Nil,No,EE BDGC BSR,EE BDGC BSR,1.0,Fee/PreQual/Technical,.pdf,Tender Notice,AOC,1,5563904,M/s Narendra Kumar Contractor,27-Sep-2025 05:07 PM,Accepted-AOC,AOC,13-Jan-2026 12:27 PM,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Drainage Circle, Aligarh||BSDGC. Bulandshahar",2025_UPIDC_1076507_11,08/EE/2025-26,SILT CLEARANCE OF WALIPURA DY. FROM KM 0.00 TO KM 15.000,Finance,Admitted,Binod kumar Singh,03-Oct-2025 03:32 PM,,BOQ Comparative Chart,EE BDGC BSR,Internal,As per file Attached,Binod kumar Singh,13-Jan-2026 12:21 PM,finsummary_1966984.pdf (740.16 KB),1.0,5563904.0,M/s Narendra Kumar Contractor,INR,"883,904",EE BDGC BSR,Internal,As per file Attached,Binod kumar Singh,01-Oct-2025 03:38 PM,03-Oct-2025 02:00 PM,techsummary_1966984.pdf (740.16 KB),Technical,Admitted,Binod kumar Singh,29-Sep-2025 10:56 PM,,13-Jan-2026,"INR 883,904",30.0,Binod kumar Singh,13-Jan-2026 12:27 PM,finsummary.pdf (740.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,2,5564403,PAWAN KUMAR,27-Sep-2025 04:24 PM,Rejected-Finance,L-2,13-Jan-2026 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,5564511,SHIV GANGA INFRATECH,27-Sep-2025 02:09 PM,Rejected-Technical,"Clause-25(5), 31",01-Oct-2025 03:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
