Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
12-Jan-2026,"INR 561,252",90.0,Dinesh Singh,31-Jan-2026 12:54 PM,nRESPONSIVE.pdf (192.00 KB),1,5715607,M/S S.P. & CO,20-Dec-2025 05:58 PM,Accepted-AOC,L1,31-Jan-2026 12:54 PM,1.0,5715607.0,M/S S.P. & CO,INR,"561,252",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE AGRA,2025_REDUP_1095059_5,886/NIVIDA AGRA/2025-26 dt 01.11.2025,4. Vikas khandoli me gram panchayat anwal kheda me jitendra Chauhan ke ghar se mukesh chauahan ke ghar ki taraf evam main road se Dharmendra ke ghar ki taraf CC evam nali evam mukesh ki dukan ke pass ramp nirman karya,Technical,T,Dinesh Singh,23-Dec-2025 04:58 PM,,EERED,Internal,,Dinesh Singh,12-Jan-2026 05:09 PM,finsummary_2014658.pdf (94.83 KB),Finance,F,Dinesh Singh,26-Dec-2025 01:11 PM,,BOQ Comparative Chart,EERED,Internal,,Dinesh Singh,24-Dec-2025 06:52 PM,26-Dec-2025 09:00 AM,techsummary_2014658.pdf (192.22 KB),AOC,854.0,Nil,Nil,No,1.0,DATE,Date,,4. Vikas khandoli me gram panchayat anwal kheda me jitendra Chauhan ke ghar se mukesh chauahan ke ghar ki taraf evam main road se Dharmendra ke ghar ki taraf CC evam nali evam mukesh ki dukan ke pass ramp nirman karya,4. Vikas khandoli me gram panchayat anwal kheda me jitendra Chauhan ke ghar se mukesh chauahan ke ghar ki taraf evam main road se Dharmendra ke ghar ki taraf CC evam nali evam mukesh ki dukan ke pass ramp nirman karya,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,90.0,AGRA,282002.0,NA ,NA ,NA ,EE RED AGRA,No ,No,EERED AGRA,EERED AGRA,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,BID,"14,000",Yes,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE||EE AGRA,886/NIVIDA AGRA/2025-26 dt 01.11.2025,2025_REDUP_1095059_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,02-Dec-2025 10:00 AM,22-Dec-2025 12:30 PM,02-Dec-2025 10:00 AM,22-Dec-2025 12:00 PM,NA ,NA ,02-Dec-2025 10:00 AM,22-Dec-2025 12:00 PM,26-Dec-2025 09:00 AM,AOC
,,,,,,2,5756821,PRSA ENTERPRISES,20-Dec-2025 05:36 PM,Rejected-Finance,L2,12-Jan-2026 05:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
