S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,DD - Demand Draft,"5,000",PRINCIPAL SAINIK SCHOOL GORAKHPUR UP,PRINCIPAL SAINIK SCHOOL GORAKHPUR UP,No,"7,00,000",No,percentage,2.0%,PRINCIPAL SAINIK SCHOOL GORAKHPUR UP,PRINCIPAL SAINIK SCHOOL GORAKHPUR UP,Supply Dry Fresh Ration Condiments etc,SUPPLY DRY FRESH RATION AND CONDIMENTS ETC.,PLEASE REFER TENDER DOCUMENTS. ,NA ,"3,50,00,000",Miscellaneous,NA ,Rate Contract,915.0,NA ,Sainik School Gorakhpur UP,273007.0,NA ,NA ,NA ,GORAKHPUR,No ,No,UP Sainik School Gorakhpur,ssgkp/mess/qms/421-1/2025,2025_UPSSG_1102993_1,Yes,Open Tender,Item Wise,Goods,2.0,No,No,Offline,No,No,No,OFFICE SUPRITENDENT,SAINIK SCHOOL GORAKHPUR UTTAR PRADESH,1.0,Fee/PreQual/Technical,.pdf,scanned copy of atc,31-Dec-2025 12:00 PM,07-Jan-2026 09:30 AM,31-Dec-2025 12:00 PM,07-Jan-2026 09:00 AM,31-Dec-2025 12:00 PM ,06-Jan-2026 09:00 AM ,31-Dec-2025 12:00 PM,07-Jan-2026 09:00 AM,08-Jan-2026 01:30 PM,AOC,Rachit Pandey,Internal,Committe Members,KAMAL KISHOR PATANI,09-Jan-2026 11:54 AM,finsummary_2033979.pdf (585.56 KB),Technical,"Five participants took part in the published tender. Despite giving sufficient time, one participant did not submit the tender fee. Additionally, the EMD was also not submitted.",Vijyant Vyas,07-Jan-2026 11:12 AM,technical_2033979.pdf,Rachit Pandey,Internal,as per committee formed,Vijyant Vyas,08-Jan-2026 01:25 PM,08-Jan-2026 01:30 PM,techsummary_2033979.pdf (429.20 KB),Finance,technical summary report,KAMAL KISHOR PATANI,09-Jan-2026 11:37 AM,finance_2033979.pdf,BOQ Comparative Chart,1,5790617,AVINTEK DIGITALS,06-Jan-2026 06:57 PM,Accepted-AOC,7.45 Percent Extra as per your given rate wages Nil payment 45 Days monthly GST extra,09-Jan-2026 12:24 PM,1.0,5790617.0,AVINTEK DIGITALS,INR,"169,147.79",UP Sainik School Gorakhpur,2025_UPSSG_1102993_1,ssgkp/mess/qms/421-1/2025,Supply Dry Fresh Ration Condiments etc,14-Jan-2026,"INR 35,000,000",915.0,KAMAL KISHOR PATANI,09-Jan-2026 12:24 PM,ration_aoc.pdf (476.00 KB),AOC
2.0,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Tender Fees and EMD,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5792661,GORAKHPUR BAZAAR,06-Jan-2026 11:52 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,07-Jan-2026 11:12 AM,,,,,,,,,,,,,,,,AOC
3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price BOQ,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,5791443,RATHORE ENTERPRISES,06-Jan-2026 10:50 AM,Rejected-AOC,12 Percent Extra wages Nil payment 35 Days monthly GST extra,09-Jan-2026 12:24 PM,,,,,,,,,,,,,,,,AOC
4.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,5790630,SHAMBHAVI ENTERPRISES,06-Jan-2026 07:37 PM,Rejected-AOC,10 Percent Extra Charges over and above wages Nil payment 45 Days monthly GST extra,09-Jan-2026 12:24 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,5791749,Staar Enterprises,07-May-2026 12:24 AM,Rejected-AOC,11.50 Percent Extra wages Nil payment 40 Days monthly GST extra,09-Jan-2026 12:24 PM,,,,,,,,,,,,,,,,AOC
