Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
EXECUTIVE ENGINEER TONS PUMP CANAL DIV PRAYAGRAJ,EXECUTIVE ENGINEER TONS PUMP CANAL DIV PRAYAGRAJ,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad||TPCD, allahabad",03/EE/2025-26,2025_UPIDC_1083775_19,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"1,020",Yes,percentage,2.0%,Nil,Nil,"Scraping Of Bed and side slope with jungle clearance of Bharhara Mr from km 0.000 to 1.400, Nechuna Mr from km 0.000 to 1.240","Scraping Of Bed and side slope with jungle clearance of Bharhara Mr from km 0.000 to 1.400, Nechuna Mr from km 0.000 to 1.240",Please refer Tender documents. ,NA ,"51,000",Civil Works - Canal,NA ,Rate Contract,90.0,21.0,PRAYAGRAJ,211001.0,NA ,NA ,NA ,PRAYAGRAJ,No ,No,1.0,SBI Bank,18-Oct-2025 12:00 PM,28-Oct-2025 11:00 AM,18-Oct-2025 12:00 PM,28-Oct-2025 11:00 AM,NA ,NA ,18-Oct-2025 12:00 PM,28-Oct-2025 11:00 AM,03-Nov-2025 01:00 PM,1,Fee/PreQual/Technical,.pdf,NIT,589.0,Nil,Nil,No,AOC,PRADEEP KUMAR SINGH,Internal,EESPCHAUDHARY AND DIV ACCOUNTANT,Pradeep Kumar Singh,02-Jan-2026 06:05 PM,finsummary_1985627.pdf (415.11 KB),Finance,all bid admitted,Pradeep Kumar Singh,02-Jan-2026 06:02 PM,,BOQ Comparative Chart,1.0,5632739.0,KAMLESH KUMAR YADAV,INR,"46,989.8",1,5632739,KAMLESH KUMAR YADAV,27-Oct-2025 07:17 PM,Accepted-AOC,AOC,02-Jan-2026 06:07 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Allahabad||TPCD, allahabad",2025_UPIDC_1083775_19,03/EE/2025-26,"Scraping Of Bed and side slope with jungle clearance of Bharhara Mr from km 0.000 to 1.400, Nechuna Mr from km 0.000 to 1.240",02-Jan-2026,"INR 46,989.8",21.0,Pradeep Kumar Singh,02-Jan-2026 06:07 PM,Bharharasilt2025.pdf (415.00 KB),AOC,Technical,all bid accepted,Pradeep Kumar Singh,01-Nov-2025 06:54 PM,technical_1985627.pdf,PRADEEP KUMAR SINGH,Internal,ee s p chaudhary,Pradeep Kumar Singh,01-Nov-2025 06:56 PM,03-Nov-2025 01:00 PM,techsummary_1985627.pdf (192.57 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,AOC,,,,,,,,,,,,,,,,,,2,5632475,SUBHANSHI SINGH ENTERPRISES,27-Oct-2025 02:39 PM,Rejected-Finance,2nd,02-Jan-2026 06:05 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
