Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Dinesh Mohan,Internal,VISHWANATH SHUKLA,Dinesh Mohan,24-Oct-2025 07:51 PM,25-Oct-2025 03:00 PM,techsummary_1979012.pdf (44.98 KB),30-Jan-2026,"INR 211,000",20.0,Dinesh Mohan,30-Jan-2026 09:48 PM,35.pdf (40.00 KB),AOC,Technical,AS PER UPLOAD,Dinesh Mohan,24-Oct-2025 06:32 PM,,Dinesh Mohan,Internal,Vishwanath Shukla,Dinesh Mohan,30-Jan-2026 12:54 PM,finsummary_1979012.pdf (39.77 KB),Finance,AS PER UPLOAD,Dinesh Mohan,30-Jan-2026 11:36 AM,,BOQ Comparative Chart,1.0,5608071.0,M/S ANSHUMAN SINGH YADAV CONSTRUCTION,INR,"136,916.12",1,5610125,Krishna Murari Contruction,15-Oct-2025 02:32 PM,Rejected-Finance,AS PER UPLOAD,30-Jan-2026 12:54 PM,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti||SCD-4, basti",2025_UPIDC_1080765_35,03/EE/2025-26,SILT CLEARENCE AND BED BERM SCRAPING ON MAHULI DY FROM KM 6.000 TO KM 10.200,AOC,750.0,Nil,Nil,No,SILT CLEARENCE AND BED BERM SCRAPING ON MAHULI DY FROM KM 6.000 TO KM 10.200,SILT CLEARENCE AND BED BERM SCRAPING ON MAHULI DY FROM KM 6.000 TO KM 10.200,Please refer Tender documents. ,NA ,"2,11,000",Civil Works,NA ,Rate Contract,90.0,20.0,BASTI,272001.0,NA ,NA ,NA ,"Executive Engineer Saryu Nahar Khand-4,Basti (U.",No ,No,"1,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,AS PER UPLOAD,"Executive Engineer Saryu Nahar Khand-4,Basti (U.","Executive Engineer Saryu Nahar Khand-4,Basti (U.",1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti||SCD-4, basti",03/EE/2025-26,2025_UPIDC_1080765_35,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,09-Oct-2025 10:00 AM,15-Oct-2025 03:30 PM,09-Oct-2025 10:00 AM,15-Oct-2025 03:00 PM,NA ,NA ,09-Oct-2025 10:00 AM,15-Oct-2025 03:00 PM,25-Oct-2025 03:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5609748,M/S ABHIJEET CONSTRUCTION,15-Oct-2025 12:55 PM,Rejected-Finance,AS PER UPLOAD,30-Jan-2026 12:54 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,AS PER UPLOAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5608071,M/S ANSHUMAN SINGH YADAV CONSTRUCTION,14-Oct-2025 06:28 PM,Accepted-AOC,AS PER UPLOAD,30-Jan-2026 09:48 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5608803,M/S CHANDRA CONSTRUCTION,15-Oct-2025 08:55 AM,Rejected-Finance,AS PER UPLOAD,30-Jan-2026 12:54 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5606271,M/S SARWAGYA NATH PANDEY,14-Oct-2025 02:18 PM,Rejected-Finance,AS PER UPLOAD,30-Jan-2026 12:54 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5605300,SHUBHAM CONSTRUCTION,13-Oct-2025 10:02 PM,Rejected-Finance,AS PER UPLOAD,30-Jan-2026 12:54 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5607755,S.P INFRABUILD,14-Oct-2025 06:42 PM,Rejected-Finance,AS PER UPLOAD,30-Jan-2026 12:54 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
