Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
lot no 05,lot no 05,Please refer Tender documents. ,NA ,"8,36,000",Civil Works,NA ,Tender,90.0,25.0,Rampur,244901.0,NA ,NA ,NA ,RCD RAMPUR,No ,No,1.0,Fee/PreQual/Technical,.pdf,nit,1.0,SBI Bank,354.0,Nil,Nil,No,1.0,date1,Date,,"16,720",No,percentage,2.0%,Nil,Nil,EXECUTIVE ENGINEER,RCD RAMPUR,17-Dec-2025 09:00 AM,26-Dec-2025 12:00 PM,17-Dec-2025 09:00 AM,25-Dec-2025 12:00 PM,NA ,NA ,17-Dec-2025 09:00 AM,25-Dec-2025 12:00 PM,29-Dec-2025 04:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad||RCD, rampur",04/EE/2025-26,2025_UPIDC_1099612_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,Technical,technical,Naveen Kumar Singh,29-Dec-2025 02:17 PM,,ee,Internal,,Naveen Kumar Singh,22-Jan-2026 10:34 AM,finsummary_2025673.pdf (475.71 KB),Finance,financial,Naveen Kumar Singh,31-Dec-2025 12:27 PM,,BOQ Comparative Chart,ee,Internal,,Naveen Kumar Singh,29-Dec-2025 03:34 PM,29-Dec-2025 04:00 PM,techsummary_2025673.pdf (475.71 KB),22-Jan-2026,"INR 836,000",25.0,Naveen Kumar Singh,22-Jan-2026 11:05 AM,5.pdf (476.00 KB),"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Irrigation Works Circle, Moradabad||RCD, rampur",2025_UPIDC_1099612_5,04/EE/2025-26,lot no 05,1.0,5769051.0,AJAB SINGH CONTRACTOR AND SUPPLIERS,INR,"818,144.43",1,5769051,AJAB SINGH CONTRACTOR AND SUPPLIERS,24-Dec-2025 10:28 PM,Accepted-AOC,l1,22-Jan-2026 11:05 AM,AOC
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5768946,M/s Rakesh Kumar,25-Dec-2025 11:33 AM,Rejected-AOC,l3,22-Jan-2026 11:05 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5767597,r k contractor,24-Dec-2025 11:48 AM,Rejected-Technical,not qualified,29-Dec-2025 03:34 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5762527,SAEED AHMED CONTRACTOR,22-Dec-2025 11:43 AM,Rejected-Technical,not qualified,29-Dec-2025 03:34 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5769342,SUSHIL WORKS & CONTRACTOR,24-Dec-2025 11:27 PM,Rejected-AOC,l2,22-Jan-2026 11:05 AM,AOC
