Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage
Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,23-Jan-2026 03:53 PM,24-Jan-2026 12:00 PM,techsummary_2038459.pdf (395.36 KB),Technical,Technical bid open,Sujit Kumar Sinha,21-Jan-2026 03:34 PM,technical_2038459.pdf,24-Jan-2026,"INR 946,566.28",180.0,Sujit Kumar Sinha,28-Jan-2026 03:38 PM,V_29.pdf (77.00 KB),Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,2026_REDUP_1104830_29,"1006/RED/Etender(26)/2025-26, Dt. 22.12.2025",G.P. Maraucha ke Awsankhanpurwa me Pakki Sadak se Masjit tak interlocking nirman karya-Tejwapur_29,1,5811340,M/s Vaishnavi Construction,20-Jan-2026 03:32 PM,Rejected-Finance,High,24-Jan-2026 05:36 PM,Finance,Financial bid open,Sujit Kumar Sinha,24-Jan-2026 04:25 PM,finance_2038459.pdf,BOQ Comparative Chart,Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,24-Jan-2026 05:36 PM,finsummary_2038459.pdf (44.13 KB),1.0,5813823.0,Smt. Vandana Singh,INR,"946,566.28",AOC,Executive Enginer,"Office of the Executive Enginer, R.E.D. Bahraich",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,"1006/RED/Etender(26)/2025-26, Dt. 22.12.2025",2026_REDUP_1104830_29,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,788.0,Nil,Nil,No,"16,100",No,fixed,,Nil,Nil,G.P. Maraucha ke Awsankhanpurwa me Pakki Sadak se Masjit tak interlocking nirman karya-Tejwapur_29,G.P. Maraucha ke Awsankhanpurwa me Pakki Sadak se Masjit tak interlocking nirman karya-Tejwapur_29,Please refer Tender documents. ,NA ,"8,03,000",Civil Works,NA ,Tender,90.0,180.0,Bahraich,271801.0,NA ,NA ,NA ,"Office of the Executive Enginer, R.E.D. Bahraich",No ,No,10-Jan-2026 12:00 PM,21-Jan-2026 12:30 PM,10-Jan-2026 12:00 PM,21-Jan-2026 12:00 PM,NA ,NA ,10-Jan-2026 12:00 PM,21-Jan-2026 12:00 PM,24-Jan-2026 12:00 PM,1,Fee/PreQual/Technical,.pdf,Technical bid document,AOC
,,,,,,,,,,,,,,,,,,,,,,2,5813823,Smt. Vandana Singh,20-Jan-2026 03:14 PM,Accepted-AOC,AOC,28-Jan-2026 03:38 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC
