Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Tender documents,854.0,Nil,Nil,No,Executive Engineer,Minor Lift Canal Division Banda,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Centre)||Superintending Engineer(Tubewell)-Banda||Executive Engineer MLCD Banda,02/Lot3/E.E./2025-26,2025_UPIDM_1076143_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"67,500",Yes,fixed,,Nil,Nil,22-Sep-2025 11:00 AM,03-Oct-2025 03:00 PM,22-Sep-2025 11:00 AM,03-Oct-2025 12:00 PM,NA ,NA ,22-Sep-2025 11:00 AM,03-Oct-2025 12:00 PM,11-Nov-2025 04:00 PM,1.0,SBI Bank,Construction of CC Lining work reach from 2.625 Km to 2.770 Km and 2.776 Km to 2.896 Km of Total 265 Mtr in main canal of gurha pump canal at gram gurhakalan block naraini distt banda,Construction of CC Lining work reach from 2.625 Km to 2.770 Km and 2.776 Km to 2.896 Km of Total 265 Mtr in main canal of gurha pump canal at gram gurhakalan block naraini distt banda,Please refer Tender documents. ,NA ,"31,56,131",Civil Works,NA ,Tender,90.0,90.0,"Naraini, Banda",210001.0,NA ,NA ,NA ,MLCD BANDA,No ,No,AOC,Finance,all bids are qualified in financial criterion,Akhil Kumar,12-Nov-2025 12:07 PM,,BOQ Comparative Chart,Akhil kUmar,Internal,,Akhil Kumar,11-Nov-2025 01:49 PM,11-Nov-2025 04:00 PM,techsummary_1965750.pdf (363.59 KB),Technical,three bidders are qualified as per technical criterion,Akhil Kumar,11-Nov-2025 01:46 PM,,Akhil kUmar,Internal,,Akhil Kumar,12-Nov-2025 12:15 PM,finsummary_1965750.pdf (363.59 KB),12-Jan-2026,"INR 2,701,648",90.0,Akhil Kumar,12-Jan-2026 02:20 PM,aoc11.pdf (541.00 KB),L1,1,5574493,M/S SURESH CHANDRA GUPTA,03-Oct-2025 09:33 AM,Rejected-Finance,More than Lowest Bid rate,12-Nov-2025 12:15 PM,1.0,5576579.0,SHOBHA ENTERPRISES,INR,"2,701,648",U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Centre)||Superintending Engineer(Tubewell)-Banda||Executive Engineer MLCD Banda,2025_UPIDM_1076143_1,02/Lot3/E.E./2025-26,Construction of CC Lining work reach from 2.625 Km to 2.770 Km and 2.776 Km to 2.896 Km of Total 265 Mtr in main canal of gurha pump canal at gram gurhakalan block naraini distt banda,AOC
2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5578503,M/S VIVEK KUMAR SINGH,03-Oct-2025 09:00 AM,Rejected-Finance,More than Lowest Bid rate,12-Nov-2025 12:15 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5577639,MS WASEEM TRADERS,02-Oct-2025 11:53 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,11-Nov-2025 01:46 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5576579,SHOBHA ENTERPRISES,03-Oct-2025 11:08 AM,Accepted-AOC,L1,12-Jan-2026 02:20 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5578545,Sri Shiv Dutt Tiwari,03-Oct-2025 10:09 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,11-Nov-2025 01:46 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5577497,TIWARI TRADERS,02-Oct-2025 04:18 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,11-Nov-2025 01:46 PM,,,,,,,,,,AOC
