S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,5785112.0,M/S H.M.K. CONSTRUCTION,INR,"926,152.47",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE||EE BASTI,2025_REDUP_1100097_7,1906/RED/VN-Rudhauli/2025-26 Dt. 26.11.2025,Gram Chanvatia Sampark marg par rajesh ke ghar se krishna kumar ke ghar tak mitti se kharanja nirman karya,1,5785920,AR CONSTRUCTION,01-Jan-2026 11:41 PM,Rejected-Finance,r,29-Jan-2026 06:52 PM,29-Jan-2026,"INR 926,152.47",90.0,Ankur Verma,29-Jan-2026 07:03 PM,boqcomparativechart2.pdf (22.00 KB),a,ER ANKUR VERMA,Internal,ee,Ankur Verma,29-Jan-2026 06:52 PM,finsummary_2033030.pdf (21.96 KB),Technical,c,Ankur Verma,08-Jan-2026 11:23 AM,,ER ANKUR VERMA,Internal,ee,Ankur Verma,08-Jan-2026 02:42 PM,12-Jan-2026 12:00 PM,techsummary_2033030.pdf (1192.84 KB),Finance,c,Ankur Verma,12-Jan-2026 02:55 PM,,BOQ Comparative Chart,AOC,1.0,SBI Bank,EERED BASTI,O/O EERED BASTI,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE||EE BASTI,1906/RED/VN-Rudhauli/2025-26 Dt. 26.11.2025,2025_REDUP_1100097_7,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,tech,944.0,Nil,Nil,No,29-Dec-2025 03:00 PM,05-Jan-2026 12:30 PM,29-Dec-2025 03:00 PM,05-Jan-2026 12:00 PM,29-Dec-2025 03:00 PM ,05-Jan-2026 12:00 PM ,29-Dec-2025 03:00 PM,05-Jan-2026 12:00 PM,12-Jan-2026 12:00 PM,Gram Chanvatia Sampark marg par rajesh ke ghar se krishna kumar ke ghar tak mitti se kharanja nirman karya,Gram Chanvatia Sampark marg par rajesh ke ghar se krishna kumar ke ghar tak mitti se kharanja nirman karya,as per sbd ,NA ,"9,27,000",Civil Works,NA ,Tender,90.0,90.0,WORKS,272001.0,NA ,NA ,NA ,O/O EERED BASTI,No ,No,"19,000",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,2,5785112,M/S H.M.K. CONSTRUCTION,02-Jan-2026 12:10 AM,Accepted-AOC,a,29-Jan-2026 07:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,Finance,.xls,finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
