Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"Laying of B.O.E. Soling from Ram Pratap house to Khadanje in Arjunpur (Awasipurwa) in Gram Panchayat Gaura Arjunpur Parsendi, Block Parsendi","Laying of B.O.E. Soling from Ram Pratap house to Khadanje in Arjunpur (Awasipurwa) in Gram Panchayat Gaura Arjunpur Parsendi, Block Parsendi",Please refer Tender documents. ,NA ,"11,33,260",Civil Works,NA ,Tender,90.0,90.0,"Parsendi, Sitapur",261001.0,NA ,NA ,NA ,Office of the EE RED Sitapur,No ,No,1,Fee/PreQual/Technical,.pdf,Technical,1.0,SBI Bank,13-Jan-2025 04:00 PM,20-Jan-2025 12:30 PM,13-Jan-2025 04:00 PM,20-Jan-2025 12:00 PM,NA ,NA ,13-Jan-2025 04:00 PM,20-Jan-2025 12:00 PM,27-Jan-2025 12:30 PM,EE RED Sitapur,"Vikas Bhawan, Sitapur",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE SITAPUR,1237/RED/Tender/2024-25,2025_REDUP_992999_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,857.0,Nil,Nil,No,"23,000",No,fixed,,Nil,Nil,AOC,Technical,Two bid have been received and send For Technical Evaluation,Gyanendra Kumar,20-Jan-2025 01:15 PM,,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE SITAPUR,2025_REDUP_992999_1,1237/RED/Tender/2024-25,"Laying of B.O.E. Soling from Ram Pratap house to Khadanje in Arjunpur (Awasipurwa) in Gram Panchayat Gaura Arjunpur Parsendi, Block Parsendi",Gyanendra Kumar,Internal,,Gyanendra Kumar,31-Jan-2025 02:42 PM,finsummary_1756654.pdf (176.92 KB),1.0,4856645.0,M/s Mannat Construction,INR,"1,133,146",10-Feb-2025,"INR 1,133,146",90.0,Gyanendra Kumar,29-Jan-2026 04:13 PM,294.pdf (316.00 KB),1,4856645,M/s Mannat Construction,15-Jan-2025 04:32 PM,Accepted-AOC,L1,29-Jan-2026 04:13 PM,Gyanendra Kumar,Internal,,Gyanendra Kumar,25-Jan-2025 12:04 PM,27-Jan-2025 12:30 PM,techsummary_1756654.pdf (324.12 KB),Finance,Two bid have been received and send For Financial Evaluation,Gyanendra Kumar,27-Jan-2025 02:13 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4856801,SHAKUN CONSTRUCTION,15-Jan-2025 05:10 PM,Rejected-Finance,Higher Rate Quoted,31-Jan-2025 02:42 PM,,,,,,,,,,,,,,AOC
