S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1,DD - Demand Draft,"19,760",No,percentage,2.0%,BDO MURLICHHAPRA,MURLICHHAPRA,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Murli Chhapra,1027 Date 12-01-2026 Work - 5,2026_RDUP_1106136_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,BDO MURLICHHAPRA,BDO OFFICE MURLICHHAPRA,vikaas khand muraleechhapara ke vibhinn sthaanon par 44 add solar laeet lagaane ka kaary.,vikaas khand muraleechhapara ke vibhinn sthaanon par 44 add solar laeet lagaane ka kaary.,NIT ,NA ,"9,88,000",Civil Works,NA ,Tender,90.0,90.0,KP MURLICHHAPRA,277204.0,NA ,NA ,NA ,BDO OFFICE MURLICHHAPRA,No ,No,500.0,BDO MURLICHHAPRA,MURLICHHAPRA,No,14-Jan-2026 11:00 AM,24-Jan-2026 04:00 PM,14-Jan-2026 11:00 AM,24-Jan-2026 03:00 PM,NA ,NA ,14-Jan-2026 11:00 AM,24-Jan-2026 03:00 PM,27-Jan-2026 10:00 AM,AOC,"SHAKIL AKHTAR ANSARI, BDO ANIL KUMAR RATHAUR, JE RED AWADHESH KUMAR PANDEY, ADO PANCHAYAT",Internal,"SHAKIL AKHTAR ANSARI, BDO ANIL KUMAR RATHAUR, JE RED AWADHESH KUMAR PANDEY, ADO PANCHAYAT",SHAKIL AKHTAR ANSARI,28-Jan-2026 01:47 PM,finsummary_2040860.pdf (144.30 KB),Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Murli Chhapra,2026_RDUP_1106136_1,1027 Date 12-01-2026 Work - 5,vikaas khand muraleechhapara ke vibhinn sthaanon par 44 add solar laeet lagaane ka kaary.,Technical,Bid Opening Summary,SHAKIL AKHTAR ANSARI,24-Jan-2026 04:39 PM,,1.0,5819464.0,NATIONAL TRADING COMPANY,INR,"987,407.2",28-Jan-2026,"INR 987,407.2",90.0,SHAKIL AKHTAR ANSARI,28-Jan-2026 02:36 PM,5.pdf (523.00 KB),AOC,1.0,5819744.0,AMIT CONSTRUCTION,22-Jan-2026 09:27 PM,Rejected-AOC,L3,28-Jan-2026 02:36 PM,Finance,Bid Opening Summary,SHAKIL AKHTAR ANSARI,28-Jan-2026 11:36 AM,,BOQ Comparative Chart,"SHAKIL AKHTAR ANSARI, BDO ANIL KUMAR RATHAUR, JE RED AWADHESH KUMAR PANDEY, ADO PANCHAYAT",Internal,,SHAKIL AKHTAR ANSARI,24-Jan-2026 06:32 PM,27-Jan-2026 10:00 AM,techsummary_2040860.pdf (127.56 KB),AOC
2,BC - Bankers Cheque,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5819464.0,NATIONAL TRADING COMPANY,22-Jan-2026 06:04 PM,Accepted-AOC,L1,28-Jan-2026 02:36 PM,,,,,,,,,,,,,,AOC
3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5821586.0,RAM JI SINGH,24-Jan-2026 02:02 AM,Rejected-AOC,L2,28-Jan-2026 02:36 PM,,,,,,,,,,,,,,AOC
4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
