Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
U.P. State Construction and Infrastructure Development Corporation Ltd.||Superintending Engineer (Civil) - Ayodhya,2025_SCIDC_1089918_2,570/E E/Ayo/E Tender/Hostal Repair Work/25-26 Date 11.11.2025,Balance Repair Work of Rajkiya Anusuchit Jaati Hostal Nariav Distt. Ambedakarnagar,1.0,5734297.0,VITTHAL GROUP,INR,"5,528,500",1,5732017,ALOK KUMAR SINGH,09-Dec-2025 08:39 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,23-Dec-2025 01:42 PM,31-Dec-2025,"INR 5,578,700",210.0,Jagpal Verma,01-Jan-2026 01:47 PM,LOI.pdf (638.00 KB),Balance Repair Work of Rajkiya Anusuchit Jaati Hostal Nariav Distt. Ambedakarnagar,EE,Internal,A E Asst Acct,Jagpal Verma,30-Dec-2025 12:16 PM,finsummary_2016701.pdf (1117.50 KB),Technical,Technical Bid opening summary,Jagpal Verma,23-Dec-2025 01:42 PM,technical_2016701.pdf,EE,Internal,A E Asst Acct,Jagpal Verma,23-Dec-2025 01:45 PM,23-Dec-2025 03:00 PM,techsummary_2016701.pdf (455.38 KB),Finance,Financial Bid opening summary,Jagpal Verma,30-Dec-2025 12:14 PM,finance_2016701.pdf,BOQ Comparative Chart,AOC,"1,12,000",No,fixed,,E E U P Scidco,Ayodhya,1.0,FDR - Fixed Deposit,Balance Repair Work of Rajkiya Anusuchit Jaati Hostal Nariav Distt. Ambedakarnagar,Balance Repair Work of Rajkiya Anusuchit Jaati Hostal Nariav Distt. Ambedakarnagar,Please refer Tender documents. ,NA ,,Construction Works,Repair Work of Rajkiya Anusuchit Jaati Hostal  ,Tender,90.0,210.0,Ambedkarnagar,224122.0,EE office up scidco ,Behind Ram Janaki Mandir Sahabganj Ayodhya ,05-Dec-2025 11:00 AM ,EE office up scidco,No ,No,1.0,Fee/PreQual/Technical,.pdf,Balance Repair Work of Rajkiya Anusuchit Jaati Hostal Nariav Distt. Ambedakarnagar,EE up scidco Ayodhya,Behind Ram Janaki Mandir Sahabganj Ayodhya,"2,360",online,Ayodhya,No,03-Dec-2025 02:30 PM,12-Dec-2025 11:00 AM,03-Dec-2025 02:30 PM,12-Dec-2025 09:00 AM,NA ,NA ,03-Dec-2025 02:30 PM,12-Dec-2025 09:00 AM,23-Dec-2025 03:00 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Superintending Engineer (Civil) - Ayodhya,570/E E/Ayo/E Tender/Hostal Repair Work/25-26 Date 11.11.2025,2025_SCIDC_1089918_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,AOC
,,,,,,,,,2,5738225,AMETHI CONSTRUCTION,12-Dec-2025 05:03 AM,Rejected-Technical,not ok,23-Dec-2025 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5734126,DIXIT CONSTRUCTIONS PRIVATE LIMITED,10-Dec-2025 01:44 PM,Rejected-Finance,not ok,30-Dec-2025 12:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,5731058,RAGHUVANSHI MANI SINGH THEKEDAR,09-Dec-2025 09:07 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,23-Dec-2025 01:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,5734297,VITTHAL GROUP,10-Dec-2025 02:31 PM,Accepted-AOC,ok,01-Jan-2026 01:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
