S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Mirzapur||MCD, mirzaprur",Tender Notice No-06-EE-2025-26,2025_UPIDC_1082497_30,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Document,354.0,Nil,Nil,No,"9,000",No,fixed,,Nil,Nil,15-Oct-2025 02:00 PM,21-Oct-2025 12:00 PM,15-Oct-2025 03:00 PM,21-Oct-2025 11:00 AM,NA ,NA ,15-Oct-2025 03:00 PM,21-Oct-2025 11:00 AM,01-Nov-2025 02:00 PM,NIT-06-EEMCD-2025-26 LOT-30,"Ordinary Jungle Clearance, Scraping in internal section and Removing thek of Madhupur Dy. From Km. 0.000 to km. 8.600 LOT-30",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,15.0,SONEBHADRA,231216.0,NA ,NA ,NA ,Office of The EE MCD,No ,No,EE MCD,E.E Mcd Irrigation Coloney Fatahan Mirzapur,AOC,1.0,Change Summary Detail,Change Summary Detail,31-Oct-2025 04:15 PM,Revocationnit06.pdf ,231.46,Technical Opening,Finance,Summary Attached,PRAMOD KUMAR,10-Nov-2025 02:30 PM,finance_1982962.pdf,BOQ Comparative Chart,SHRI PRAMOD KUMAR EE MCD MZP,Internal,"SHRI PRAMOD KUMAR, EXECUTIVE ENGINEER, MIRZAPUR CANAL DIVISION,MIRZAPUR SHRI HARISHANKAR PRASAD, EXECUTIVE ENGINEER, IRRIGATON DIVISION CHUNAR, MIRZAPUR SHRI RAVINDRA KUMAR VERMA , DAO, MCD MZP",PRAMOD KUMAR,11-Nov-2025 10:43 AM,finsummary_1982962.pdf (244.71 KB),1.0,5619145.0,M/S HARENDRA CONSTRUCTION,INR,"268,695.74",1,5620861,ARUN CONSTRUCTION,21-Oct-2025 10:52 AM,Rejected-Finance,Higher Rate In The Tender,11-Nov-2025 10:43 AM,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Mirzapur||MCD, mirzaprur",2025_UPIDC_1082497_30,Tender Notice No-06-EE-2025-26,NIT-06-EEMCD-2025-26 LOT-30,SHRI PRAMOD KUMAR EE MCD MZP,Internal,"SHRI PRAMOD KUMAR, EXECUTIVE ENGINEER, MIRZAPUR CANAL DIVISION,MIRZAPUR SHRI HARISHANKAR PRASAD, EXECUTIVE ENGINEER, IRRIGATON DIVISION CHUNAR, MIRZAPUR SHRI RAVINDRA KUMAR VERMA , DAO, MCD MZP",PRAMOD KUMAR,01-Nov-2025 01:33 PM,01-Nov-2025 02:00 PM,techsummary_1982962.pdf (244.72 KB),21-Nov-2025,"INR 268,695.74",15.0,PRAMOD KUMAR,19-Jan-2026 03:47 PM,nit6lot30.pdf (12620.00 KB),AOC,Technical,Summary Attached,PRAMOD KUMAR,01-Nov-2025 01:04 PM,technical_1982962.pdf,AOC
,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5620750,MS DIVYANSHI ENTERPRISES,21-Oct-2025 10:30 AM,Rejected-Finance,Higher Rate In The Tender,11-Nov-2025 10:43 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,5619145,M/S HARENDRA CONSTRUCTION,19-Oct-2025 04:57 PM,Accepted-AOC,AOC,19-Jan-2026 03:47 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,5612989,RAGHUNATH THIKEDAR,19-Oct-2025 03:49 PM,Rejected-Finance,Higher Rate In The Tender,11-Nov-2025 10:43 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,5620815,VIR VIKRAM YADAV,21-Oct-2025 10:33 AM,Rejected-Finance,Higher Rate In The Tender,11-Nov-2025 10:43 AM,,,,,,,,,,,,,,,,,,,,,,,,AOC
