Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Betwa Project, Jhansi||Irrigation Contruction Circle, Mahoba||Maudha Dam Construction Division, Hamirpur",2025_UPIDC_1079802_1,05/AEII/2025-26,Scrapping of Internal Section of Imiliya Minor (km. 0.000 to 7.200),1.0,5593092.0,KRISHNA BIHARI SINGH,INR,"119,346.17",1,5597564,CHANDRA PRAKASH,10-Oct-2025 12:13 PM,Rejected-Finance,L2,27-Nov-2025 02:29 PM,06-Jan-2026,"INR 119,346.17",10.0,yasvir singh,06-Jan-2026 12:21 PM,LOT_1.pdf (366.00 KB),DOS_29.10.2025_DOE_07.11.2025,AE_YASHVIRSINGH,Internal,AE_YASHVIRSINGH_AE_SURVJEETVERMA,yasvir singh,16-Oct-2025 04:01 PM,16-Oct-2025 04:30 PM,techsummary_1975296.pdf (281.02 KB),Finance,ALL BID ADMITTED,yasvir singh,27-Nov-2025 02:20 PM,finance_1975296.pdf,BOQ Comparative Chart,AE_YASHVIRSINGH,Internal,AEYASHVIRSINGH_AESURVJEETVERMA,yasvir singh,27-Nov-2025 02:29 PM,finsummary_1975296.pdf (115.46 KB),Technical,ALL BID ADMITTED,yasvir singh,16-Oct-2025 03:21 PM,technical_1975296.pdf,AOC,04-Oct-2025 09:00 AM,10-Oct-2025 03:00 PM,04-Oct-2025 09:00 AM,10-Oct-2025 02:00 PM,04-Oct-2025 09:00 AM ,10-Oct-2025 02:00 PM ,04-Oct-2025 09:00 AM,10-Oct-2025 02:00 PM,16-Oct-2025 04:30 PM,1.0,SBI Bank,AE II MEDCD HAMIRPUR,O/O EE MDCD HAMIRPUR AEII,"4,000",No,fixed,,Nil,Nil,974.0,Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Betwa Project, Jhansi||Irrigation Contruction Circle, Mahoba||Maudha Dam Construction Division, Hamirpur",05/AEII/2025-26,2025_UPIDC_1079802_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Scrapping of Internal Section of Imiliya Minor (km. 0.000 to 7.200),Scrapping of Internal Section of Imiliya Minor (km. 0.000 to 7.200),AS PER TENDER DOCUMENT AND NIT ,NA ,,Civil Works - Canal,NA ,Tender,90.0,10.0,HAMIRPUR,210301.0,NA ,NA ,NA ,O/O EE MDCD HAMIRPUR,No ,No,1.0,Fee/PreQual/Technical,.pdf,TENDER_DOCUMENT,AOC
,,,,,,,,,2,5593092,KRISHNA BIHARI SINGH,10-Oct-2025 01:21 PM,Accepted-AOC,L1,06-Jan-2026 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
,,,,,,,,,3,5597907,M/S ANSH BAJRANG ENTERPRISES,10-Oct-2025 01:25 PM,Rejected-Finance,L3,27-Nov-2025 02:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
