S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Tender Stage
1,5649218,M/S G.S. CONSTRUCTION,03-Nov-2025 02:20 PM,Rejected-Finance,IInd lowest,31-Dec-2025 02:13 PM,1.0,5649263.0,M/s RAJA CONSTRUCTION,INR,"331,053.18","U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XVIII Circle Irrigation Works, Allahabad||ID-1, allahabad",2025_UPIDC_1085397_6,03/EE/2025-2026,SILT CLEARANCE OF GAURA DY FROM KM 0.000 TO KM 3.000 AND SCRAPING FROM KM 3.000 TO KM 12.500,20-Jan-2026,"INR 331,053.18",21.0,Ashok Kumar Singh,20-Jan-2026 02:25 PM,TENDERCOMM.pdf (886.00 KB),Ist lowest,Ashok Kumar singh,Internal,Bipin kumar,Ashok Kumar Singh,07-Nov-2025 02:43 PM,07-Nov-2025 03:00 PM,techsummary_1989198.pdf (886.04 KB),Finance,2 bidder found,Ashok Kumar Singh,07-Nov-2025 04:31 PM,,BOQ Comparative Chart,Ashok Kumar Singh,Internal,bipin kumar,Ashok Kumar Singh,31-Dec-2025 02:13 PM,finsummary_1989198.pdf (886.04 KB),Technical,2 bidder found,Ashok Kumar Singh,07-Nov-2025 02:22 PM,,AOC,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XVIII Circle Irrigation Works, Allahabad||ID-1, allahabad",03/EE/2025-2026,2025_UPIDC_1085397_6,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Technical Bidd,Technical Bid,,SILT CLEARANCE OF GAURA DY FROM KM 0.000 TO KM 3.000 AND SCRAPING FROM KM 3.000 TO KM 12.500,SILT CLEARANCE OF GAURA DY FROM KM 0.000 TO KM 3.000 AND SCRAPING FROM KM 3.000 TO KM 12.500,Please refer Tender documents. ,NA ,"3,55,000",Civil Works - Canal,NA ,Rate Contract,90.0,21.0,EEID1 PRAYAGRAJ,211004.0,NA ,NA ,NA ,GOVINDPUR PRAYGRAJ,No ,No,27-Oct-2025 10:00 AM,04-Nov-2025 11:00 AM,27-Oct-2025 10:00 AM,03-Nov-2025 05:00 PM,NA ,NA ,27-Oct-2025 10:00 AM,03-Nov-2025 05:00 PM,07-Nov-2025 03:00 PM,"36,000",Yes,fixed,,Nil,Nil,EEID1 PRAYAGRAJ,IRRIGATION COLONY GOVINDPUR PRAYAGRAJ,1,Fee/PreQual/Technical,.pdf,DOCUMENT,766.0,Nil,Nil,No,1.0,SBI Bank,AOC
2,5649263,M/s RAJA CONSTRUCTION,03-Nov-2025 02:41 PM,Accepted-AOC,Ist lowest,20-Jan-2026 02:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,AOC
