Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
UP STATE WAREHOUSING CORPORATION,2025122613-1,2025_UPSWC_1096379_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"1,38,200",No,fixed,,U.P. State warehousing corporation,Lucknow,1.0,RTGS - RTGS Payment,Managing Director UPSWC,U.P. State warehousing corporation New Hyderabad Lucknow 226007,"1,180",U.P. State warehousing corporation,Lucknow,No,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,05-Dec-2025 06:00 PM,22-Dec-2025 10:00 AM,05-Dec-2025 06:00 PM,20-Dec-2025 06:00 PM,NA ,NA ,05-Dec-2025 06:00 PM,20-Dec-2025 06:00 PM,31-Dec-2025 02:00 PM,Repair/Construction of UPSWC Godowns at Aligarh Part-A,Repair/Construction of UPSWC Godowns at Aligarh Part-A,Only registered contractor with UPSWC can apply ,NA ,"69,07,530",Civil Works,Maintenance /Construction Work ,Tender,90.0,150.0,Aligarh,202001.0,Head Office UPSWC ,U.P. State warehousing corporation New Hyderabad Lucknow 226007 ,18-Dec-2025 02:00 PM ,Head Office UPSWC,No ,No,AOC,Technical,Technical Bid Result,Madan Pal Singh,30-Dec-2025 07:33 PM,technical_2018285.pdf,Sachiv,Internal,"Junior Office Assistant, Junior Engineer, Rakesh Kumar Rawat Senior Account Officer, Suraj Rai Senior Account Officer,Dy. Manager Finance, Manager Finance, Incharge Excutive Engineer",Madan Pal Singh,02-Jan-2026 03:31 PM,finsummary_2018285.pdf (716.48 KB),Finance,Financial Bid Result,Madan Pal Singh,02-Jan-2026 12:23 PM,finance_2018285.pdf,BOQ Comparative Chart,Sachiv,Internal,"Sachiv (Chairperson), In Charge E.E.-Civil (Co-Ordinator), Manager Fin., Dy. Manager Fin.(Manish Sonkar), Sr. Acc. Officer (Suraj Rai), Sr. Acc. Officer (Rakesh Rawat), J.E. Civil, N.C.Joshi(Jr. Ass.)",Madan Pal Singh,30-Dec-2025 08:20 PM,31-Dec-2025 02:00 PM,techsummary_2018285.pdf (465.51 KB),09-Jan-2026,"INR 5,871,400.78",150.0,Rakesh Kumar Rawat,27-Jan-2026 02:22 PM,aliA.pdf (610.00 KB),Work Award,1.0,5757750.0,M/s satyavir singh contractor,INR,"5,871,400.78",UP STATE WAREHOUSING CORPORATION,2025_UPSWC_1096379_1,2025122613-1,Repair/Construction of UPSWC Godowns at Aligarh Part-A,1,5755748,Ankur Constructions,18-Dec-2025 10:04 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 02:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5753949,A.T.CONS.,17-Dec-2025 09:47 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 02:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5759084,AVADH KAARYA SOLUTIONS LLP,20-Dec-2025 02:20 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 02:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5749439,BIJNOR CONSTRUCTION and SUPPLIERS,17-Dec-2025 11:00 AM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 02:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5759298,DILEEP KUMAR GUPTA,20-Dec-2025 03:35 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 02:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5759074,JAFARGANJ CONSTRUCTION,20-Dec-2025 02:18 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 02:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5759386,JMD ENTERPRISES,20-Dec-2025 04:01 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 02:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5753987,MAA DURGA CONSTRUCTION,17-Dec-2025 10:12 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 02:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5758098,M/s. Aakash Enterprises,19-Dec-2025 10:29 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 02:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5755794,M/S A.N CONSTRUCTIONS,18-Dec-2025 10:15 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 02:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5759353,M/S BHAGWATI ASSOCIATES,20-Dec-2025 03:54 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,30-Dec-2025 07:33 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5753880,M/S MAS CONSTRUCTION,17-Dec-2025 09:15 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 02:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,5757750,M/s satyavir singh contractor,19-Dec-2025 07:56 PM,Accepted-AOC,Selected From lottery system,27-Jan-2026 02:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,5757251,M/S YASH ENTERPRISES,19-Dec-2025 04:15 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 02:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,5758255,SARVESH KUMAR SINGH,20-Dec-2025 12:44 AM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 02:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,5758274,S.D ENTERPRISES,20-Dec-2025 01:03 AM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 02:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,5758224,SHAHRUKH KHAN ENGINEERS AND SUPPLIERS,20-Dec-2025 12:18 AM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 02:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,5759032,SHIVA ASSOCIATES,20-Dec-2025 01:57 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 02:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,5757627,SHRI FAHEEMUDDIN,19-Dec-2025 07:00 PM,Rejected-AOC,Not Selected From lottery system,27-Jan-2026 02:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,5753622,SPACE ENGINEERS AND CONTRACTORS,17-Dec-2025 06:17 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,30-Dec-2025 07:33 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,5754228,STAR BUILDERS,19-Dec-2025 11:41 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,30-Dec-2025 07:33 PM,AOC
