Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
Technical,AS PER UPLOAD,Dinesh Mohan,24-Oct-2025 06:43 PM,,31-Jan-2026,"INR 93,000",20.0,Dinesh Mohan,31-Jan-2026 12:26 PM,52.pdf (801.00 KB),AOC,Dinesh Mohan,Internal,VISHWANATH SHUKLA,Dinesh Mohan,24-Oct-2025 07:14 PM,25-Oct-2025 03:00 PM,techsummary_1979042.pdf (45.45 KB),"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti||SCD-4, basti",2025_UPIDC_1080765_52,03/EE/2025-26,Silt clearance of Kadaja mr. between Km. 0.00 to 3.300,1,5608859,KALAYANI CONSTRUTION,15-Oct-2025 08:36 AM,Accepted-AOC,AS PER UPLOAD,31-Jan-2026 12:26 PM,1.0,5608859.0,KALAYANI CONSTRUTION,INR,"59,232",Finance,AS PER UPLOAD,Dinesh Mohan,30-Jan-2026 11:47 AM,,BOQ Comparative Chart,Dinesh Mohan,Internal,Vishwanath Shukla,Dinesh Mohan,30-Jan-2026 02:10 PM,finsummary_1979042.pdf (38.79 KB),AOC,09-Oct-2025 09:00 AM,15-Oct-2025 09:00 AM,09-Oct-2025 09:00 AM,15-Oct-2025 09:00 AM,NA ,NA ,09-Oct-2025 09:00 AM,15-Oct-2025 09:00 AM,25-Oct-2025 03:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti||SCD-4, basti",03/EE/2025-26,2025_UPIDC_1080765_52,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,750.0,Nil,Nil,No,1.0,SBI Bank,"Executive Engineer Saryu Nahar Khand-4,Basti (U.","Executive Engineer Saryu Nahar Khand-4,Basti (U.","1,000",Yes,fixed,,Nil,Nil,Silt clearance of Kadaja mr. between Km. 0.00 to 3.300,Silt clearance of Kadaja mr. between Km. 0.00 to 3.300,Please refer Tender documents. ,NA ,"93,000",Civil Works,NA ,Rate Contract,90.0,20.0,BASTI,272001.0,NA ,NA ,NA ,"Executive Engineer Saryu Nahar Khand-4,Basti (U.",No ,No,1.0,Fee/PreQual/Technical,.pdf,AS PER UPLOAD,AOC
,,,,,,,,,,,,,,,,,,,,,,,2,5604491,M/S GAJANAN CONSTRUCTION,14-Oct-2025 05:36 PM,Rejected-Finance,AS PER UPLOAD,30-Jan-2026 02:10 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,AS PER UPLOAD,AOC
,,,,,,,,,,,,,,,,,,,,,,,3,5604070,M/S MOHAMMAD ISMAIL CNTRACTOR,13-Oct-2025 03:58 PM,Rejected-Finance,AS PER UPLOAD,30-Jan-2026 02:10 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,4,5604479,MTT ENTERPRISES,13-Oct-2025 04:55 PM,Rejected-Finance,AS PER UPLOAD,30-Jan-2026 02:10 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,5,5605347,SHUBHAM CONSTRUCTION,13-Oct-2025 10:21 PM,Rejected-Finance,AS PER UPLOAD,30-Jan-2026 02:10 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
