S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,SBI Bank,Vikash Khand Nawabganj ke Gram Kewana ke Mazra Kanahyi khera me Damar Road se Sunderlal ke Ghar se Radhe ke Ghar hote huwe Suresh ke Ghar tak Nali evm Interlocking Road ka karye.,Vikash Khand Nawabganj ke Gram Kewana ke Mazra Kanahyi khera me Damar Road se Sunderlal ke Ghar se Radhe ke Ghar hote huwe Suresh ke Ghar tak Nali evm Interlocking Road ka karye.,Plz Refe Doc ,Na ,"13,16,000",Civil Works,NA ,Tender,90.0,90.0,Unnao,209801.0,NA ,NA ,NA ,EE RED UNNAO,No ,No,"26,300",Yes,fixed,,Nil,Nil,100.0,Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,1613/red/tender/Unnao/25-26 Dt-18-12-2025,2025_REDUP_1099103_13,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,15-Dec-2025 04:00 PM,22-Dec-2025 12:30 PM,15-Dec-2025 04:00 PM,22-Dec-2025 12:00 PM,NA ,NA ,15-Dec-2025 04:00 PM,22-Dec-2025 12:00 PM,02-Jan-2026 03:35 PM,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,Er Narendra Chaudhary,Vikash Bhawan Unnao,AOC,Finance,Summmary,Narendra chaudhary,27-Jan-2026 05:18 PM,finance_2024908.pdf,BOQ Comparative Chart,Er Narendra Chaudhary,Internal,,Narendra chaudhary,27-Jan-2026 05:20 PM,finsummary_2024908.pdf (845.48 KB),1.0,5756163.0,Rishi Prakash jaiswal,INR,"1,315,954.73",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,2025_REDUP_1099103_13,1613/red/tender/Unnao/25-26 Dt-18-12-2025,Vikash Khand Nawabganj ke Gram Kewana ke Mazra Kanahyi khera me Damar Road se Sunderlal ke Ghar se Radhe ke Ghar hote huwe Suresh ke Ghar tak Nali evm Interlocking Road ka karye.,1,5758346,M/S DIPTI KATIYAR,20-Dec-2025 08:07 PM,Rejected-AOC,l2,27-Jan-2026 05:22 PM,Er Narendra Chaudhary,Internal,,Narendra chaudhary,02-Jan-2026 03:01 PM,02-Jan-2026 03:35 PM,techsummary_2024908.pdf (528.93 KB),27-Jan-2026,"INR 1,315,954.73",90.0,Narendra chaudhary,27-Jan-2026 05:22 PM,Kewana005.pdf (845.00 KB),l1,Technical,Summary,Narendra chaudhary,02-Jan-2026 02:58 PM,technical_2024908.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,5756163,Rishi Prakash jaiswal,19-Dec-2025 08:40 PM,Accepted-AOC,l1,27-Jan-2026 05:22 PM,,,,,,,,,,,,,,,,,,,,AOC
