Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1,Fee/PreQual/Technical,.pdf,Technical,944.0,Nil,Nil,No,"Construction of Tin shed in Gobardhan Gaushala in Gram Panchayat Piduriya, Block Behta","Construction of Tin shed in Gobardhan Gaushala in Gram Panchayat Piduriya, Block Behta",Please refer Tender documents. ,NA ,"15,88,246",Civil Works,NA ,Tender,90.0,90.0,"Behta, Sitapur",261001.0,NA ,NA ,NA ,Office of the EE RED Sitapur,No ,No,"32,000",No,fixed,,Nil,Nil,13-Jan-2025 04:00 PM,20-Jan-2025 12:30 PM,13-Jan-2025 04:00 PM,20-Jan-2025 12:00 PM,NA ,NA ,13-Jan-2025 04:00 PM,20-Jan-2025 12:00 PM,27-Jan-2025 12:30 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE SITAPUR,1237/RED/Tender/2024-25,2025_REDUP_992999_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,EE RED Sitapur,"Vikas Bhawan, Sitapur",AOC,Technical,Two bid have been received and send For Technical Evaluation,Gyanendra Kumar,20-Jan-2025 01:16 PM,,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE SITAPUR,2025_REDUP_992999_2,1237/RED/Tender/2024-25,"Construction of Tin shed in Gobardhan Gaushala in Gram Panchayat Piduriya, Block Behta",Gyanendra Kumar,Internal,,Gyanendra Kumar,31-Jan-2025 02:45 PM,finsummary_1756664.pdf (178.06 KB),1.0,4856560.0,M/s Mannat Construction,INR,"1,588,087",1,4856560,M/s Mannat Construction,15-Jan-2025 04:14 PM,Accepted-AOC,L1,29-Jan-2026 04:15 PM,10-Feb-2025,"INR 1,588,087",90.0,Gyanendra Kumar,29-Jan-2026 04:15 PM,295.pdf (316.00 KB),Gyanendra Kumar,Internal,,Gyanendra Kumar,25-Jan-2025 12:05 PM,27-Jan-2025 12:30 PM,techsummary_1756664.pdf (336.69 KB),Finance,Two bid have been received and send For Financial Evaluation,Gyanendra Kumar,27-Jan-2025 02:14 PM,,BOQ Comparative Chart,AOC
2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,4856729,SHAKUN CONSTRUCTION,15-Jan-2025 04:57 PM,Rejected-Finance,Higher Rate Quoted,31-Jan-2025 02:45 PM,,,,,,,,,,,,,,,,,,,,AOC
