Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Category,Sub Category,Sub Category Description,Format/File,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
10-Dec-2025,"INR 6,501,800",90.0,Ajai Kumar Singh,19-Jan-2026 04:41 PM,SEAGREEMENT01.pdf (1764.00 KB),"Agreement no. 01/e-TE-01/SE/LIC,VNS/APFC/GPC/2025-26, DT. 30.12.2025",1.0,5722618.0,Jaiswal Electrical Stores,INR,"6,501,800",U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Varanasi)||Superintending Engineer (L S M) Varanasi,2025_UPIDM_1091675_1,"01/SE/LIC,VNS/APFC/GPC/2025-26","01/SE/LIC,VNS/APFC/GPC/2025-26",1.0,5725047.0,Actech Engineers,05-Dec-2025 04:47 PM,Rejected-AOC,Found L2,19-Jan-2026 04:41 PM,Finance,"M/s Jaiswal Electrical Stores, Jaunpur bid found L1",Ajai Kumar Singh,10-Dec-2025 04:40 PM,finance_2005538.pdf,BOQ Comparative Chart,Ajai Kumar Singh,Internal,"Ram Suremani, EE, LICD, Varanasi",Ajai Kumar Singh,08-Dec-2025 04:00 PM,08-Dec-2025 04:05 PM,techsummary_2005538.pdf (749.93 KB),Technical,"Two Bidder M/s Jaiswal Electrical Stores, Jaunpur and M/s Actech Engineers, Lucknow Technical bid found responsive",Ajai Kumar Singh,08-Dec-2025 03:56 PM,technical_2005538.pdf,Ajai Kumar Singh,Internal,"Ram Suremani, EE, LICD,Varanasi",Ajai Kumar Singh,10-Dec-2025 04:44 PM,finsummary_2005538.pdf (323.44 KB),AOC,"01/SE/LIC,VNS/APFC/GPC/2025-26",Manufacturing and erection of suitable indoor type Automatic Power Factor Corrector (APFC) Panel compatible with Scada/IOT,Please refer Tender documents. ,NA ,"68,44,000",Electrical Works,NA ,Tender,120.0,90.0,"Gyanpur Pump Canal, Kehuni, Prayagraj",221502.0,NA ,NA ,NA ,Varanasi,No ,No,U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Varanasi)||Superintending Engineer (L S M) Varanasi,"01/SE/LIC,VNS/APFC/GPC/2025-26",2025_UPIDM_1091675_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,Superitending Engineer,"Lift Irrigation Circle, Varunapurma, Irrigation Colony, Sigra, Varanasi","1,36,900",Yes,fixed,,Nil,Nil,18-Nov-2025 12:30 PM,06-Dec-2025 04:00 PM,18-Nov-2025 01:00 PM,05-Dec-2025 05:00 PM,18-Nov-2025 01:00 PM ,05-Dec-2025 05:00 PM ,18-Nov-2025 01:00 PM,05-Dec-2025 05:00 PM,08-Dec-2025 04:05 PM,1,BIS /Mfg lic /Dealership ,BIS registration for the items specified as ISI marked ,BIS registration for the items specified as ISI marked ,,1.0,Fee/PreQual/Technical,.pdf,NIT WITH TENDER DOCUMENT,"16,150",Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,2.0,5722618.0,Jaiswal Electrical Stores,05-Dec-2025 04:29 PM,Accepted-AOC,Found L1,19-Jan-2026 04:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BIS /Mfg lic /Dealership ,Manufacturing license / registration certificate -for Manufacturer ,Manufacturing license / registration certificate -for Manufacturer ,,2.0,Finance,.xls,BOQ,,,,,AOC
,,,,,,,,,,,,,,,,3.0,5724533.0,Sarveshwari Electric Works,05-Dec-2025 12:09 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,08-Dec-2025 03:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,BIS /Mfg lic /Dealership ,Dealership certificate of manufacturer for the items Where Dealers are eligible to Bid ,Dealership certificate of manufacturer for the items Where Dealers are eligible to Bid ,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Certificate Details ,Permanent Account Number ,Permanent Account Number ,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Experience/ mfg. capacity ,Documents on manufacturing capacity of the unit ,Documents on manufacturing capacity of the unit ,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Experience/ mfg. capacity ,Detailed Experience of Supplied Items/Works/Services of the Bidder ,Detailed Experience of Supplied Items/Works/Services of the Bidder ,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Experience/ mfg. capacity ,Performance Certificates of the Supplied Items/Works/Services for previous years ,Performance Certificates of the Supplied Items/Works/Services for previous years ,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Financial Details ,Balance Sheets ,Copy of balance sheets audited by Chartered Accountant in support of annual turnover ,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Misc. document ,Any other document ,Any other document ,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Tax related documents ,PAN card ,PAN card ,,,,,,,,,,AOC
