object_id,Repair and Restoration_tenders_awarded_value
09-145-00761,717485.28
09-145-00764,331533.82999999996
09-152-00793,228802.75
09-154-00805,3065179.51
09-156-00814,233507.79
09-182-00925,152456.52000000002
09-182-00926,153692.05
09-184-00932,157792.83000000002
09-184-00934,92954.43
09-184-00935,164180.0
09-184-00936,61231.16
09-185-00937,55253.08
09-185-00940,87117.56
09-191-00965,108611.0
09-191-00966,118036.95
09-191-00967,61545.0
09-191-00968,353859.59
09-191-00969,118559.0
09-191-00970,128254.3
