object_id,Repair and Restoration_tenders_awarded_value
09-132-00702,15219338.62
09-134-00713,12331996.04
09-134-00716,5065745.86
09-135-00719,40955560.11
09-136-00726,17259613.144
09-136-00728,2627970.96
09-137-00729,2246204.0
09-141-00742,3895763.8
09-141-00744,37408462.88
09-142-00746,52977580.0
09-143-00753,6599416.0
09-143-00756,28853398.080000002
09-144-00759,8760000.0
09-145-00764,6965499.91
09-146-00766,9824834.03
09-147-00772,6936881.76
09-149-00781,1244244.93
09-149-00783,1082606.43
09-150-00787,1558513.88
09-150-00789,2938349.0
09-151-00790,10339415.48
09-152-00794,12587880.92
09-152-00795,56903012.3
09-152-00796,2548819.0
09-153-00799,1966508.0
09-153-00800,959945.0
09-153-00801,68172175.0
09-154-00804,6091968.9
09-154-00805,2895340.0
09-154-00806,381574.0
09-154-00808,0.0
09-155-00811,11657238.04
09-156-00815,857942.54
09-156-00816,3060964.37
09-156-00817,22745979.0
09-161-00838,701574.0
09-163-00845,2739035.0
09-164-00850,4701349.01
09-168-00865,2481558.0
09-168-00866,5401577.03
09-169-00869,10107506.76
09-170-00871,14257391.0
09-172-00878,71559684.94
09-176-00896,5579278.78
09-179-00915,5489051.41
09-179-00917,1107322.0
09-180-00919,29907040.0
09-180-00921,20494890.0
09-181-00923,8671563.0
09-182-00925,46682166.76
09-183-00928,11933585.0
09-183-00931,1535487.056
09-185-00937,55957.13
09-185-00938,6736341.8
09-185-00939,10669513.49
09-187-00947,193963284.38
09-188-00950,63576292.0
09-191-00967,53784.0
09-196-00993,230350.64
09-196-00994,22801205.6
09-199-01000,4641165.55
09-704-00707,5853175.44
09-705-00740,7283859.18
09-754-00722,3103847.96
