Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Category,Sub Category,Sub Category Description,Format/File,S.No.2,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Centre)||Superintending Engineer(Tubewell) - Jhansi||Executive Engineer (LCD)-Jhansi,36/LCDJ/EE/2023-24,2024_UPIDM_878267_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,09-Jan-2024 10:00 AM,24-Jan-2024 02:00 PM,09-Jan-2024 10:00 AM,24-Jan-2024 12:00 PM,NA ,NA ,09-Jan-2024 10:00 AM,24-Jan-2024 12:00 PM,25-Jan-2024 11:00 AM,"39,000",Yes,fixed,,Nil,Nil,1.0,Date Exteand,Date,,1,Certificate Details ,Permanent Account Number ,Permanent Account Number ,,1.0,SBI Bank,854.0,Nil,Nil,No,Executive Engineer,"Office of the Executive Engineer Lift Canal Division, Jhansi","Construction of Toe Wall, Apran and Pitching at Mainupur Pump Canal",Under the Modernization Project of Mainupur Pump Canal Capacity 20 Cusecs in District Jalaun work of toe wall launching apron and boulder pinching on the river bank at the top part of Mainupur Pump Canal.,Please refer Tender documents. ,NA ,"19,48,000",Civil Works,NA ,Tender,75.0,30.0,Mainupur Pump Canal Dist Jalaun,285204.0,NA ,NA ,NA ,"Office of the EE Lift Canal Division, Jhansi",No ,No,AOC,04-Mar-2024,"INR 1,909,237.08",30.0,Vijay Kumar,04-Mar-2024 07:21 PM,AOC36.pdf (431.00 KB),1.0,4114910.0,M/s Sanika Construction,INR,"1,909,237.08",1,4115413,AK ENTERPRISES,24-Jan-2024 11:31 AM,Rejected-Finance,Agreement Complete,04-Mar-2024 07:16 PM,Finance,SIX BIDDERS ADMITTED,Vijay Kumar,04-Mar-2024 06:59 PM,,BOQ Comparative Chart,EE Vijay Kumar,Internal,,Vijay Kumar,04-Mar-2024 07:16 PM,finsummary_1498880.pdf (431.15 KB),U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Centre)||Superintending Engineer(Tubewell) - Jhansi||Executive Engineer (LCD)-Jhansi,2024_UPIDM_878267_1,36/LCDJ/EE/2023-24,"Construction of Toe Wall, Apran and Pitching at Mainupur Pump Canal",Technical,6 BIDRS,Vijay Kumar,24-Jan-2024 05:32 PM,,Vijay Kumar,Internal,,Vijay Kumar,24-Jan-2024 09:01 PM,25-Jan-2024 11:00 AM,techsummary_1498880.pdf (327.41 KB),AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,2,Misc. document ,Power of attorney in favour of local agent mandatory. ,Power of attorney in favour of local agent mandatory. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,4114537,M/s HARI CONSTRUCTION,24-Jan-2024 10:31 AM,Rejected-Finance,Agreement Complete,04-Mar-2024 07:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Misc. document ,Any other document ,Any other document ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,4114562,M/s SAHAB SINGH THEKEDAR,24-Jan-2024 10:51 AM,Rejected-Finance,Agreement Complete,04-Mar-2024 07:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Tax related documents ,PAN card ,PAN card ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,4114910,M/s Sanika Construction,24-Jan-2024 10:57 AM,Accepted-AOC,Agreement Complete,04-Mar-2024 07:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Tax related documents ,VAT registration certificate ,VAT registration certificate ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,4103270,M/s SHRI MAHIPAL SINGH,24-Jan-2024 01:42 AM,Rejected-Finance,Agreement Complete,04-Mar-2024 07:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Technical Details ,Other Technical Documents ,Other Technical Documents ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,4116364,M/s VISHAL CONSTRUCTION,24-Jan-2024 11:14 AM,Rejected-Finance,Agreement Complete,04-Mar-2024 07:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
