Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2024/860 DT-2/01/2024,2024_YEIDA_878567_12,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"APPENDIX A TO E,Duly filled up prequalification doc appended with the tenderers/TENDER DOCUMENT VOL1",09-Jan-2024 06:30 PM,19-Jan-2024 11:00 AM,09-Jan-2024 06:30 PM,18-Jan-2024 05:00 PM,NA ,NA ,09-Jan-2024 06:30 PM,18-Jan-2024 05:00 PM,27-Feb-2024 11:00 AM,"27,88,000",No,fixed,,Nil,Nil,1.0,SBI Bank,"1,770",Nil,Nil,No,GM P,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,Construction of R.C.C Wall/RCC drain slab covering of different places along 60m wide road (ch.7.10km to 22.300km and 26.400km to 28.668km) in yea,Construction of R.C.C Wall/RCC drain slab covering of different places along 60m wide road (ch.7.10km to 22.300km and 26.400km to 28.668km) in yea Wc-01,Please refer Tender documents. ,NA ,"17,87,55,366",Civil Works,NA ,Tender,90.0,365.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,YEIDA OFFICE,No ,No,AOC,14-Mar-2024,"INR 120,974,916.17",365.0,ASHISH KUMAR SINGH,14-Mar-2024 04:02 PM,aock.pdf (595.00 KB),AOC,1.0,4104074.0,M/S KAPIL ENTERPRISES,INR,"120,974,916.17",1,4104332,Dev Yash Projects and Infrastructure Pvt. Ltd.,18-Jan-2024 03:48 PM,Rejected-Finance,L9,14-Mar-2024 04:00 PM,Finance,UNDER,ASHISH KUMAR SINGH,11-Mar-2024 01:10 PM,finance_1500602.pdf,BOQ Comparative Chart,Committee,Internal,Committee,ASHISH KUMAR SINGH,14-Mar-2024 04:00 PM,finsummary_1500602.pdf (594.92 KB),Yamuna Expressway Industrial Development Authority,2024_YEIDA_878567_12,YEA/GM(PROJECT)/2024/860 DT-2/01/2024,Construction of R.C.C Wall/RCC drain slab covering of different places along 60m wide road (ch.7.10km to 22.300km and 26.400km to 28.668km) in yea,Technical,under evaluation,ASHISH KUMAR SINGH,27-Feb-2024 10:20 AM,,Committee,Internal,Committee,ASHISH KUMAR SINGH,27-Feb-2024 10:32 AM,27-Feb-2024 11:00 AM,techsummary_1500602.pdf (347.92 KB),AOC
,,,,,,,,,,,,,,,,.pdf,"TENDER FEE, EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,4101144,DYNASTY PROMOTERS PRIVATE LIMITED,18-Jan-2024 03:26 PM,Rejected-Finance,L5,14-Mar-2024 04:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"TURNOVER, TDS,TIN/TAN, PROPRIETORSHIP/PARTNERSHIP/LTD.COMPANYCERTIFICATE,AUTHORISATION LETTER ETC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,4103479,M/S GUPTA ASSOCIATES,18-Jan-2024 02:56 PM,Rejected-Finance,L10,14-Mar-2024 04:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,4104074,M/S KAPIL ENTERPRISES,18-Jan-2024 03:18 PM,Accepted-AOC,L1,14-Mar-2024 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,PRICE BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,4103832,M/s RAD TECH BUILDCON PRIVATE LIMITED,18-Jan-2024 03:04 PM,Rejected-Finance,L8,14-Mar-2024 04:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,4103564,M/S Shyam Kumar And Company Pvt Ltd,18-Jan-2024 04:45 PM,Rejected-Finance,L7,14-Mar-2024 04:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,4099928,M/S SKV INFRATECH PRIVATE LIMITED,18-Jan-2024 01:11 PM,Rejected-Finance,L3,14-Mar-2024 04:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,4103441,M/s Sunil Kumar Jain,18-Jan-2024 04:18 PM,Rejected-Finance,L2,14-Mar-2024 04:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,4103791,P K BUILDERS,18-Jan-2024 04:11 PM,Rejected-Finance,L6,14-Mar-2024 04:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,4103590,Unique Engiventure Consortium LLP,18-Jan-2024 04:27 PM,Rejected-Finance,L4,14-Mar-2024 04:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
