Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Panchayati Raj Department||Zila Panchayat Kaushambi,5073 Dated 30-12-2023,2024_UPPRD_876286_15,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical/EMD/Tender Fee,01-Jan-2024 05:00 PM,31-Jan-2024 02:30 PM,01-Jan-2024 05:00 PM,31-Jan-2024 02:00 PM,NA ,NA ,01-Jan-2024 05:00 PM,31-Jan-2024 02:00 PM,07-Feb-2024 01:00 PM,"39,440",No,percentage,2.0%,Apar Mukhya Adhikari Zila Panchayat Kaushambi,Manjhanpur,1.0,Date Extension,Date,,1.0,DD - Demand Draft,"2,327",Apar Mukhya Adhikari Zila Panchayat Kaushambi,Manjhanpur,No,Apar Mukhya Adhikari,Zila Panchayat Kaushambi,gram rampur dhamawa me garai talaab se gadwa talaab tak nali nirman kary.,gram rampur dhamawa me garai talaab se gadwa talaab tak nali nirman kary.,Please refer Tender documents. ,NA ,"19,72,000",Civil Works,NA ,Tender,90.0,90.0,Manjhanpur Kaushambi,212207.0,NA ,NA ,NA ,Zila Panchayat Kaushambi,No ,No,AOC,15-Mar-2024,"INR 1,972,000",90.0,KAMLESH SINGH,20-Mar-2024 12:01 PM,1011.pdf (770.00 KB),AOC Dated 15-03-2024,1.0,4105051.0,M/s Ram Pal,INR,"1,637,304",1,4137315,aradhya enterprise,31-Jan-2024 01:22 PM,Rejected-AOC,not lowest bidder,20-Mar-2024 12:02 PM,Finance,Admitted,KAMLESH SINGH,07-Feb-2024 04:04 PM,,BOQ Comparative Chart,Kamlesh Singh AMA,Internal,VPD and Engineer Zila Panchayat,KAMLESH SINGH,12-Mar-2024 12:20 PM,finsummary_1494524.pdf (198.57 KB),Panchayati Raj Department||Zila Panchayat Kaushambi,2024_UPPRD_876286_15,5073 Dated 30-12-2023,gram rampur dhamawa me garai talaab se gadwa talaab tak nali nirman kary.,Technical,Admitted,KAMLESH SINGH,31-Jan-2024 03:59 PM,,Kamlesh Singh AMA,Internal,AK Singh VPD Rakesh Kumar Yadav Eng,KAMLESH SINGH,07-Feb-2024 12:56 PM,07-Feb-2024 01:00 PM,techsummary_1494524.pdf (453.99 KB),AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,4132821,ASHOK KUMAR,30-Jan-2024 02:03 PM,Rejected-Technical,Not Qualified,07-Feb-2024 12:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,4129510,Devesh Construction & Material Supply Co.,30-Jan-2024 08:51 PM,Rejected-AOC,not lowest bidder,20-Mar-2024 12:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,4134685,J P CONSTRUCTIONS,30-Jan-2024 08:32 PM,Rejected-Technical,Not Qualified,07-Feb-2024 12:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,4126530,M/s Charan Construction,29-Jan-2024 12:09 PM,Rejected-Technical,Not Qualified,07-Feb-2024 12:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,4136869,M/S Ghanshyam and Sons Construction,31-Jan-2024 12:48 PM,Rejected-AOC,not lowest bidder,20-Mar-2024 12:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,4133233,M/S MAHI CONSTRUTION AND SUPPLIERS,30-Jan-2024 03:28 PM,Rejected-Technical,Not Qualified,07-Feb-2024 12:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,4105051,M/s Ram Pal,30-Jan-2024 05:18 PM,Accepted-AOC,lowest bidder,20-Mar-2024 12:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,4134948,M/S SAVITRI CONSTRUCTION,30-Jan-2024 08:58 PM,Rejected-Technical,Not Qualified,07-Feb-2024 12:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,4130200,M/S SURESH CHANDRA GUPTA,29-Jan-2024 11:03 PM,Rejected-Technical,Not Qualified,07-Feb-2024 12:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
