Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Panchayati Raj Department||Zila Panchayat Kaushambi,5073 Dated 30-12-2023,2024_UPPRD_876286_2,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical/EMD/Tender Fee,01-Jan-2024 05:00 PM,31-Jan-2024 02:30 PM,01-Jan-2024 05:00 PM,31-Jan-2024 02:00 PM,NA ,NA ,01-Jan-2024 05:00 PM,31-Jan-2024 02:00 PM,07-Feb-2024 12:15 PM,"28,720",No,percentage,2.0%,Apar Mukhya Adhikari Zila Panchayat Kaushambi,Manjhanpur,1.0,Date Extension,Date,,1.0,DD - Demand Draft,"1,694",Apar Mukhya Adhikari Zila Panchayat Kaushambi,Manjhanpur,No,Apar Mukhya Adhikari,Zila Panchayat Kaushambi,balipur tata me choradeh mukh marg se dhrampaal ke ghr ke paas tk marg lepan / cc kary.,balipur tata me choradeh mukh marg se dhrampaal ke ghr ke paas tk marg lepan / cc kary.,Please refer Tender documents. ,NA ,"14,36,000",Civil Works,NA ,Tender,90.0,90.0,Manjhanpur Kaushambi,212207.0,NA ,NA ,NA ,Zila Panchayat Kaushambi,No ,No,AOC,13-Mar-2024,"INR 1,436,000",90.0,KAMLESH SINGH,20-Mar-2024 12:11 PM,982.pdf (922.00 KB),AOC Date 12-03-2024,1.0,4109078.0,Mohan Lal,INR,"1,118,311",1,4137299,aradhya enterprise,31-Jan-2024 01:17 PM,Rejected-AOC,not lowest bidder,20-Mar-2024 12:11 PM,Finance,Admitted,KAMLESH SINGH,07-Feb-2024 01:26 PM,,BOQ Comparative Chart,Kamlesh Singh AMA,Internal,VPD and Engineer Zila Panchayat,KAMLESH SINGH,13-Mar-2024 11:06 AM,finsummary_1494386.pdf (197.53 KB),Panchayati Raj Department||Zila Panchayat Kaushambi,2024_UPPRD_876286_2,5073 Dated 30-12-2023,balipur tata me choradeh mukh marg se dhrampaal ke ghr ke paas tk marg lepan / cc kary.,Technical,Admitted,KAMLESH SINGH,31-Jan-2024 02:58 PM,,Kamlesh Singh AMA,Internal,AK Singh VPD Rakesh Kumar Yadav Eng,KAMLESH SINGH,07-Feb-2024 12:13 PM,07-Feb-2024 12:15 PM,techsummary_1494386.pdf (453.99 KB),AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,4136108,BRIJENDRA SINGH,31-Jan-2024 08:20 AM,Rejected-AOC,not lowest bidder,20-Mar-2024 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,4132067,Dhara Singh,30-Jan-2024 11:42 AM,Rejected-AOC,not lowest bidder,20-Mar-2024 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,4137091,MA DURGA ENTERPRISES,31-Jan-2024 12:29 PM,Rejected-AOC,not lowest bidder,20-Mar-2024 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,4109078,Mohan Lal,29-Jan-2024 06:48 PM,Accepted-AOC,lowest bidder,20-Mar-2024 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,4134971,m/s balaji maharaj,31-Jan-2024 01:49 PM,Rejected-AOC,not lowest bidder,20-Mar-2024 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,4112578,M/S RAM NATH,22-Jan-2024 04:52 PM,Rejected-AOC,not lowest bidder,20-Mar-2024 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,4104685,M/s Ram Pal,18-Jan-2024 03:00 PM,Rejected-AOC,not lowest bidder,20-Mar-2024 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,4137413,M/S SHRI NATH MAURYA,31-Jan-2024 01:53 PM,Rejected-AOC,not lowest bidder,20-Mar-2024 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,4137346,M/S S K ENTERPRISES,31-Jan-2024 01:29 PM,Rejected-AOC,not lowest bidder,20-Mar-2024 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
