Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Category,Sub Category,Sub Category Description,Format/File,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Centre)||Superintending Engineer(Tubewell)-Sitapur||Executive Engineer(MLCD)-Lucknow,16/MLCD/EE/2023-24,2024_UPIDM_877947_1,Yes,Open Tender,Item Rate,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Fee and EMD Reciept,09-Jan-2024 11:00 AM,16-Jan-2024 02:00 PM,09-Jan-2024 11:00 AM,16-Jan-2024 12:00 PM,NA ,NA ,09-Jan-2024 11:00 AM,16-Jan-2024 12:00 PM,"66,000",Yes,fixed,,Nil,Nil,1,Certificate Details ,Permanent Account Number ,Permanent Account Number ,,1.0,SBI Bank,"2,354",Nil,Nil,No,EE MLCD,Gomti Nagar Lucknow,"brick lining,cement plaster and CC work","Brick Lining,CC,Cement Plaster work at saholiya and Sirsa Minor",Please refer Tender documents. ,NA ,"32,63,000",Civil Works - Canal,NA ,Empanelment,90.0,30.0,Harchandpur Distt.raebareilly,229303.0,NA ,NA ,NA ,EE MLCD LKO,No ,No,AOC,17-Feb-2024,"INR 2,931,837",30.0,YASH KUMAR,05-Mar-2024 06:59 PM,AOC.pdf (228.00 KB),1.0,4097155.0,shiv mahima construction,INR,"2,931,837",1.0,4097398.0,JATA SHANKER VERMA,16-Jan-2024 03:03 AM,Rejected-Technical,L4,16-Feb-2024 11:47 AM,Finance,comprative,YASH KUMAR,18-Jan-2024 11:50 AM,finance_1498084.pdf,BOQ Comparative Chart,yash kumar,External,hardev prasad,YASH KUMAR,16-Feb-2024 12:17 PM,finsummary_1498084.pdf (215.81 KB),U P Irrigation Department (Mechanical)||Chief Engineer (Tubewell Centre)||Superintending Engineer(Tubewell)-Sitapur||Executive Engineer(MLCD)-Lucknow,2024_UPIDM_877947_1,16/MLCD/EE/2023-24,"brick lining,cement plaster and CC work",yash Kumar,External,hardev prasad,YASH KUMAR,16-Feb-2024 11:47 AM,techsummary_1498084.pdf (215.81 KB),AOC
,,,,,,,,,,,,,,,,.pdf,"Character,Insolvency certificate and IDT 3",,,,,,,,,,,,,,,2,Experience/ mfg. capacity ,Detailed Experience of Supplied Items/Works/Services of the Bidder ,Detailed Experience of Supplied Items/Works/Services of the Bidder ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,4093624.0,ms rajesh kumar,14-Jan-2024 01:42 PM,Rejected-Technical,L2,16-Feb-2024 11:47 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Bid Capacity and Bid Validity on NJS,,,,,,,,,,,,,,,3,Financial Details ,Balance Sheets ,Copy of balance sheets audited by Chartered Accountant in support of annual turnover ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,4097248.0,RAJESH KUMAR GUPTA,15-Jan-2024 11:39 PM,Rejected-Technical,L5,16-Feb-2024 11:47 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,4,Local SSI documents ,Registration of Industry Department for local SSI unit to manufacture the tendered item if required. ,Registration of Industry Department for local SSI unit to manufacture the tendered item if required. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,4097155.0,shiv mahima construction,16-Jan-2024 09:17 AM,Accepted-AOC,L1,05-Mar-2024 07:04 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Registration and Experience Certificate,,,,,,,,,,,,,,,5,Misc. document ,Power of attorney in favour of local agent mandatory. ,Power of attorney in favour of local agent mandatory. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5.0,4096743.0,Sohi Construction,15-Jan-2024 07:51 PM,Rejected-Technical,L3,16-Feb-2024 11:47 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,GST and Labour Registration,,,,,,,,,,,,,,,6,Misc. document ,Any other document ,Any other document ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Tax related documents ,PAN card ,PAN card ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Tax related documents ,VAT registration certificate ,VAT registration certificate ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Technical Details ,Firms capability and capacity ,Firms capability and capacity ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Technical Details ,Other Technical Documents ,Other Technical Documents ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
