Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Bareilly II,150/UPRNSS/SPN/E-TENDER/23-24,2024_UPRNS_913494_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,07-Mar-2024 04:00 PM,14-Mar-2024 04:30 PM,07-Mar-2024 04:30 PM,14-Mar-2024 04:00 PM,NA ,NA ,07-Mar-2024 04:35 PM,14-Mar-2024 04:00 PM,16-Mar-2024 01:30 PM,"26,199",No,fixed,,E.E.,SHAHJAHAPUR,1.0,Date Time Extension,Date,,1,DD - Demand Draft,"1,298",E.E.,SHAHJAHANPUR,No,E.E. UPRNSS SHAHJAHANPUR,E.E. UPRNSS SHAHJAHANPUR,"REPAIR MANTENANCE OF GRAMEEN STADIUM AT SIKANDARPUR KALAN BLOCK-MADNAPUR, SHAHJAHANPUR","REPAIR MANTENANCE OF GRAMEEN STADIUM AT SIKANDARPUR KALAN BLOCK-MADNAPUR, SHAHJAHANPUR",Please refer Tender documents. ,NA ,"13,09,927",Civil Works - Buildings,NA ,Tender,90.0,180.0,SHAHJAHANPUR,242301.0,NA ,NA ,NA ,UPRNSS SHAHJAHANPUR,No ,No,AOC,16-Mar-2024,"INR 1,309,665.455",180.0,UMESH CHANDRA DUBEY,16-Mar-2024 02:11 PM,AOC.pdf (558.00 KB),AWARDED,1.0,4304852.0,KRISHNA TRADERS,INR,"1,309,665.455",1.0,4302864.0,BABA NEEM KAROULI INTERPRISES,12-Mar-2024 07:25 PM,Rejected-AOC,MXIMUM,16-Mar-2024 02:12 PM,Finance,FE,UMESH CHANDRA DUBEY,16-Mar-2024 01:40 PM,,BOQ Comparative Chart,FE,Internal,FE,UMESH CHANDRA DUBEY,16-Mar-2024 01:57 PM,finsummary_1578037.pdf (624.08 KB),Uttar Pradesh Rajya Nirman Sahkari Sangh Limited||EE / PE Bareilly II,2024_UPRNS_913494_1,150/UPRNSS/SPN/E-TENDER/23-24,"REPAIR MANTENANCE OF GRAMEEN STADIUM AT SIKANDARPUR KALAN BLOCK-MADNAPUR, SHAHJAHANPUR",Technical,T.E.,UMESH CHANDRA DUBEY,14-Mar-2024 04:59 PM,,TE,Internal,TE,UMESH CHANDRA DUBEY,16-Mar-2024 12:41 PM,16-Mar-2024 01:30 PM,techsummary_1578037.pdf (1683.13 KB),AOC
,,,,,,,,,,,,,,,,.pdf,BOQ,,,,,,,,,,,,,,,,,,,,2,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2.0,4304852.0,KRISHNA TRADERS,13-Mar-2024 11:34 AM,Accepted-AOC,MINIMUM,16-Mar-2024 02:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
