Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Director General of U.P. Police||Director General of Police HQ||ADG Law and Order||ADG Zone Agra||IG Range Aligarh||DIG / SSP / SP Aligarh,BH-225/24,2024_UPPOL_904582_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,24-Feb-2024 05:00 PM,04-Mar-2024 02:00 PM,24-Feb-2024 05:00 PM,02-Mar-2024 05:00 PM,NA ,NA ,24-Feb-2024 05:00 PM,02-Mar-2024 05:00 PM,07-Mar-2024 02:00 PM,"7,900",No,fixed,,SSP ALIGARH,ALIGARH,1,DD - Demand Draft,590.0,SSP ALIGARH,ALIGARH,No,SSP ALIGARH,RESERVE POLICE LINES ALIGARH,REPAIRING OF BATHROOM,REPAIRING OF BATHROOM OF CONTROL ROOM 112,PLEASE REFER TO TENDER NOTICE  ,NA ,"1,58,445",Repair and Maintenance Works,REPAIRING OF BATHROOM OF CONTROL ROOM 112  ,Tender,30.0,15.0,POLICE CONTROL ROOM 112,202001.0,NA ,NA ,NA ,E TENDER CELL POLICE LINE ALIGARH,No ,No,AOC,11-Mar-2024,"INR 158,445",15.0,ANUBHAV KUMAR TRIPATHI,11-Mar-2024 02:32 PM,WO225.pdf (1146.00 KB),WORK ORDER,1.0,4257067.0,A R ASSOCIATES,INR,"153,401.77",1,4257067,A R ASSOCIATES,02-Mar-2024 03:30 PM,Accepted-AOC,DUE TO LOWER COST,11-Mar-2024 02:32 PM,Finance,ADMITTED FOR FINANCIAL EVALUATION,AMRIT JAIN,07-Mar-2024 04:11 PM,,BOQ Comparative Chart,SANJIV SUMAN,Internal,"MUKESH CHANDRA UTTAM, AMRAT JAIN, ANUBHAV KUMAR TRIPATHI, MANISH KUMAR",ANUBHAV KUMAR TRIPATHI,11-Mar-2024 02:25 PM,finsummary_1558767.pdf (778.39 KB),Director General of U.P. Police||Director General of Police HQ||ADG Law and Order||ADG Zone Agra||IG Range Aligarh||DIG / SSP / SP Aligarh,2024_UPPOL_904582_1,BH-225/24,REPAIRING OF BATHROOM,Technical,ADMITTED FOR TECHNICAL EVALUATION,MUKESH CHANDRA UTTAM,04-Mar-2024 05:48 PM,,SANJIV SUMAN,Internal,"MUKESH CHANDRA UTTAM, AMRAT JAIN, ANUBHAV KUMAR TRIPATHI, MANISH KUMAR",ANUBHAV KUMAR TRIPATHI,07-Mar-2024 01:20 PM,07-Mar-2024 02:00 PM,techsummary_1558767.pdf (1142.08 KB),AOC
,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,2,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,4257238,R S ENTERPRISES,02-Mar-2024 04:11 PM,Rejected-Finance,DUE TO HIGHER BIDDER,11-Mar-2024 02:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
