object_id,health_centres_count
09-132-00701,129
09-132-00702,154
09-132-00703,97
09-132-00704,71
09-132-00705,60
09-133-00708,252
09-133-00709,89
09-133-00710,62
09-133-00711,102
09-134-00712,123
09-134-00713,213
09-134-00714,137
09-134-00715,190
09-134-00716,183
09-135-00717,72
09-135-00718,4
09-135-00719,139
09-135-00720,89
09-136-00723,37
09-136-00724,38
09-136-00725,36
09-136-00726,59
09-136-00727,49
09-136-00728,47
09-137-00718,31
09-137-00729,77
09-137-00730,46
09-137-00731,126
09-138-00732,88
09-138-00733,142
09-138-00734,178
09-139-00735,188
09-139-00736,126
09-139-00737,32
09-140-00738,122
09-140-00739,117
09-141-00742,106
09-141-00743,62
09-141-00744,58
09-142-00745,30
09-142-00746,91
09-142-00747,122
09-142-00748,42
09-142-00749,74
09-142-00750,63
09-142-00751,56
09-143-00752,64
09-143-00753,60
09-143-00754,89
09-143-00755,155
09-143-00756,66
09-144-00757,45
09-144-00758,60
09-144-00759,63
09-144-00760,54
09-145-00761,73
09-145-00762,56
09-145-00763,49
09-145-00764,83
09-146-00765,77
09-146-00766,121
09-146-00767,102
09-146-00768,99
09-146-00769,67
09-146-00770,91
09-147-00771,49
09-147-00772,69
09-147-00773,88
09-147-00774,92
09-148-00775,90
09-148-00776,51
09-148-00777,128
09-149-00779,99
09-149-00780,31
09-149-00781,40
09-149-00782,119
09-149-00783,95
09-150-00784,73
09-150-00785,75
09-150-00786,114
09-150-00787,125
09-150-00788,69
09-150-00789,78
09-151-00790,92
09-151-00791,84
09-151-00792,64
09-152-00793,97
09-152-00794,118
09-152-00795,103
09-152-00796,88
09-153-00797,66
09-153-00798,58
09-153-00799,92
09-153-00800,115
09-153-00801,114
09-153-00802,75
09-154-00803,162
09-154-00804,93
09-154-00805,98
09-154-00806,84
09-154-00807,78
09-154-00808,82
09-155-00809,72
09-155-00810,75
09-155-00811,158
09-155-00812,98
09-155-00813,144
09-156-00814,101
09-156-00815,112
09-156-00816,102
09-156-00817,80
09-156-00818,85
09-157-00819,85
09-157-00820,62
09-157-00821,200
09-157-00822,88
09-158-00823,70
09-158-00825,105
09-158-00826,87
09-158-00827,45
09-158-00828,45
09-158-00829,77
09-159-00830,85
09-159-00831,34
09-159-00832,116
09-160-00833,112
09-160-00834,53
09-160-00835,71
09-161-00836,30
09-161-00837,23
09-161-00838,54
09-161-00839,80
09-161-00840,34
09-162-00841,78
09-162-00842,108
09-163-00843,52
09-163-00844,44
09-163-00845,78
09-163-00846,69
09-163-00847,47
09-164-00848,133
09-164-00849,213
09-164-00850,190
09-165-00851,95
09-165-00852,79
09-165-00853,72
09-165-00854,61
09-165-00855,57
09-166-00856,73
09-166-00857,65
09-166-00858,61
09-166-00859,98
09-166-00860,115
09-167-00861,72
09-167-00862,75
09-167-00863,85
09-168-00864,83
09-168-00865,50
09-168-00866,48
09-168-00867,81
09-169-00868,94
09-169-00869,39
09-169-00870,67
09-170-00871,105
09-170-00872,76
09-170-00873,61
09-170-00874,58
09-171-00875,130
09-171-00876,44
09-172-00877,118
09-172-00878,155
09-172-00879,102
09-173-00880,35
09-173-00881,127
09-173-00882,153
09-173-00883,101
09-173-00884,39
09-174-00885,47
09-174-00886,73
09-174-00887,72
09-175-00888,128
09-175-00889,119
09-175-00890,53
09-175-00891,91
09-175-00892,95
09-175-00893,150
09-175-00894,85
09-175-00895,48
09-176-00896,86
09-176-00897,37
09-176-00898,137
09-176-00899,56
09-176-00900,72
09-176-00901,71
09-177-00902,59
09-177-00903,63
09-177-00904,54
09-177-00905,69
09-177-00906,65
09-178-00907,73
09-178-00908,98
09-178-00909,81
09-178-00910,99
09-178-00911,45
09-179-00915,97
09-179-00916,59
09-179-00917,61
09-179-00918,62
09-179-06868,21
09-180-00919,127
09-180-00920,75
09-180-00921,108
09-180-00922,86
09-181-00923,133
09-181-00924,55
09-182-00925,80
09-182-00926,91
09-182-00927,89
09-183-00928,121
09-183-00929,105
09-183-00930,104
09-183-00931,89
09-184-00932,75
09-184-00933,112
09-184-00934,110
09-184-00935,85
09-184-00936,67
09-185-00937,51
09-185-00938,138
09-185-00939,120
09-185-00940,27
09-186-00941,64
09-186-00942,91
09-186-00943,70
09-187-00944,64
09-187-00945,62
09-187-00946,80
09-187-00947,147
09-188-00948,54
09-188-00949,76
09-188-00950,172
09-188-00951,81
09-188-00952,91
09-188-00953,98
09-188-00954,104
09-189-00956,117
09-189-00957,87
09-189-00958,103
09-189-01020,137
09-190-00959,181
09-190-00960,69
09-190-00961,56
09-190-00962,81
09-190-00963,73
09-191-00964,74
09-191-00965,138
09-191-00966,112
09-191-00967,71
09-191-00968,91
09-191-00969,79
09-191-00970,54
09-192-00971,83
09-192-00972,73
09-192-00973,82
09-192-00974,64
09-193-00975,58
09-193-00976,78
09-193-00977,65
09-193-00978,130
09-193-00979,69
09-193-00980,47
09-194-00981,89
09-194-00982,66
09-194-00983,91
09-194-00984,108
09-194-00985,123
09-194-00986,115
09-195-00987,69
09-195-00988,82
09-195-00989,97
09-195-00990,115
09-195-00991,75
09-196-00992,94
09-196-00993,124
09-196-00994,71
09-197-00995,140
09-197-00996,214
09-198-00997,84
09-198-00998,80
09-198-00999,62
09-199-01000,140
09-199-01001,42
09-199-01002,31
09-199-01003,102
09-200-01004,30
09-200-01005,107
09-200-01006,74
09-201-01007,75
09-201-01008,143
09-201-01009,51
09-202-01010,53
09-202-01011,46
09-202-01012,76
09-704-00706,64
09-704-00707,97
09-705-00740,134
09-705-00741,81
09-706-00824,72
09-706-00912,69
09-706-00913,58
09-706-00914,70
09-754-00721,126
09-754-00722,80
09-754-00778,75
