object_id,Others_tenders_awarded_value
09-132-00701,10002874.0
09-132-00702,33345500.0
09-134-00713,7780376.0
09-145-00764,13485450.0
09-150-00787,51258564.0
09-151-00790,44543960.0
09-152-00795,30672603.3
09-153-00801,71066507.0
09-154-00804,33821834.4
09-170-00871,31832442.31
09-181-00924,13825381.1
09-182-00925,41569058.230000004
09-184-00934,15829493.149999999
09-185-00939,32105439.22
09-187-00947,11876672.0
09-188-00950,272910779.65
09-190-00959,40263951.21
09-191-00966,53914124.7
09-193-00978,236801681.73999998
09-195-00989,44436307.5
09-199-01000,36760030.0
