Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Super Speciality Paediatric Hospital and Post Graduate Teaching Institute Noida,SSPH/ETEN-19-20-01,2019_SSPHP_345649_1,Yes,Open Tender,Fixed-rate,Services,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Bid with all supporting documents as per tender document,08-May-2019 05:00 PM,01-Jul-2019 11:00 AM,08-May-2019 05:00 PM,27-Jun-2019 04:00 PM,NA ,NA ,08-May-2019 05:00 PM,27-Jun-2019 04:00 PM,04-Oct-2019 11:00 AM,"10,000",No,fixed,,As per tender document,As per tender document,1.0,All tenders due for bid submission closing on 26-June-2019 Between 09.00 Hrs and 18.55 Hrs IST are extended by 24 hours.,Admin Corrigendum Date Extend,,1.0,RTGS - RTGS Payment,"1,180",As per tender document,As per tender document,No,"Director, SSPHPGTI","Director, SSPHPGTI, Noida","Empanelment of CHARTERED ACCOUNTANT FOR SUPER SPECIALITY PAEDIATRIC HOSPITAL and POST GRADUATE TEACHING INSTITUTE, NOIDA","Empanelment of CHARTERED ACCOUNTANT FOR SUPER SPECIALITY PAEDIATRIC HOSPITAL and POST GRADUATE TEACHING INSTITUTE, NOIDA",Please refer Tender documents. ,NA ,"10,00,000",Miscellaneous Services,NA ,Tender,120.0,1095.0,"SSPHPGTI, Noida",201303.0,NA ,NA ,NA ,"SSPHPGTI, Noida",No ,No,Super Speciality Paediatric Hospital and Post Graduate Teaching Institute Noida,SSPH/ETEN-19-20-01,2019_SSPHP_345649_1,Yes,Open Tender,Fixed-rate,Services,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Bid with all supporting documents as per tender document,08-May-2019 05:00 PM,01-Jul-2019 11:00 AM,08-May-2019 05:00 PM,27-Jun-2019 04:00 PM,NA ,NA ,08-May-2019 05:00 PM,27-Jun-2019 04:00 PM,04-Oct-2019 11:00 AM,"10,000",No,fixed,,As per tender document,As per tender document,1.0,All tenders due for bid submission closing on 26-June-2019 Between 09.00 Hrs and 18.55 Hrs IST are extended by 24 hours.,Admin Corrigendum Date Extend,,1.0,RTGS - RTGS Payment,"1,180",As per tender document,As per tender document,No,"Director, SSPHPGTI","Director, SSPHPGTI, Noida","Empanelment of CHARTERED ACCOUNTANT FOR SUPER SPECIALITY PAEDIATRIC HOSPITAL and POST GRADUATE TEACHING INSTITUTE, NOIDA","Empanelment of CHARTERED ACCOUNTANT FOR SUPER SPECIALITY PAEDIATRIC HOSPITAL and POST GRADUATE TEACHING INSTITUTE, NOIDA",Please refer Tender documents. ,NA ,"10,00,000",Miscellaneous Services,NA ,Tender,120.0,1095.0,"SSPHPGTI, Noida",201303.0,NA ,NA ,NA ,"SSPHPGTI, Noida",No ,No,27-Feb-2020,"INR 212,400",1095.0,GAURAV SRIVASTAVA,27-Feb-2020 01:19 PM,CA.pdf (516.00 KB),"Tender is awarded to Jitendra Agarwal and Associates, as the firm was found Technically Qualified and quoted the lowest rates in the Financial Bid.",1.0,1253838.0,JITENDRA AGARWAL & ASSOCIATES,INR,"212,400",1.0,1257098.0,Agarwal and Dhandhania Chartered Accountants,03-Jun-2019 03:13 PM,Rejected-Finance,Higher Rates Quoted,27-Feb-2020 12:54 PM,Finance,Total 22 Financial Bids were opened by the Institute against Tender for Empanelment of Chartered Accountant.,Prashant Bhatt,05-Oct-2019 11:30 AM,finance_499174.pdf,BOQ Comparative Chart,Mr. Mukesh Kumar Jain,Internal,"Dr. Vikrant Sharma, Dr. Satyam Arora, Mr. Gaurav Srivastava, Mr. Prashant Bhatt",GAURAV SRIVASTAVA,27-Feb-2020 12:54 PM,finsummary_499174.pdf (20.15 KB),1.0,1248063.0,Komandoor & Co,"3,54,000.00",L3,Technical,24 Bids have been opened by the Institute.,GAURAV SRIVASTAVA,01-Oct-2019 01:38 PM,technical_499174.pdf,Dr. D. K. Singh,Internal,"Miss. Laxmi Upadhyay-Asst. Accountant, Dr. Mukul Jain-Purchase Officer, Dr. Abhishek Gupta- Estate Officer",GAURAV SRIVASTAVA,01-Oct-2019 01:46 PM,04-Oct-2019 11:00 AM,techsummary_499174.pdf (505.35 KB),,,
,,,,,,,,,,,,,,,,.pdf,Self Declaration as per annexure-III,,,,,,,,,,,,,,,,2.0,Corrigendum No. 2,Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Self Declaration as per annexure-III,,,,,,,,,,,,,,,,2.0,Corrigendum No. 2,Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1276652.0,Amit Chaman And Associates,26-Jun-2019 12:08 PM,Rejected-Finance,Higher Rates Quoted,27-Feb-2020 12:54 PM,,,,,,,,,,,,,2.0,1249703.0,G R A N D M A R K AND ASSOCIATES,"10,62,000.00",L14,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,3.0,Corrigendum No. 01,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,3.0,Corrigendum No. 01,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1283470.0,ASA and Associates LLP,26-Jun-2019 10:42 AM,Rejected-Finance,Higher Rates Quoted,27-Feb-2020 12:54 PM,,,,,,,,,,,,,3.0,1251380.0,VINOD SINGHAL & CO.,"21,20,474.00",L19,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1260560.0,ASC AND ASSOCIATES,10-Jun-2019 02:58 PM,Rejected-Finance,Higher Rates Quoted,27-Feb-2020 12:54 PM,,,,,,,,,,,,,4.0,1251436.0,GUPTA NANDA AND CO.,"3,54,000.00",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1281597.0,D.D. Bansal Associates,24-Jun-2019 06:39 PM,Rejected-Finance,Higher Rates Quoted,27-Feb-2020 12:54 PM,,,,,,,,,,,,,5.0,1252231.0,NAVEEN UPADHYAYA AND ASSOCIATES,"6,73,780.00",L9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1257242.0,DINESH JAIN AND ASSOCIATES,10-Jun-2019 05:31 PM,Rejected-Finance,Higher Rates Quoted,27-Feb-2020 12:54 PM,,,,,,,,,,,,,6.0,1252241.0,vivek mittal and Associates,"9,44,000.00",L12,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1249703.0,G R A N D M A R K AND ASSOCIATES,11-Jun-2019 01:38 PM,Rejected-Finance,Higher Rates Quoted,27-Feb-2020 12:54 PM,,,,,,,,,,,,,7.0,1253838.0,JITENDRA AGARWAL & ASSOCIATES,"2,12,400.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1251436.0,GUPTA NANDA AND CO.,04-Jun-2019 02:12 PM,Rejected-Finance,Higher Rates Quoted,27-Feb-2020 12:54 PM,,,,,,,,,,,,,8.0,1257098.0,Agarwal and Dhandhania Chartered Accountants,"11,80,000.00",L17,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1253838.0,JITENDRA AGARWAL & ASSOCIATES,04-Jun-2019 02:42 PM,Accepted-AOC,The firm was found Technically Qualified and quoted the lowest rates in the Financial Bid.,27-Feb-2020 01:19 PM,,,,,,,,,,,,,9.0,1257242.0,DINESH JAIN AND ASSOCIATES,"4,70,112.00",L6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1281766.0,KESHRI AND ASSOCIATES,26-Jun-2019 03:05 PM,Rejected-Finance,Higher Rates Quoted,27-Feb-2020 12:54 PM,,,,,,,,,,,,,10.0,1257326.0,P K Maheshwari and Co,"3,82,615.00",L4,,,,,,,,,,,,,,,
