Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Cheif Engineer Allahabad Zone PWD Allahabad||SE PRATAPGARH CIRCLE PWD PRATAPGARH,5388/93C/etendering/P.F.C/19 Dt 25.11.19(1),2019_CEALD_411111_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,BID DOCUMENTS,06-Dec-2019 12:30 PM,12-Dec-2019 12:00 PM,06-Dec-2019 12:30 PM,11-Dec-2019 01:00 PM,NA ,NA ,06-Dec-2019 12:30 PM,11-Dec-2019 01:00 PM,17-Dec-2019 12:30 PM,"5,00,000",No,fixed,,"Suptt. Engg. Pratapgarh Circle, PWD, Pratapgarh",Pratapgarh,1.0,SBI Bank,"2,714","Exn. Engg.Provincial Division, PWD, Pratapgarh",Pratapgarh,No,Superintending Engineer,"Pratapgarh Circle, PWD, Pratapgarh",Construction Sujangarh Shiromani Pandey Ka Purwa Link Road,Construction Sujangarh Shiromani Pandey Ka Purwa Link Road,Please refer Tender documents. ,NA ,"60,00,000",Civil Works,NA ,Tender,90.0,90.0,PBH,230001.0,"Pratapgarh Circle, PWD, Pratapgarh ","Pratapgarh Circle, PWD, Pratapgarh ",09-Dec-2019 12:00 PM ,"Pratapgarh Circle, PWD, Pratapgarh",No ,No,Cheif Engineer Allahabad Zone PWD Allahabad||SE PRATAPGARH CIRCLE PWD PRATAPGARH,5388/93C/etendering/P.F.C/19 Dt 25.11.19(1),2019_CEALD_411111_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,BID DOCUMENTS,06-Dec-2019 12:30 PM,12-Dec-2019 12:00 PM,06-Dec-2019 12:30 PM,11-Dec-2019 01:00 PM,NA ,NA ,06-Dec-2019 12:30 PM,11-Dec-2019 01:00 PM,17-Dec-2019 12:30 PM,"5,00,000",No,fixed,,"Suptt. Engg. Pratapgarh Circle, PWD, Pratapgarh",Pratapgarh,1.0,SBI Bank,"2,714","Exn. Engg.Provincial Division, PWD, Pratapgarh",Pratapgarh,No,Superintending Engineer,"Pratapgarh Circle, PWD, Pratapgarh",Construction Sujangarh Shiromani Pandey Ka Purwa Link Road,Construction Sujangarh Shiromani Pandey Ka Purwa Link Road,Please refer Tender documents. ,NA ,"60,00,000",Civil Works,NA ,Tender,90.0,90.0,PBH,230001.0,"Pratapgarh Circle, PWD, Pratapgarh ","Pratapgarh Circle, PWD, Pratapgarh ",09-Dec-2019 12:00 PM ,"Pratapgarh Circle, PWD, Pratapgarh",No ,No,24-Jan-2020,"INR 5,785,940",90.0,SUSHEEL KUMAR GAUTAM,04-Feb-2020 03:06 PM,BONDONLINE.pdf (241.00 KB),DETAIL ATTACHED,1.0,1497805.0,LAL BAHADUR MAURYA CONTRACTOR,INR,"5,785,940",1.0,1497805.0,LAL BAHADUR MAURYA CONTRACTOR,10-Dec-2019 06:46 PM,Accepted-AOC,L1,04-Feb-2020 03:06 PM,Finance,DETAIL ATTACHED,SUSHEEL KUMAR GAUTAM,17-Dec-2019 03:27 PM,None,Manoj Kumar Singh Superintending Engineer,Internal,Shailendra Kumar Executive Engineer Provincial Division PWD Pratapgarh,SUSHEEL KUMAR GAUTAM,18-Dec-2019 02:20 PM,finsummary_599271.pdf (270.32 KB),1.0,1497805.0,LAL BAHADUR MAURYA CONTRACTOR,"57,85,939.20",L1,Technical,detail attached,SUSHEEL KUMAR GAUTAM,12-Dec-2019 01:39 PM,None,Manoj Kumar Singh Superintending Engineer,Internal,Shailendra Kumar Executive Engineer Provincial Division PWD Pratapgarh,SUSHEEL KUMAR GAUTAM,16-Dec-2019 04:10 PM,17-Dec-2019 12:30 PM,techsummary_599271.pdf (200.31 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BIQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BIQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1498235.0,M/S M.K. CONSTRUCTION,11-Dec-2019 01:21 AM,Rejected-Finance,L2,18-Dec-2019 02:20 PM,,,,,,,,,,,,2.0,1498235.0,M/S M.K. CONSTRUCTION,"57,98,115.00",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_CEALD_411111_1,5388/93C/etendering/P.F.C/19 Dt 25.11.19(1),Construction Sujangarh Shiromani Pandey Ka Purwa Link Road
