Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.4,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Tender ID :,Tender Ref No :,Tender Title :
Commissioner Rural Development UP||State Water And Sanitation Mission,1451/W-17/PMC/2019,2019_RDUP_416737_1,Yes,Open Tender,Lump-sum,Services,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical,26-Dec-2019 01:15 PM,25-Jan-2020 11:00 AM,26-Dec-2019 01:15 PM,24-Jan-2020 03:00 PM,NA ,NA ,26-Dec-2019 01:15 PM,24-Jan-2020 03:00 PM,31-Jan-2020 02:30 PM,"30,00,000",No,fixed,,Executive Director,Lucknow,1.0,DD - Demand Draft,"11,800",Executive Director,Lucknow,No,Executive Director,6 Rana Pratap Marg UPJN Compund Lucknow,"Selection of Project Management Consultant (PMC) to Manage Rural Water Supply Project in Bundelkhand, Vindhya Region and Quality affected areas in state of Uttar Pradesh (District- Banda, Chitrakoot Mahoba)","Selection of Project Management Consultant (PMC) to Manage Rural Water Supply Project in Bundelkhand, Vindhya Region and Quality affected areas in state of Uttar Pradesh (District- Banda, Chitrakoot Mahoba)",Please refer Tender documents. ,NA ,"60,00,00,000",Consultancy,NA ,Tender,120.0,1095.0,SWSM lucknow UP,226001.0,SWSM LKO ,6 Rana Pratap Marg UPJN Compund Lucknow ,02-Jan-2020 12:00 PM ,SWSM Lucknow,No ,No,Commissioner Rural Development UP||State Water And Sanitation Mission,1451/W-17/PMC/2019,2019_RDUP_416737_1,Yes,Open Tender,Lump-sum,Services,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical,26-Dec-2019 01:15 PM,25-Jan-2020 11:00 AM,26-Dec-2019 01:15 PM,24-Jan-2020 03:00 PM,NA ,NA ,26-Dec-2019 01:15 PM,24-Jan-2020 03:00 PM,31-Jan-2020 02:30 PM,"30,00,000",No,fixed,,Executive Director,Lucknow,1.0,DD - Demand Draft,"11,800",Executive Director,Lucknow,No,Executive Director,6 Rana Pratap Marg UPJN Compund Lucknow,"Selection of Project Management Consultant (PMC) to Manage Rural Water Supply Project in Bundelkhand, Vindhya Region and Quality affected areas in state of Uttar Pradesh (District- Banda, Chitrakoot Mahoba)","Selection of Project Management Consultant (PMC) to Manage Rural Water Supply Project in Bundelkhand, Vindhya Region and Quality affected areas in state of Uttar Pradesh (District- Banda, Chitrakoot Mahoba)",Please refer Tender documents. ,NA ,"60,00,00,000",Consultancy,NA ,Tender,120.0,1095.0,SWSM lucknow UP,226001.0,SWSM LKO ,6 Rana Pratap Marg UPJN Compund Lucknow ,02-Jan-2020 12:00 PM ,SWSM Lucknow,No ,No,03-Feb-2020,"INR 600,000,000",1095.0,Brijendra Kumar Litoria,01-Feb-2020 07:04 PM,ZONE-3.pdf (746.00 KB),"Selection of Project Management Consultant (PMC) to Manage Rural Water Supply Project in Bundelkhand, Vindhya Region and Quality affected areas in state of Uttar Pradesh Dist- Banda, Chitrakoot Mahoba",1.0,1563440.0,SMEC International Pty. Ltd.,INR,"470,000,000",1.0,1563320.0,CEINSYS TECH LIMITED,24-Jan-2020 01:41 PM,Rejected-Finance,Rejected,01-Feb-2020 07:02 PM,Finance,Financial Opening Summary,Brijendra Kumar Litoria,01-Feb-2020 06:59 PM,finance_608892.pdf,Executive Director,Internal,All Committee Members,Brijendra Kumar Litoria,01-Feb-2020 07:02 PM,finsummary_608892.pdf (746.11 KB),1.0,1520175.0,TUV SUD South Asia Pvt. Ltd.,0.0,7.0,Technical,Minutes of Technical bid,Karunesh Kumar Dubey,31-Jan-2020 02:08 PM,technical_608892.pdf,Executive Director,Internal,,Karunesh Kumar Dubey,31-Jan-2020 02:16 PM,31-Jan-2020 02:30 PM,techsummary_608892.pdf (65.46 KB),1.0,Revocation,Revocation,31-Jan-2020 01:56 PM,Revocation.pdf ,6.02,Technical Opening,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,Financial,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1564787.0,Feedback Infra Pvt. Ltd.,24-Jan-2020 11:47 AM,Rejected-Finance,Rejected,01-Feb-2020 07:02 PM,,,,,,,,,,,,2.0,1558380.0,WAPCOS LIMITED,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1564969.0,L N MALVIYA INFRA PROJECTS PVT. LTD.,24-Jan-2020 12:22 PM,Rejected-Technical,No three Rural water supply projects,31-Jan-2020 02:16 PM,,,,,,,,,,,,3.0,1562000.0,Tata Consulting EngineersLimited,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1564153.0,MSV INTERNATIONAL INC,24-Jan-2020 02:24 PM,Rejected-Finance,Rejected,01-Feb-2020 07:02 PM,,,,,,,,,,,,4.0,1562044.0,Shah Technical Consultants Pvt. Ltd.,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1563424.0,National Projects Construction Corporation Limited,24-Jan-2020 02:24 AM,Rejected-Technical,No three Rural water supply projects,31-Jan-2020 02:16 PM,,,,,,,,,,,,5.0,1563039.0,"Theme Engineering Services Pvt. Ltd.,",0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1562044.0,Shah Technical Consultants Pvt. Ltd.,24-Jan-2020 12:43 PM,Rejected-Finance,Rejected,01-Feb-2020 07:02 PM,,,,,,,,,,,,6.0,1563320.0,CEINSYS TECH LIMITED,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1563440.0,SMEC International Pty. Ltd.,24-Jan-2020 11:50 AM,Accepted-AOC,Accepted,01-Feb-2020 07:04 PM,,,,,,,,,,,,7.0,1563440.0,SMEC International Pty. Ltd.,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1562000.0,Tata Consulting EngineersLimited,24-Jan-2020 01:51 PM,Rejected-Finance,Rejected,01-Feb-2020 07:02 PM,,,,,,,,,,,,8.0,1564153.0,MSV INTERNATIONAL INC,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1563039.0,"Theme Engineering Services Pvt. Ltd.,",24-Jan-2020 01:11 PM,Rejected-Finance,Disqualified,01-Feb-2020 07:02 PM,,,,,,,,,,,,9.0,1564787.0,Feedback Infra Pvt. Ltd.,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1520175.0,TUV SUD South Asia Pvt. Ltd.,24-Jan-2020 02:42 PM,Rejected-Finance,Rejected,01-Feb-2020 07:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
