Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Greater Noida Industrial Development Authority,GM(PROJ)/HORT/2019/408 DATED 23.09.2019,2019_GNIDA_385444_23,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"TENDER FEE, EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",01-Oct-2019 09:00 AM,14-Oct-2019 11:00 AM,01-Oct-2019 09:00 AM,10-Oct-2019 05:00 PM,NA ,NA ,01-Oct-2019 09:00 AM,10-Oct-2019 05:00 PM,30-Dec-2019 11:00 AM,"1,06,000",No,fixed,,GREATER NOIDA INDUSTRIAL DEVELOPMENT AUTHORITY,GREATER NOIDA,1.0,RTGS - RTGS Payment,"1,730",GREATER NOIDA INDUSTRIAL DEVELOPMENT AUTHORITY,GREATER NOIDA,No,GM (HORT),GREATER NOIDA INDUSTRIAL DEVELOPMENT AUTHORITY,"Maintenance of trees, shrubs and lawn in sector Knowledge Park-II and III for one year, Greater Noida","Maintenance of trees, shrubs and lawn in sector Knowledge Park-II and III for one year, Greater Noida",REFER TENDER DOCUMENTS ,NA ,"52,96,425",Miscellaneous Works,HARTICULTURE ,Tender,90.0,365.0,GREATER NOIDA,201308.0,NA ,NA ,NA ,GREATER NOIDA INDUSTRIAL DEVELOPMENT AUTHORITY,No ,No,Greater Noida Industrial Development Authority,GM(PROJ)/HORT/2019/408 DATED 23.09.2019,2019_GNIDA_385444_23,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"TENDER FEE, EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",01-Oct-2019 09:00 AM,14-Oct-2019 11:00 AM,01-Oct-2019 09:00 AM,10-Oct-2019 05:00 PM,NA ,NA ,01-Oct-2019 09:00 AM,10-Oct-2019 05:00 PM,30-Dec-2019 11:00 AM,"1,06,000",No,fixed,,GREATER NOIDA INDUSTRIAL DEVELOPMENT AUTHORITY,GREATER NOIDA,1.0,RTGS - RTGS Payment,"1,730",GREATER NOIDA INDUSTRIAL DEVELOPMENT AUTHORITY,GREATER NOIDA,No,GM (HORT),GREATER NOIDA INDUSTRIAL DEVELOPMENT AUTHORITY,"Maintenance of trees, shrubs and lawn in sector Knowledge Park-II and III for one year, Greater Noida","Maintenance of trees, shrubs and lawn in sector Knowledge Park-II and III for one year, Greater Noida",REFER TENDER DOCUMENTS ,NA ,"52,96,425",Miscellaneous Works,HARTICULTURE ,Tender,90.0,365.0,GREATER NOIDA,201308.0,NA ,NA ,NA ,GREATER NOIDA INDUSTRIAL DEVELOPMENT AUTHORITY,No ,No,07-Feb-2020,"INR 3,686,312.14",365.0,Naveen Kumar Jain,07-Feb-2020 06:34 PM,69a.PDF (236.00 KB),AWARD LETTER DATED 30.01.2020,1.0,1397702.0,M/S VIKAS GARG,INR,"3,686,312.14",1.0,1403885.0,Hans Construction Co.,10-Oct-2019 04:58 PM,Rejected-Technical,DISQUALIFIED,27-Dec-2019 02:59 PM,Finance,UNDER EVALUATION,Rajendra Singh Bhati,30-Dec-2019 04:00 PM,finance_557971.pdf,BOQ Comparative Chart,DGM_FINANCE,Internal,SM_HORT SM_TECH/HORT,Naveen Kumar Jain,07-Feb-2020 06:32 PM,finsummary_557971.pdf (750.91 KB),1.0,1395385.0,M/S SATTWA RATHI AND ASSOCIATES,"38,29,315.63",L4,Technical,UNDER TECHNICAL EVALUATION,Ajay Kumar Rai,14-Oct-2019 05:59 PM,technical_557971.pdf,GM_FINANCE,Internal,SM_TECH/HORT GM_HORT,Anil johri,27-Dec-2019 02:59 PM,30-Dec-2019 11:00 AM,techsummary_557971.pdf (292.59 KB),,,
,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1403936.0,M/S AJAB BUILDERS,10-Oct-2019 04:57 PM,Rejected-Finance,L3,07-Feb-2020 06:32 PM,,,,,,,,,,,,,2.0,1395941.0,OM CONSTRUCTION CO.,"37,07,497.84",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PF,PAN,AADHAR,PROP./PARTNR./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PF,PAN,AADHAR,PROP./PARTNR./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1402317.0,M/S ANKUR ASSOCIATES,10-Oct-2019 01:42 PM,Rejected-Finance,L6,07-Feb-2020 06:32 PM,,,,,,,,,,,,,3.0,1397702.0,M/S VIKAS GARG,"36,86,312.14",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1403042.0,M/S MANOJ CONSTRUCTION CO,10-Oct-2019 11:07 AM,Rejected-Technical,DISQUALIFIED,27-Dec-2019 02:59 PM,,,,,,,,,,,,,4.0,1401621.0,M/S PATHIK BUILDERS AND CONSTRUCTION CO,"38,57,916.33",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1401621.0,M/S PATHIK BUILDERS AND CONSTRUCTION CO,09-Oct-2019 06:44 PM,Rejected-Finance,L5,07-Feb-2020 06:32 PM,,,,,,,,,,,,,5.0,1402317.0,M/S ANKUR ASSOCIATES,"41,04,729.75",L6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1398521.0,M/S RAVI ASSOCIATES,07-Oct-2019 12:36 PM,Rejected-Technical,DISQUALIFIED,27-Dec-2019 02:59 PM,,,,,,,,,,,,,6.0,1403936.0,M/S AJAB BUILDERS,"38,26,667.42",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1395385.0,M/S SATTWA RATHI AND ASSOCIATES,04-Oct-2019 07:00 PM,Rejected-Finance,L4,07-Feb-2020 06:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1397702.0,M/S VIKAS GARG,06-Oct-2019 10:25 AM,Accepted-AOC,L1,07-Feb-2020 06:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1395941.0,OM CONSTRUCTION CO.,05-Oct-2019 12:20 PM,Rejected-Finance,L2,07-Feb-2020 06:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_GNIDA_385444_23,GM(PROJ)/HORT/2019/408 DATED 23.09.2019,"Maintenance of trees, shrubs and lawn in sector Knowledge Park-II and III for one year, Greater Noida"
