Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Cheif Engineer Kanpur Zone PWD Kanpur||SE KANPUR CIRCLE PWD KANPUR||EE CD -BUILDING- PWD KANPUR NAGAR,7757M/39M-KV/2019 Dated 05.12.2019,2019_CEKNP_415092_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,ONLINE PAYMENT,21-Dec-2019 09:00 AM,04-Jan-2020 12:30 PM,21-Dec-2019 11:00 AM,04-Jan-2020 12:00 PM,NA ,NA ,21-Dec-2019 11:00 AM,04-Jan-2020 12:00 PM,30-Jan-2020 12:30 PM,"7,60,000",Yes,fixed,,"SE, Kanpur Circle, P.W.D., Kanpur",Kanpur,1.0,Date Change,Date,,1.0,SBI Bank,"2,360",EE CD Building PWD Kanpur Nagar,Kanpur,No,"S.E., Kanpur Circle, P.W.D., Kanpur","Superintending Engineer, Kanpur Circle, P.W.D., Kanpur",Construction of GT road to Kaharan Basti link road,Construction of GT road to Kaharan Basti link road,Please refer Tender documents. ,NA ,11.0,Road Works,NA ,Tender,90.0,180.0,Kanpur Nagar,208001.0,"S.E., Kanpur Circle, P.W.D., Kanpur ","Superintending Engineer, Kanpur Circle, P.W.D., Kanpur ",23-Dec-2019 12:00 PM ,"S.E., Kanpur Circle, P.W.D., Kanpur",No ,No,Cheif Engineer Kanpur Zone PWD Kanpur||SE KANPUR CIRCLE PWD KANPUR||EE CD -BUILDING- PWD KANPUR NAGAR,7757M/39M-KV/2019 Dated 05.12.2019,2019_CEKNP_415092_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,ONLINE PAYMENT,21-Dec-2019 09:00 AM,04-Jan-2020 12:30 PM,21-Dec-2019 11:00 AM,04-Jan-2020 12:00 PM,NA ,NA ,21-Dec-2019 11:00 AM,04-Jan-2020 12:00 PM,30-Jan-2020 12:30 PM,"7,60,000",Yes,fixed,,"SE, Kanpur Circle, P.W.D., Kanpur",Kanpur,1.0,Date Change,Date,,1.0,SBI Bank,"2,360",EE CD Building PWD Kanpur Nagar,Kanpur,No,"S.E., Kanpur Circle, P.W.D., Kanpur","Superintending Engineer, Kanpur Circle, P.W.D., Kanpur",Construction of GT road to Kaharan Basti link road,Construction of GT road to Kaharan Basti link road,Please refer Tender documents. ,NA ,11.0,Road Works,NA ,Tender,90.0,180.0,Kanpur Nagar,208001.0,"S.E., Kanpur Circle, P.W.D., Kanpur ","Superintending Engineer, Kanpur Circle, P.W.D., Kanpur ",23-Dec-2019 12:00 PM ,"S.E., Kanpur Circle, P.W.D., Kanpur",No ,No,19-Feb-2020,"INR 11,100,000",180.0,Chandra Shekhar Prasad Gupta,25-Feb-2020 06:28 AM,AOCKAHARAN.pdf (69.00 KB),AOC,1.0,1530476.0,M/s Parvez Trading Co.,INR,"7,403,432",1.0,1517308.0,BINAYA INFRA TECH PVT LTD,04-Jan-2020 10:58 AM,Rejected-Technical,REJECTED,29-Jan-2020 09:52 PM,Finance,Financial Bid opening summary has been uploaded,Chandra Shekhar Prasad Gupta,30-Jan-2020 02:47 PM,finance_605908.pdf,BOQ Comparative Chart,JAY SINGH,Internal,JAYSINGH,Chandra Shekhar Prasad Gupta,31-Jan-2020 11:51 AM,finsummary_605908.pdf (16.91 KB),1.0,1523305.0,M/S PRANJUL CONSTRUCTION,8880894.706,L2,Technical,TECHNICAL OPENING,Chandra Shekhar Prasad Gupta,04-Jan-2020 01:44 PM,technical_605908.pdf,JAY SINGH,Internal,CPGUPTA,Chandra Shekhar Prasad Gupta,29-Jan-2020 09:52 PM,30-Jan-2020 12:30 PM,techsummary_605908.pdf (600.76 KB),,,
,,,,,,,,,,,,,,,,.pdf,TECHNICAL DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,TECHNICAL DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1531579.0,M/s Baba Anadeshwar Enterprises,04-Jan-2020 10:58 AM,Rejected-Technical,REJECTED,29-Jan-2020 09:52 PM,,,,,,,,,,,,,2.0,1529815.0,M/S R.R. ENTERPRISES,9261744.096,L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1531268.0,M/s. Dileep Singh,03-Jan-2020 11:53 PM,Rejected-Technical,REJECTED,29-Jan-2020 09:52 PM,,,,,,,,,,,,,3.0,1530476.0,M/s Parvez Trading Co.,8201088.412,L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1529249.0,M/S FAKEERE CONTRACTOR,04-Jan-2020 11:39 AM,Rejected-Technical,REJECTED,29-Jan-2020 09:52 PM,,,,,,,,,,,,,4.0,1531043.0,Suraj Builders,10162561.435,L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1521067.0,M/s JAI BHARAT CORPORATION,27-Dec-2019 07:54 AM,Rejected-Technical,REJECTED,29-Jan-2020 09:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1531221.0,M/S Paragon Construction,04-Jan-2020 12:09 AM,Rejected-Technical,REJECTED,29-Jan-2020 09:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1530476.0,M/s Parvez Trading Co.,04-Jan-2020 10:39 AM,Accepted-AOC,L1,25-Feb-2020 06:28 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1523305.0,M/S PRANJUL CONSTRUCTION,28-Dec-2019 06:15 PM,Rejected-Finance,L2,31-Jan-2020 11:51 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1531334.0,M/S RAM GOPAL SINGH,04-Jan-2020 12:02 AM,Rejected-Technical,REJECTED,29-Jan-2020 09:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1529815.0,M/S R.R. ENTERPRISES,03-Jan-2020 11:05 PM,Rejected-Finance,L3,31-Jan-2020 11:51 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
