Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Super Speciality Paediatric Hospital and Post Graduate Teaching Institute Noida,SSPH/ETEN-19-20-03 A,2019_SSPHP_348262_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Bid with all supporting documents as per tender documents,29-May-2019 01:00 PM,15-Jul-2019 11:00 AM,29-May-2019 01:00 PM,12-Jul-2019 04:00 PM,NA ,NA ,29-May-2019 01:00 PM,12-Jul-2019 04:00 PM,09-Nov-2019 11:00 AM,"5,00,000",Yes,fixed,,As per Tender Documents,As per Tender Documents,1.0,Corrigendum-2,Date,,1.0,RTGS - RTGS Payment,"5,900",As per Tender Documents,As per Tender Documents,No,"Director, SSPHPGTI","Director, SSPHPGTI, Noida",PROVIDING MANPOWER ON OUTSOURCING BASIS,PROVIDING MANPOWER ON OUTSOURCING BASIS,Please refer Tender documents.  ,NA ,"5,00,00,000",Manpower Supply,NA ,Tender,120.0,1095.0,"SSPHPGTI, Noida",201303.0,NA ,NA ,NA ,"SSPHPGTI, Noida",No ,No,Super Speciality Paediatric Hospital and Post Graduate Teaching Institute Noida,SSPH/ETEN-19-20-03 A,2019_SSPHP_348262_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Bid with all supporting documents as per tender documents,29-May-2019 01:00 PM,15-Jul-2019 11:00 AM,29-May-2019 01:00 PM,12-Jul-2019 04:00 PM,NA ,NA ,29-May-2019 01:00 PM,12-Jul-2019 04:00 PM,09-Nov-2019 11:00 AM,"5,00,000",Yes,fixed,,As per Tender Documents,As per Tender Documents,1.0,Corrigendum-2,Date,,1.0,RTGS - RTGS Payment,"5,900",As per Tender Documents,As per Tender Documents,No,"Director, SSPHPGTI","Director, SSPHPGTI, Noida",PROVIDING MANPOWER ON OUTSOURCING BASIS,PROVIDING MANPOWER ON OUTSOURCING BASIS,Please refer Tender documents.  ,NA ,"5,00,00,000",Manpower Supply,NA ,Tender,120.0,1095.0,"SSPHPGTI, Noida",201303.0,NA ,NA ,NA ,"SSPHPGTI, Noida",No ,No,27-Feb-2020,INR 5,180.0,GAURAV SRIVASTAVA,27-Feb-2020 01:28 PM,manpower.pdf (706.00 KB),"Tender is awarded to Sudarshan Facilities Private Limited, as the firm has overall highest experience in medical health or manpower supply or highest turnover in comparison to other bidders.",1.0,1281060.0,Sudarshan Facilities Private Limited,INR,5.0,1.0,1283007.0,ARUNODAYA SECURITY GUARD SERVICES,25-Jun-2019 03:08 PM,Rejected-Finance,Comparatively less experience in medical health/manpower supply/ less turnover in comparison to other bidders.,27-Feb-2020 12:28 PM,Finance,Financial Bids were opened and have been submitted for evaluation.,GAURAV SRIVASTAVA,09-Nov-2019 12:18 PM,finance_502958.pdf,Dr. Dharmendra Kumar Singh,Internal,"Officer In charge Nursing, Officer In Charge Purchase, Deputy Medical Superintendent",GAURAV SRIVASTAVA,27-Feb-2020 12:28 PM,finsummary_502958.pdf (19.87 KB),1.0,1268212.0,SYBEX SUPPORT SERVICES PVT LTD,5.0,L1,Technical,25 bids have been received by the Institute.,GAURAV SRIVASTAVA,15-Jul-2019 01:42 PM,technical_502958.pdf,Dr. D.K. Singh,Internal,"Dr. Neeta Radhakrishnan-Member, Dr. Mukul Jain-Member, Dr. Abhishek Gupta-Member Secretary",MUKESH KUMAR JAIN,08-Nov-2019 01:40 PM,09-Nov-2019 11:00 AM,techsummary_502958.pdf (550.67 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.pdf,Financial Bid,,,,,,,,,,,,,,,,2.0,Information,Fee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,Financial Bid,,,,,,,,,,,,,,,,2.0,Information,Fee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1283407.0,A Square,26-Jun-2019 05:52 PM,Rejected-Finance,Comparatively less experience in medical health/manpower supply/ less turnover in comparison to other bidders.,27-Feb-2020 12:28 PM,,,,,,,,,,,,2.0,1273664.0,Xeam Ventures Pvt Ltd,5.0,L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,CORRIGENDUM-1,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,CORRIGENDUM-1,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1302707.0,AVANI PARIDHI ENERGY & COMMUNICATIONS PRIVATE LIMITED,12-Jul-2019 02:33 PM,Rejected-Finance,Comparatively less experience in medical health/manpower supply/ less turnover in comparison to other bidders.,27-Feb-2020 12:28 PM,,,,,,,,,,,,3.0,1280548.0,T and M SERVICES CONSULTING PVT LTD,5.0,L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1281396.0,BAJPAI TRADERS,12-Jul-2019 12:46 PM,Rejected-Finance,Comparatively less experience in medical health/manpower supply/ less turnover in comparison to other bidders.,27-Feb-2020 12:28 PM,,,,,,,,,,,,4.0,1281060.0,Sudarshan Facilities Private Limited,5.0,L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1302086.0,G A DIGITAL WEB WORD P LTD,12-Jul-2019 03:06 PM,Rejected-Finance,Comparatively less experience in medical health/manpower supply/ less turnover in comparison to other bidders.,27-Feb-2020 12:28 PM,,,,,,,,,,,,5.0,1281396.0,BAJPAI TRADERS,5.0,L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1303018.0,Harsh Enterprises,12-Jul-2019 03:41 PM,Rejected-Finance,Comparatively less experience in medical health/manpower supply/ less turnover in comparison to other bidders.,27-Feb-2020 12:28 PM,,,,,,,,,,,,6.0,1283007.0,ARUNODAYA SECURITY GUARD SERVICES,5.0,L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1299345.0,INTELLIGENCE SECURITY OF INDIA,10-Jul-2019 06:57 PM,Rejected-Finance,Comparatively less experience in medical health/manpower supply/ less turnover in comparison to other bidders.,27-Feb-2020 12:28 PM,,,,,,,,,,,,7.0,1283407.0,A Square,5.0,L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1303048.0,JEET SECURITY AND HR SERVICES,12-Jul-2019 03:49 PM,Rejected-Finance,Comparatively less experience in medical health/manpower supply/ less turnover in comparison to other bidders.,27-Feb-2020 12:28 PM,,,,,,,,,,,,8.0,1296822.0,M/s Rakshak Securitas Pvt. Ltd.,5.0,L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1301747.0,JMD Consultants,11-Jul-2019 04:20 PM,Rejected-Finance,Comparatively less experience in medical health/manpower supply/ less turnover in comparison to other bidders.,27-Feb-2020 12:28 PM,,,,,,,,,,,,9.0,1298504.0,PANTHER SECURITY GUARD SERVICES,5.0,L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1301972.0,KARTIKAY ENTERPRISES,12-Jul-2019 01:43 PM,Rejected-Finance,Comparatively less experience in medical health/manpower supply/ less turnover and higher service charge quoted in comparison to other bidders.,27-Feb-2020 12:28 PM,,,,,,,,,,,,10.0,1299345.0,INTELLIGENCE SECURITY OF INDIA,5.0,L1,,,,,,,,,,,,,,,
