Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,1281624.0,Krishna Facility Management Services,24-Jun-2019 07:39 PM,Rejected-Technical,Technically disqualified,08-Nov-2019 01:40 PM,,,,,,,,,,,,11.0,1300842.0,WELL PROTECT MANPOWER SERVICES PVT. LTD.,5.0,L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1302760.0,M/S ISA OUTSOURCE AND HR MANAGAMENT PVT LTD,12-Jul-2019 11:29 AM,Rejected-Technical,Technically disqualified,08-Nov-2019 01:40 PM,,,,,,,,,,,,12.0,1301747.0,JMD Consultants,5.0,L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,1281434.0,"M/S M.S.VIGILANT SECURITY,PLACEMENT AND DETECTIVE SERVICES PRIVATE LIMITED",12-Jul-2019 12:11 PM,Rejected-Technical,Technically disqualified,08-Nov-2019 01:40 PM,,,,,,,,,,,,13.0,1301770.0,VISHAKHA FACILITY MANAGEMENT PVT. LTD.,5.0,L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,1296822.0,M/s Rakshak Securitas Pvt. Ltd.,11-Jul-2019 03:22 PM,Rejected-Finance,Comparatively less experience in medical health/manpower supply/ less turnover in comparison to other bidders.,27-Feb-2020 12:28 PM,,,,,,,,,,,,14.0,1301972.0,KARTIKAY ENTERPRISES,5.02,L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,1299815.0,OMAX SECURITY SERVICES PRIVATE LIMITED,10-Jul-2019 07:33 PM,Rejected-Technical,Technically disqualified,08-Nov-2019 01:40 PM,,,,,,,,,,,,15.0,1302086.0,G A DIGITAL WEB WORD P LTD,5.0,L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,1298504.0,PANTHER SECURITY GUARD SERVICES,08-Jul-2019 06:20 PM,Rejected-Finance,Comparatively less experience in medical health/manpower supply/ less turnover in comparison to other bidders.,27-Feb-2020 12:28 PM,,,,,,,,,,,,16.0,1302707.0,AVANI PARIDHI ENERGY & COMMUNICATIONS PRIVATE LIMITED,5.0,L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,1302820.0,Principle Security And Allied Services Pvt Ltd,12-Jul-2019 03:03 PM,Rejected-Finance,Comparatively less experience in medical health/manpower supply/ less turnover in comparison to other bidders.,27-Feb-2020 12:28 PM,,,,,,,,,,,,17.0,1302820.0,Principle Security And Allied Services Pvt Ltd,5.0,L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1281060.0,Sudarshan Facilities Private Limited,12-Jul-2019 11:35 AM,Accepted-AOC,the firm has overall highest experience in medical health or manpower supply or highest turnover in comparison to other bidders.,27-Feb-2020 01:29 PM,,,,,,,,,,,,18.0,1302822.0,Sun Facility Services Pvt Ltd,5.0,L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,1302822.0,Sun Facility Services Pvt Ltd,12-Jul-2019 01:08 PM,Rejected-Finance,Comparatively less experience in medical health/manpower supply/ less turnover in comparison to other bidders.,27-Feb-2020 12:28 PM,,,,,,,,,,,,19.0,1303018.0,Harsh Enterprises,5.0,L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,1268212.0,SYBEX SUPPORT SERVICES PVT LTD,11-Jul-2019 07:42 PM,Rejected-Finance,Comparatively less experience in medical health/manpower supply/ less turnover in comparison to other bidders.,27-Feb-2020 12:28 PM,,,,,,,,,,,,20.0,1303048.0,JEET SECURITY AND HR SERVICES,5.0,L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,1280548.0,T and M SERVICES CONSULTING PVT LTD,12-Jul-2019 02:56 PM,Rejected-Finance,Comparatively less experience in medical health/manpower supply/ less turnover in comparison to other bidders.,27-Feb-2020 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,1284422.0,Vani Systems (P) Ltd,12-Jul-2019 03:49 PM,Rejected-Technical,Technically disqualified,08-Nov-2019 01:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,1301770.0,VISHAKHA FACILITY MANAGEMENT PVT. LTD.,12-Jul-2019 03:24 PM,Rejected-Finance,Comparatively less experience in medical health/manpower supply/ less turnover in comparison to other bidders.,27-Feb-2020 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,1300842.0,WELL PROTECT MANPOWER SERVICES PVT. LTD.,12-Jul-2019 12:57 PM,Rejected-Finance,Comparatively less experience in medical health/manpower supply/ less turnover in comparison to other bidders.,27-Feb-2020 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,1273664.0,Xeam Ventures Pvt Ltd,12-Jul-2019 11:16 AM,Rejected-Finance,Comparatively less experience in medical health/manpower supply/ less turnover in comparison to other bidders.,27-Feb-2020 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_SSPHP_348262_1,SSPH/ETEN-19-20-03 A,PROVIDING MANPOWER ON OUTSOURCING BASIS
