Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Panchayati Raj Department||Deputy Director Allahabad||District Panchayatiraj Officer Allahabad,PRJ-3-1920,2019_UPPRD_384294_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Fee and Document,23-Sep-2019 03:00 PM,09-Oct-2019 03:00 PM,23-Sep-2019 03:00 PM,08-Oct-2019 06:55 PM,NA ,NA ,23-Sep-2019 03:00 PM,08-Oct-2019 06:55 PM,25-Nov-2019 11:00 AM,"58,800",No,percentage,1.0%,jila Swachta Samiti Allahabad,Allahabad,1.0,DD - Demand Draft,"2,000",jila Swachta Samiti Allahabad,Allahabad,No,DPRO Prayagraj,"Room No. 5 1st Floor, Vikas Bhavan, Prayagraj",Supply of Manpower,Supply of Manpower in SBM(G) under panchayati raj Department,Plz refer Tender Document ,NA ,"58,80,000",Manpower Supply,NA ,Tender,240.0,240.0,Prayagraj,211001.0,DPRO Office Vikas Bhavan Prayaagraj ,"DPRO Office Vikas Bhavan, Kutchehri, Prayaagraj ",30-Sep-2019 03:00 PM ,Vikas Bhavan Sabhagar,No ,No,Panchayati Raj Department||Deputy Director Allahabad||District Panchayatiraj Officer Allahabad,PRJ-3-1920,2019_UPPRD_384294_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Fee and Document,23-Sep-2019 03:00 PM,09-Oct-2019 03:00 PM,23-Sep-2019 03:00 PM,08-Oct-2019 06:55 PM,NA ,NA ,23-Sep-2019 03:00 PM,08-Oct-2019 06:55 PM,25-Nov-2019 11:00 AM,"58,800",No,percentage,1.0%,jila Swachta Samiti Allahabad,Allahabad,1.0,DD - Demand Draft,"2,000",jila Swachta Samiti Allahabad,Allahabad,No,DPRO Prayagraj,"Room No. 5 1st Floor, Vikas Bhavan, Prayagraj",Supply of Manpower,Supply of Manpower in SBM(G) under panchayati raj Department,Plz refer Tender Document ,NA ,"58,80,000",Manpower Supply,NA ,Tender,240.0,240.0,Prayagraj,211001.0,DPRO Office Vikas Bhavan Prayaagraj ,"DPRO Office Vikas Bhavan, Kutchehri, Prayaagraj ",30-Sep-2019 03:00 PM ,Vikas Bhavan Sabhagar,No ,No,22-Feb-2020,"INR 249,707.35",240.0,Renu Srivastava,22-Feb-2020 01:20 PM,outsourcingDPROLetter.pdf (270.00 KB),AOC Alloted,1.0,1399824.0,M/s Asha Security Guard Services,INR,"249,707.35",1.0,1398044.0,AVANI PARIDHI ENERGY & COMMUNICATIONS PRIVATE LIMITED,06-Oct-2019 06:07 PM,Rejected-Finance,tender value less than 2 percent is the violation of rule no 18 of tender term and condition,22-Feb-2020 01:13 PM,Finance,Summery Attached,Renu Srivastava,22-Feb-2020 12:57 PM,finance_555397.pdf,BOQ Comparative Chart,CTO Prayagraj,Internal,"DDO Prayagraj, DPRO Prayagraj, CFAO Prayagraj",Renu Srivastava,22-Feb-2020 01:13 PM,finsummary_555397.pdf (696.47 KB),1.0,1394628.0,I.T.World,749707.35,2.0,Technical,Summery Attached,Renu Srivastava,22-Nov-2019 11:54 AM,technical_555397.pdf,Cheif Tresuary Officer Prayagraj,Internal,"DDO Prayagraj, DPRO Prayagraj,",Renu Srivastava,22-Nov-2019 12:04 PM,25-Nov-2019 11:00 AM,techsummary_555397.pdf (900.05 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1398719.0,esteem placement and consulting services,07-Oct-2019 05:31 PM,Rejected-Finance,due to L3,22-Jun-2025 09:26 PM,,,,,,,,,,,,,2.0,1398044.0,AVANI PARIDHI ENERGY & COMMUNICATIONS PRIVATE LIMITED,742350.0,1.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1394628.0,I.T.World,04-Oct-2019 01:30 PM,Rejected-AOC,AOC not alloted,22-Feb-2020 01:20 PM,,,,,,,,,,,,,3.0,1398706.0,VANITY HOSPITALITY SERVICES,749707.35,2.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1399824.0,M/s Asha Security Guard Services,08-Oct-2019 05:35 PM,Accepted-AOC,AOC Alloted,22-Feb-2020 01:20 PM,,,,,,,,,,,,,4.0,1398719.0,esteem placement and consulting services,749773.0,3.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1399385.0,M/s Data Live Computer Technology,08-Oct-2019 12:51 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,22-Nov-2019 11:54 AM,,,,,,,,,,,,,5.0,1399824.0,M/s Asha Security Guard Services,749707.35,2.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1397917.0,M/S Sarva Hara Shram Sambida Sahak Allahabad,06-Oct-2019 03:29 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,22-Nov-2019 11:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1397012.0,M.S.SERVICES PRIVATE LIMITED,05-Oct-2019 02:10 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,12-Jun-2025 11:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1399808.0,PATLE CONTRACTOR,08-Oct-2019 05:37 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,22-Nov-2019 11:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1387717.0,SYBEX SUPPORT SERVICES PVT LTD,07-Oct-2019 04:01 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,22-Nov-2019 11:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1398706.0,VANITY HOSPITALITY SERVICES,08-Oct-2019 11:54 AM,Rejected-AOC,AOC not alloted,22-Feb-2020 01:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
