Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
"U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||IV Circle Irrigation Works, Jhansi",01/SE-IV/JHS/2019-20,2019_UPIDC_409755_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,03-Dec-2019 10:00 AM,03-Jan-2020 03:30 PM,03-Dec-2019 10:00 AM,03-Jan-2020 03:00 PM,NA ,NA ,20-Dec-2019 10:00 AM,03-Jan-2020 03:00 PM,08-Jan-2020 03:30 PM,"5,88,000",No,fixed,,Executive Engineer Saprar Division Jhansi,Jhansi,1.0,DD - Demand Draft,"2,714",Executive Engineer Saprar Division Jhansi,Jhansi,No,"Superintending Engineer, IV Circle, Irr","Office of Superintending Engineer, IV Circle, Irrigation Works, Jhansi Irrigation and Water Resources Department Uttar Pradesh, India. Station Road Jhansi","Increasing Capacity, Repair / Restoration of Arjar Tank, Shekhra Tank and 11 Nos. Bundhies in Tehsil Mauranipur of District Jhansi","Increasing Capacity, Repair / Restoration of Arjar Tank, Shekhra Tank and 11 Nos. Bundhies in Tehsil Mauranipur of District Jhansi",as per tender document ,NA ,"2,93,82,765",Civil Works,NA ,Tender,90.0,75.0,Jhansi,284001.0,"Office of Superintending Engineer, IV Circle, Irr ","Office of Superintending Engineer, IV Circle, Irrigation Works, Jhansi Irrigation and Water Resources Department Uttar Pradesh, India.  ",11-Dec-2019 03:00 PM ,"Office of Superintending Engineer, IV Circle, Irr",No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||IV Circle Irrigation Works, Jhansi",01/SE-IV/JHS/2019-20,2019_UPIDC_409755_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,03-Dec-2019 10:00 AM,03-Jan-2020 03:30 PM,03-Dec-2019 10:00 AM,03-Jan-2020 03:00 PM,NA ,NA ,20-Dec-2019 10:00 AM,03-Jan-2020 03:00 PM,08-Jan-2020 03:30 PM,"5,88,000",No,fixed,,Executive Engineer Saprar Division Jhansi,Jhansi,1.0,DD - Demand Draft,"2,714",Executive Engineer Saprar Division Jhansi,Jhansi,No,"Superintending Engineer, IV Circle, Irr","Office of Superintending Engineer, IV Circle, Irrigation Works, Jhansi Irrigation and Water Resources Department Uttar Pradesh, India. Station Road Jhansi","Increasing Capacity, Repair / Restoration of Arjar Tank, Shekhra Tank and 11 Nos. Bundhies in Tehsil Mauranipur of District Jhansi","Increasing Capacity, Repair / Restoration of Arjar Tank, Shekhra Tank and 11 Nos. Bundhies in Tehsil Mauranipur of District Jhansi",as per tender document ,NA ,"2,93,82,765",Civil Works,NA ,Tender,90.0,75.0,Jhansi,284001.0,"Office of Superintending Engineer, IV Circle, Irr ","Office of Superintending Engineer, IV Circle, Irrigation Works, Jhansi Irrigation and Water Resources Department Uttar Pradesh, India.  ",11-Dec-2019 03:00 PM ,"Office of Superintending Engineer, IV Circle, Irr",No ,No,29-Feb-2020,"INR 15,364,728.44",75.0,JASWANT SINGH,29-Feb-2020 01:17 PM,AOCMauranipur.pdf (250.00 KB),1.0,1530068.0,M/S Vinay Construction,INR,"15,364,728.44",1.0,1529819.0,AJAY SINGH,03-Jan-2020 09:11 AM,Rejected-AOC,Tender Awarded to L1,29-Feb-2020 01:18 PM,Finance,All Financial bid are admitted,JASWANT SINGH,24-Jan-2020 04:39 PM,finance_597058.pdf,BOQ Comparative Chart,Jaswant Singh,Internal,Niraj Kumar,JASWANT SINGH,29-Feb-2020 12:42 PM,finsummary_597058.pdf (433.84 KB),1.0,1529695.0,M/S KAILASH NARAYAN THEKEDAR,"1,99,56,439.76",L5,Technical,Technical Summary,JASWANT SINGH,06-Jan-2020 03:43 PM,technical_597058.pdf,Jaswant Singh Superintending Engineer,Internal,"Jaswant Singh Superintending Engineer, Niraj Kumar Superintending Engineer",JASWANT SINGH,08-Jan-2020 02:24 PM,08-Jan-2020 03:30 PM,techsummary_597058.pdf (428.98 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,2.0,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,2.0,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1530906.0,Hari Construction,03-Jan-2020 02:13 PM,Rejected-AOC,Tender Awarded to L1,29-Feb-2020 01:18 PM,,,,,,,,,,,,,2.0,1529819.0,AJAY SINGH,"1,92,16,484.52",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1530494.0,lallan singh contractor (P) ltd,03-Jan-2020 10:41 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,06-Jan-2020 03:43 PM,,,,,,,,,,,,,3.0,1529975.0,M/S SINGH BROTHER,"2,04,91,488.60",L7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1530524.0,M/s Anuj Tiwari,03-Jan-2020 01:31 PM,Rejected-AOC,Tender Awarded to L1,29-Feb-2020 01:18 PM,,,,,,,,,,,,,4.0,1530068.0,M/S Vinay Construction,"1,53,64,728.44",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1529695.0,M/S KAILASH NARAYAN THEKEDAR,03-Jan-2020 02:38 PM,Rejected-AOC,Tender Awarded to L1,29-Feb-2020 01:18 PM,,,,,,,,,,,,,5.0,1530524.0,M/s Anuj Tiwari,"2,05,29,014.29",L8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1530807.0,M/S KUMAR MANGLAM CONSTRUCTION,03-Jan-2020 02:39 PM,Rejected-AOC,Tender Awarded to L1,29-Feb-2020 01:18 PM,,,,,,,,,,,,,6.0,1530712.0,M/S S.S CONSTRUCTIONS COMPANY,"1,68,43,507.30",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1530756.0,M/S RADHIKA RAMAN YADAV THEKEDAR,03-Jan-2020 01:01 PM,Rejected-AOC,Tender Awarded to L1,29-Feb-2020 01:18 PM,,,,,,,,,,,,,7.0,1530756.0,M/S RADHIKA RAMAN YADAV THEKEDAR,"1,85,34,554.40",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1530931.0,M/S SARI CONTRACTOR,03-Jan-2020 02:30 PM,Rejected-AOC,Tender Awarded to L1,29-Feb-2020 01:18 PM,,,,,,,,,,,,,8.0,1530807.0,M/S KUMAR MANGLAM CONSTRUCTION,"2,13,83,585.78",L9,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1529975.0,M/S SINGH BROTHER,02-Jan-2020 07:35 PM,Rejected-AOC,Tender Awarded to L1,29-Feb-2020 01:18 PM,,,,,,,,,,,,,9.0,1530906.0,Hari Construction,"2,04,11,682.70",L6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1530712.0,M/S S.S CONSTRUCTIONS COMPANY,03-Jan-2020 12:47 PM,Rejected-AOC,Tender Awarded to L1,29-Feb-2020 01:18 PM,,,,,,,,,,,,,10.0,1530931.0,M/S SARI CONTRACTOR,"2,44,54,954.78",L10,,,,,,,,,,,,,,,
