Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Greater Noida Industrial Development Authority,OSD/PROJECT/15/143 DATED 05.11.2015,2015_GNIDA_20793_39,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"TENDER FEE,EMD,Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/-REVENUE STAMP,OTHER REQUISITES",04-Dec-2015 09:00 AM,11-Dec-2015 11:00 AM,04-Dec-2015 09:00 AM,10-Dec-2015 05:00 PM,NA ,NA ,04-Dec-2015 09:00 AM,10-Dec-2015 05:00 PM,12-Jan-2016 11:00 AM,"19,000",No,fixed,,GREATER NOIDA INDUSTRIAL DEVELOPMENT AUTHORITY,GREATER NOIDA,1.0,RTGS - RTGS Payment,525.0,GREATER NOIDA INDUSTRIAL DEVELOPMENT AUTHORITY,GREATER NOIDA,No,OSD (PROJECT),GREATER NOIDA INDUSTRIAL DEVELOPMENT AUTHORITY,"Repair, painting work of Shamshan Ghat in village Safipur, Greater Noida","Repair, painting work of Shamshan Ghat in village Safipur, Greater Noida",REFER TENDER DOCUMENTS ,NA ,"9,50,050",Civil Works,REPAIRING AND PAINTING ,Tender,90.0,90.0,GREATER NOIDA,201308.0,NA ,NA ,NA ,GREATER NOIDA INDUSTRIAL DEVELOPMENT AUTHORITY,No ,No,Greater Noida Industrial Development Authority,OSD/PROJECT/15/143 DATED 05.11.2015,2015_GNIDA_20793_39,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"TENDER FEE,EMD,Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/-REVENUE STAMP,OTHER REQUISITES",04-Dec-2015 09:00 AM,11-Dec-2015 11:00 AM,04-Dec-2015 09:00 AM,10-Dec-2015 05:00 PM,NA ,NA ,04-Dec-2015 09:00 AM,10-Dec-2015 05:00 PM,12-Jan-2016 11:00 AM,"19,000",No,fixed,,GREATER NOIDA INDUSTRIAL DEVELOPMENT AUTHORITY,GREATER NOIDA,1.0,RTGS - RTGS Payment,525.0,GREATER NOIDA INDUSTRIAL DEVELOPMENT AUTHORITY,GREATER NOIDA,No,OSD (PROJECT),GREATER NOIDA INDUSTRIAL DEVELOPMENT AUTHORITY,"Repair, painting work of Shamshan Ghat in village Safipur, Greater Noida","Repair, painting work of Shamshan Ghat in village Safipur, Greater Noida",REFER TENDER DOCUMENTS ,NA ,"9,50,050",Civil Works,REPAIRING AND PAINTING ,Tender,90.0,90.0,GREATER NOIDA,201308.0,NA ,NA ,NA ,GREATER NOIDA INDUSTRIAL DEVELOPMENT AUTHORITY,No ,No,05-Feb-2020,"INR 617,628",90.0,Naveen Kumar Jain,05-Feb-2020 07:13 PM,3443.PDF (210.00 KB),AWARD LETTER DATED 21.03.2016,1.0,82682.0,M/s CHAUDHARY BUILDERS,INR,"617,628",1.0,81371.0,Artharv Construction Company,07-Dec-2015 09:56 AM,Rejected-Finance,L9,05-Feb-2020 07:11 PM,Finance,UNDER EVALUATION,Pradeep Kumar Kaushik,12-Jan-2016 03:46 PM,finance_27557.pdf,BOQ Comparative Chart,DGM_FINANCE,Internal,SM_1 SM_2,Naveen Kumar Jain,05-Feb-2020 07:11 PM,finsummary_27557.pdf (416.26 KB),1.0,81371.0,Artharv Construction Company,"7,81,226.00",L9,Technical,UNDER TECHNICAL EVALUATION,Pradeep Kumar Kaushik,11-Dec-2015 05:06 PM,technical_27557.pdf,DGM_FINANCE,Internal,SM_1 SM_2,Pradeep Kumar Kaushik,11-Jan-2016 05:03 PM,12-Jan-2016 11:00 AM,techsummary_27557.pdf (391.62 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,82760.0,GOOD LUCK INFRA PROJECTS,10-Dec-2015 03:27 PM,Rejected-Finance,L7,05-Feb-2020 07:11 PM,,,,,,,,,,,,,2.0,81394.0,Jai Laxmi Construction,"7,03,037.00",L6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,81394.0,Jai Laxmi Construction,07-Dec-2015 10:38 AM,Rejected-Finance,L6,05-Feb-2020 07:11 PM,,,,,,,,,,,,,3.0,82606.0,M/S SHRI KRISHNA PROPERTIES,"6,91,162.00",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,82682.0,M/s CHAUDHARY BUILDERS,10-Dec-2015 12:58 PM,Accepted-AOC,L1,05-Feb-2020 07:13 PM,,,,,,,,,,,,,4.0,82667.0,M/s Shivam Associate,"7,01,992.00",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,82597.0,M/S H A INTERIORS PVT LTD,09-Dec-2015 03:56 PM,Rejected-Technical,DISQUALIFIED,11-Jan-2016 05:03 PM,,,,,,,,,,,,,5.0,82675.0,M/S JAI BAJRANG TRADERS,"7,39,614.00",L8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,82675.0,M/S JAI BAJRANG TRADERS,10-Dec-2015 11:14 AM,Rejected-Finance,L8,05-Feb-2020 07:11 PM,,,,,,,,,,,,,6.0,82682.0,M/s CHAUDHARY BUILDERS,"6,17,628.00",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,82769.0,M/s SHANTI CONSTRUCTION,10-Dec-2015 04:39 PM,Rejected-Finance,L2,05-Feb-2020 07:11 PM,,,,,,,,,,,,,7.0,82697.0,SHEETLA MATA ENTERPRISES,"6,93,537.00",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,82667.0,M/s Shivam Associate,10-Dec-2015 09:39 AM,Rejected-Finance,L5,05-Feb-2020 07:11 PM,,,,,,,,,,,,,8.0,82760.0,GOOD LUCK INFRA PROJECTS,"7,07,788.00",L7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,82606.0,M/S SHRI KRISHNA PROPERTIES,09-Dec-2015 03:06 PM,Rejected-Finance,L3,05-Feb-2020 07:11 PM,,,,,,,,,,,,,9.0,82769.0,M/s SHANTI CONSTRUCTION,"6,88,121.00",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,82697.0,SHEETLA MATA ENTERPRISES,10-Dec-2015 01:34 PM,Rejected-Finance,L4,05-Feb-2020 07:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
