Tender ID,Tender ID.1,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department,year_month,is_flood_tender,positive_keywords_dict,negative_keywords_dict,Scheme,month,Season,Erosion,Roads_Bridges_Embkt,Response Type,Flood Response - Subhead,Published Date.1
2025_UPIDC_1083668_59,,01/EE/2025-26,Silt Clearance/Scraping work of Lalpur Mr (Between km 0.00 to 3.700),Silt Clearance/Scraping work of Lalpur Mr (Between km 0.00 to 3.700),Works,Open Tender,Item Rate,Civil Works - Canal,No,No,NA ,07-Nov-2025 10:00 AM,NA ,90.0,No ,No,Online,14-Nov-2025 03:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Drainage Cirlce, Gonda||EE Chitaurgarh Dam Construction Division Balrampur",Tulsipur Balrampur,271210.0,2.0,"94,000",DEV PRAKASH TRIPATHI,"92,430",Accepted-AOC,06-Dec-2025,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Drainage Cirlce, Gonda||EE Chitaurgarh Dam Construction Division Balrampur",,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 2, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",,2025_12,Post-Monsoon,False,True,Repair and Restoration,{'mr': 2},
2025_UPIDC_1083216_1,,02 Date 08.10.2025 (Lot No-02),SILT CLEARANCE /SCRAPING AND JUNGLE CLEARANCE OF TARAUTI DY. FROM KM 0.000 TO KM 9.000,SILT CLEARANCE /SCRAPING AND JUNGLE CLEARANCE,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,18-Oct-2025 10:00 AM,NA ,90.0,No ,No,Online,29-Oct-2025 03:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Construction Circle, Varanasi||DPCD-2, ghazipur",GHZIPUR,233001.0,2.0,"4,14,000",M/S HARENDRA CONSTRUCTION,"400,853",Accepted-AOC,02-Dec-2025,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Construction Circle, Varanasi||DPCD-2, ghazipur",,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 2, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",,2025_12,Post-Monsoon,False,True,Others,,
2025_UPIDC_1086698_10,,04/AE-IV/2025-26,Earth Work in Silt Clearance/Scraping of Chhatwara Mr. from Km. 0.000 to Km. 1.700 and Tamauli Mr. from Km. 0.000 to Km. 1.000,Silt Clearance/Scraping,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,30-Oct-2025 10:00 AM,NA ,90.0,No ,No,Online,07-Nov-2025 12:30 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD-32, azamgarh",AZAMGARH,276001.0,2.0,"70,000",ANAND CONSTRUCTION,"34,424",Accepted-AOC,06-Dec-2025,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD-32, azamgarh",,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 2, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 1, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",,2025_12,Post-Monsoon,True,True,Repair and Restoration,{'mr': 2},
2025_UPIDC_1088427_94,,01/AE/2025-26,Lot-34,Silt clearance and Scraping,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,17-Nov-2025 11:00 AM,NA ,90.0,No ,No,Online,22-Nov-2025 11:00 AM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD-23, azamgarh",Azamgarh,276001.0,2.0,,BITTU CONSTRUCTION,"106,553",Accepted-AOC,26-Dec-2025,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XIV Circle Irrigation Works, Azamgarh||SSD-23, azamgarh",,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 1, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 1, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",,2025_12,Post-Monsoon,True,True,Others,,
2025_UPIDC_1084460_36,,01/EE/2025-26,Earth work in silt clearance and scraping of sitadwar Mr. from km. 0.000 to km. 8.200,Earth work in silt clearance and scraping of sitadwar Mr. from km. 0.000 to km. 8.200,Works,Open Tender,Item Rate,Civil Works - Canal,No,No,NA ,06-Nov-2025 10:00 AM,NA ,90.0,No ,No,Online,12-Nov-2025 03:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Drainage Cirlce, Gonda||SCD-1 Balrampur",Shrawasti,271805.0,2.0,"2,22,000",BANKE BIHARI CONTRACTOR & GENERAL ORDER SUPPLIERS,"221,534.62",Accepted-AOC,08-Dec-2025,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Drainage Cirlce, Gonda||SCD-1 Balrampur",,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 2, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",,2025_12,Post-Monsoon,False,True,Repair and Restoration,{'mr': 2},
2025_UPIDC_1087576_2,,04/EE/SSK41/2025-26,SILT CLEARANCE OF INHUANA DY FROM KM 32.370 TO KM 42.400,SILT CLEARANCE OF INHUANA DY FROM KM 32.370 TO KM 42.400,Works,Open Tender,Item Rate,Civil Works - Canal,No,No,NA ,12-Nov-2025 10:00 AM,NA ,90.0,No ,No,Online,17-Nov-2025 02:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XVI Circle Irrigation Works, Pratapgargh||Sharda Sahayak Division 41 Amethi",Amethi,227409.0,2.0,"6,52,000",ALTRA CONST ASSOCIATES,"443,540.2",Accepted-AOC,26-Nov-2025,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XVI Circle Irrigation Works, Pratapgargh||Sharda Sahayak Division 41 Amethi",,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 2, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",,2025_12,Post-Monsoon,False,True,Others,,
2025_UPIDC_1079911_26,,02/E.E/2025-26,Silt Clearance of Amoghpur Mr. from km. 0.00 to 4.94 And Amroli Mr. from km.0.00 to 3.84 for Year 2025-26,Silt Clearance of Amoghpur Mr. from km. 0.00 to 4.94 And Amroli Mr. from km.0.00 to 3.84 for Year 2025-2,Works,Open Tender,Item Rate,Civil Works - Canal,No,No,NA ,25-Oct-2025 11:00 AM,NA ,90.0,No ,No,Online,31-Oct-2025 12:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||II Circle Irrigation Works, Kanpur||ID, farrukhabad",FARRUKHABAD,209625.0,2.0,,M/S EKTA CONSTRUCTION,"203,695.38",Accepted-AOC,14-Nov-2025,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||II Circle Irrigation Works, Kanpur||ID, farrukhabad",,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 2, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",,2025_12,Post-Monsoon,False,True,Repair and Restoration,{'mr': 4},
2025_UPIDC_1079911_32,,02/E.E/2025-26,Silt clearance of jirau minor from km 0.000 to 3.220 jaisinghpur minor from km 0.00 to 3.790 and Ludhaiya minor from km 0.00 to 1.610 km for year 2025-26,Silt clearance of jirau minor from km 0.000 to 3.220 jaisinghpur minor from km 0.00 to 3.790 and Ludhaiya minor from km 0.00 to 1.610 km for year 2025-26,Works,Open Tender,Item Rate,Civil Works - Canal,No,No,NA ,01-Nov-2025 01:00 PM,NA ,90.0,No ,No,Online,07-Nov-2025 12:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||II Circle Irrigation Works, Kanpur||ID, farrukhabad",FARRUKHABAD,209625.0,2.0,,M/S EKTA CONSTRUCTION,"144,038.07",Accepted-AOC,11-Nov-2025,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||II Circle Irrigation Works, Kanpur||ID, farrukhabad",,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 2, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",,2025_12,Post-Monsoon,False,True,Others,,
2025_UPIDC_1082718_2,,1649/2025-26 Dt. 06-10-2025 T.N.No-02/EE/2025-26,Lot 11 Retender E/W in Silt Clearance and Scrapping in Aharaulla Dy. From Km.0.000 to km. 9.200,Lot 11 Retender E/W in Silt Clearance and Scrapping in Aharaulla Dy. From Km.0.000 to km. 9.200,Works,Open Tender,Item Rate,Civil Works - Canal,No,No,NA ,05-Nov-2025 10:00 AM,NA ,90.0,No ,No,Online,10-Nov-2025 01:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XI Circle Irrigation Works, Faizabad||IDT, akbarpur",Ambedkarnagar,224122.0,2.0,"12,25,000",Ms A S Construction,"538,030",Accepted-AOC,15-Nov-2025,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XI Circle Irrigation Works, Faizabad||IDT, akbarpur",,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 2, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",,2025_12,Post-Monsoon,False,True,Others,,
2025_UPIDC_1078505_94,,01/EE/2025-26,SILT CLEARANCE OFLAHURADEVA MR. BETWEEN KM. 0.000 TO KM. 2.240,SILT CLEARANCE OF LAHURADEVA MR. BETWEEN KM. 0.000 TO KM. 2.240,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,22-Oct-2025 04:00 PM,NA ,90.0,No ,No,Online,28-Oct-2025 03:00 PM,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti||SCD Khaliabad",sant kabir nagar,272175.0,2.0,"47,325",M/S AMIT KUMAR SINGH,"41,939.65",Accepted-AOC,01-Dec-2025,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-2, Gonda||Irrigation Construction Circle, Basti||SCD Khaliabad",,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 2, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",,2025_12,Post-Monsoon,False,True,Repair and Restoration,{'mr': 2},
