,Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Published Date.1,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department,is_flood_tender,positive_keywords_dict,negative_keywords_dict,Season,Scheme,Erosion,Roads_Bridges_Embkt,Response Type,Flood Response - Subhead,month,Tender ID.1,tender_district_externalReference,tender_district_title_description,tender_district_location,DISTRICT_FINALISED,tender_villages,tender_block,tender_subdistrict,gp,tender_block_location,BLOCK_FINALISED
278,2020_UPIDC_428625_1,09/EE/2019-20(LOT-18),Repair and Restoration Repair of Head Sluice at Chakdaha Bundhi No. 1 (LOT-18),Repair and Restoration Repair of Head Sluice at Chakdaha Bundhi No. 1,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,28-Jan-2020 10:00 AM,,NA ,90.0,No ,No,Offline,10-Feb-2020 11:00 AM,"U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||Irrigation Works Circle, Banda||ID, mahoba",HAMIRPUR,210301.0,2.0,"28,93,000",USHA BAJPAI,"1,919,188.72",Rejected-Finance,17-Feb-2020,"U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||Irrigation Works Circle, Banda||ID, mahoba",True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 2, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 2, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'repair': 4, 'restoration': 2}",2020_02,,NA,NA,Hamirpur,Hamirpur,'CHAKDAHA',MAUDAHA,,,,MAUDAHA
279,2020_UPIDC_428626_1,09/EE/2019-20(LOT-19),Bighyana Bundhi 1 (LOT19),Repair and Restoration Repair of Head Sluice at Bighyana Bundhi 1,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,28-Jan-2020 10:00 AM,,NA ,90.0,No ,No,Offline,10-Feb-2020 11:00 AM,"U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||Irrigation Works Circle, Banda||ID, mahoba",HAMIRPUR,210301.0,2.0,"25,33,000",NIRANJAN SINGH,"1,511,332",Rejected-Finance,17-Feb-2020,"U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||Irrigation Works Circle, Banda||ID, mahoba",True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 1, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 1, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'repair': 2, 'restoration': 1}",2020_02,,NA,NA,Hamirpur,Hamirpur,,,,,,
280,2020_UPIDC_428628_1,09/EE/2019-20(LOT-20),Kuchhechha Bundhi (LOT-20),Repair and Restoration Repair of Head Sluice at Kuchhechha Bundhi,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,28-Jan-2020 10:00 AM,,NA ,90.0,No ,No,Offline,10-Feb-2020 11:00 AM,"U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||Irrigation Works Circle, Banda||ID, mahoba",HAMIRPUR,210301.0,2.0,"10,19,000",M/s Radhika Construction,"633,550.71",Rejected-AOC,17-Feb-2020,"U P Irrigation Department (Civil)||Chief Engineer-Betwa, Jhansi||Irrigation Works Circle, Banda||ID, mahoba",True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 1, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 1, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'repair': 2, 'restoration': 1}",2020_02,,NA,NA,Hamirpur,Hamirpur,'KUCHHECHHA',RATH,,,,RATH
15,2019_CEMRT_396742_2,966/4A dated 22.10.2019,Patch Repair work on different VR roads under AE I,Patch Repair work on different VR roads under AE I,Works,Open Tender,Percentage,Civil Works - Roads,No,No,NA ,30-Oct-2019 10:00 AM,,31-Oct-2019 12:00 PM ,90.0,No ,No,Online,06-Nov-2019 12:30 PM,Cheif Engineer Meerut Zone PWD Meerut||SE BULAND SHAHAR PWD BULANDSHAHAR||EE CONSTRUCTION DIVISION-2 PWD GAZIABAD,GHAZIABAD,201001.0,2.0,"20,00,000",M/S D.A.P.L ASSOCIATES,"1,873,593",Accepted-AOC,08-Jan-2020,Cheif Engineer Meerut Zone PWD Meerut||SE BULAND SHAHAR PWD BULANDSHAHAR||EE CONSTRUCTION DIVISION-2 PWD GAZIABAD,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 2, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,True,True,Repair and Restoration,{'repair': 2},2020_01,,NA,NA,Ghaziabad,Ghaziabad,,,,,,
111,2019_CEMRT_396742_1,966/4A dated 22.10.2019,Patch Repair work on different ODR roads under AE I,Patch Repair work on different ODR roads under AE I,Works,Open Tender,Percentage,Civil Works - Roads,No,No,NA ,30-Oct-2019 10:00 AM,,31-Oct-2019 12:00 PM ,90.0,No ,No,Online,06-Nov-2019 12:30 PM,Cheif Engineer Meerut Zone PWD Meerut||SE BULAND SHAHAR PWD BULANDSHAHAR||EE CONSTRUCTION DIVISION-2 PWD GAZIABAD,GHAZIABAD,201001.0,2.0,"20,00,000",ARVIND KUMAR SHARMA,"1,828,627.5",Accepted-AOC,04-Feb-2020,Cheif Engineer Meerut Zone PWD Meerut||SE BULAND SHAHAR PWD BULANDSHAHAR||EE CONSTRUCTION DIVISION-2 PWD GAZIABAD,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 2, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,True,True,Repair and Restoration,{'repair': 2},2020_02,,NA,NA,Ghaziabad,Ghaziabad,,,,,,
150,2019_SCIDC_398945_5,0076/EE/GZB/E-TENDER/2019-20,CONSTRUCTION OF INTERLOCKING WORK,"Interlocking Work and Drain Infront of Bilal Masjid Bharat Nagar Rawali Road at Muradnagar, Ghaziabad",Works,Open Tender,Percentage,Civil Works,No,No,NA ,18-Jan-2020 05:30 PM,,NA ,60.0,No ,No,Offline,25-Jan-2020 02:00 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Ghaziabad,MURADNAGAR GHAZIABAD,201206.0,2.0,,M/S A TO Z ASSOCIATES,"671,648.82",Accepted-AOC,17-Feb-2020,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Ghaziabad,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 1, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'Construction': 1, 'Drain': 1}",2020_02,,NA,Ghaziabad,Ghaziabad,Ghaziabad,,MURADNAGAR,Modinagar,SURANA,MURADNAGAR,MURADNAGAR
151,2019_SCIDC_404451_4,0081/EE/GZB/E-TENDER/2019-20,Drain and Interlocking Work,"Drain and Interlocking Work From Istiyak residence to Irfan residence Bharat Nagar at Muradnagar, Ghaziabad",Works,Open Tender,Percentage,Civil Works,No,No,NA ,20-Jan-2020 09:00 AM,,NA ,60.0,No ,No,Offline,25-Jan-2020 02:00 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Ghaziabad,MURADNAGAR GHAZIABAD,201206.0,2.0,,M/S A TO Z ASSOCIATES,"417,585.17",Accepted-AOC,17-Feb-2020,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Ghaziabad,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,{'Drain': 2},2020_02,,NA,Ghaziabad,Ghaziabad,Ghaziabad,,MURADNAGAR,Modinagar,SURANA,MURADNAGAR,MURADNAGAR
254,2020_REDUP_428178_1,NIT - 2212 dt 06.01.2020,Construction work of interlocking tiles n drain From Sh. Ram Hardware to Hatim Chaudhary home NK Sharma home to Bhure Lal Sharma home Ram Prakash Yadav home to Mahipal Yadav home Arjun Singh street n Kakke street in Krishna Nagr Bagu Colony Ward N01,Construction work of interlocking tiles n drain From Sh. Ram Hardware to Hatim Chaudhary home NK Sharma home to Bhure Lal Sharma home Ram Prakash Yadav home to Mahipal Yadav home Arjun Singh street n Kakke street in Krishna Nagr Bagu Colony Ward N01,Works,Open Tender,Percentage,Civil Works,No,No,NA ,27-Jan-2020 09:00 AM,,NA ,90.0,No ,No,Online,03-Feb-2020 12:30 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE GHAZIABAD,Ghaziabad,201001.0,2.0,"20,68,000",M/S MITTAL GENERATOR SERVICE,"2,049,108",Accepted-AOC,27-Feb-2020,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE GHAZIABAD,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'Construction': 2, 'Drain': 2}",2020_02,,NA,NA,Ghaziabad,Ghaziabad,,,,,,
255,2020_REDUP_428178_2,NIT - 2212 dt 06.01.2020,"Construction work of interlocking tiles and drain From Santosh house to Manoj house and in Gangaswarup, Kiranpal and Prem sharma wali Galies in ward no. 35 Akhbarpur Behrampur Sandeep Enclave.","Construction work of interlocking tiles and drain From Santosh house to Manoj house and in Gangaswarup, Kiranpal and Prem sharma wali Galies in ward no. 35 Akhbarpur Behrampur Sandeep Enclave.",Works,Open Tender,Percentage,Civil Works,No,No,NA ,27-Jan-2020 09:00 AM,,NA ,90.0,No ,No,Online,03-Feb-2020 12:30 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE GHAZIABAD,Ghaziabad,201001.0,2.0,"23,90,000",M/s S.K.Enterprises,"2,367,291",Rejected-AOC,27-Feb-2020,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE GHAZIABAD,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'Construction': 2, 'Drain': 2}",2020_02,,NA,NA,Ghaziabad,Ghaziabad,,,,,,
256,2020_SCIDC_418973_4,0088/EE/GZB/E-TENDER/2019-20,Drain and Interlocking Work,"Drain and Interlocking Work From Mohammad Aneesh Ahmad residence to Aash Mohammad residence Aakash Nagar, Ghaziabad",Works,Open Tender,Percentage,Civil Works,No,No,NA ,21-Feb-2020 09:00 AM,,NA ,60.0,No ,No,Offline,26-Feb-2020 01:00 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Ghaziabad,AAKASH NAGAR GHAZIABAD,201015.0,2.0,"3,55,311",NAR SINGH KUMAR CONTRACTOR,"355,204.41",Rejected-Finance,29-Feb-2020,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Ghaziabad,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,{'Drain': 2},2020_02,,NA,Ghaziabad,Ghaziabad,Ghaziabad,,,,,,
11,2019_CEJNS_363103_1,1897/10A date10-07-2019,Reconstruction of Pantoon bridge at Jalauni Mata Mandir-Beejalpur Ghat (Yamuna River) in district Jalaun Year 2019-20,Reconstruction of Pantoon bridge at Jalauni Mata Mandir-Beejalpur Ghat (Yamuna River) in district Jalaun Year 2019-20,Works,Open Tender,Fixed-rate,Civil Works - Roads,No,No,NA ,11-Jul-2019 04:00 PM,,20-Jul-2019 12:00 PM ,90.0,No ,No,Online,26-Jul-2019 12:30 PM,Chief Engineer Jhansi Zone PWD Jhansi UP||JHANSI CIRLCE PWD JHANSI||CONSTRUCTION DIVISION 3 PWD ORAI,Orai,285001.0,2.0,"18,15,000",M/s. Dharmendra Construction Co.,"1,501,635.32",Accepted-AOC,25-Jan-2020,Chief Engineer Jhansi Zone PWD Jhansi UP||JHANSI CIRLCE PWD JHANSI||CONSTRUCTION DIVISION 3 PWD ORAI,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 2, 'River': 2, 'Drain': 0, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Monsoon,,False,True,Repair and Restoration,"{'reconstruction': 2, 'Bridge': 2}",2020_01,,NA,Jalaun,Jalaun,Jalaun,,JALAUN,Jalaun,JIPURA,JALAUN,JALAUN
12,2019_CEJNS_397532_1,3357/10A date-30-10-2019,"Painting and writing of Tree, Culvert, Kilomiter, Hectomiter stone etc of SH-MDR-ODR Roads.","Painting and writing of Tree, Culvert, Kilomiter, Hectomiter stone etc of SH-MDR-ODR Roads.",Works,Open Tender,Fixed-rate,Civil Works - Others,No,No,NA ,30-Oct-2019 05:00 PM,,04-Nov-2019 12:00 PM ,90.0,No ,No,Online,08-Nov-2019 12:30 PM,Chief Engineer Jhansi Zone PWD Jhansi UP||JHANSI CIRLCE PWD JHANSI||CONSTRUCTION DIVISION 3 PWD ORAI,Orai,285001.0,2.0,"7,00,000",M/S ANAND KUMAR,"686,216.2",Accepted-AOC,17-Jan-2020,Chief Engineer Jhansi Zone PWD Jhansi UP||JHANSI CIRLCE PWD JHANSI||CONSTRUCTION DIVISION 3 PWD ORAI,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Others,,2020_01,,NA,NA,Jalaun,Jalaun,,,,,,
87,2019_UPIDM_378501_1,07/WEDK/2019-20,Repair and preventive maintinence of TATA CRANE 80Ton Model No 955 ALC,"Repairing, refurbishing, preventive maintenance of various parts of TATA crane 80 Ton such as cam clutch assembly, link, swing controller assembly propelling brake, brake chamber with complete overhauling at Lehchura Dam Jhansi.",Works,Open Tender,Lump-sum,Miscellaneous Works,No,No,NA ,09-Sep-2019 10:00 AM,,NA ,90.0,No ,No,Offline,16-Sep-2019 03:00 PM,U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E Irrigation Workshop Circle - I Kanpur||E E Irrigation Erection Division Kanpur,Lehchura Dam Jhansi,284001.0,2.0,"17,72,000",S K ENGINEERING WORKS,"1,735,000",Rejected-Finance,23-Sep-2019,U P Irrigation Department (Mechanical)||Central Equipment and Stores Procurement||S E Irrigation Workshop Circle - I Kanpur||E E Irrigation Erection Division Kanpur,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 1, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Monsoon,,False,False,Repair and Restoration,"{'repair': 1, 'repairing': 1}",2020_01,,NA,Jhansi,Jhansi,Jhansi,,,,,,
110,2019_CEJNS_417618_1,2178 / 18A / 2019-20 Dated. 16.12.2019,"Repairing and painting of culvert and painting of KM stone and HM stone of MDR, ODR and there link roads.","Repairing and painting of culvert and painting of KM stone and HM stone of MDR, ODR and there link roads.",Works,Open Tender,Fixed-rate,Civil Works - Others,No,No,NA ,28-Dec-2019 06:00 PM,,03-Jan-2020 12:00 PM ,90.0,No ,No,Online,10-Jan-2020 12:30 PM,Chief Engineer Jhansi Zone PWD Jhansi UP||JHANSI CIRLCE PWD JHANSI||PROVINCIAL DIVISION PWD JHANSI,JHANSI,284001.0,2.0,"19,00,000",M/S KAVYA CONSTRUCTION,"1,774,711.38",Rejected-Finance,11-Feb-2020,Chief Engineer Jhansi Zone PWD Jhansi UP||JHANSI CIRLCE PWD JHANSI||PROVINCIAL DIVISION PWD JHANSI,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,{'repairing': 2},2020_02,,NA,NA,Jhansi,Jhansi,,,,,,
