,Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Published Date.1,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department,is_flood_tender,positive_keywords_dict,negative_keywords_dict,Season,Scheme,Erosion,Roads_Bridges_Embkt,Response Type,Flood Response - Subhead,month,Tender ID.1,tender_district_externalReference,tender_district_title_description,tender_district_location,DISTRICT_FINALISED,tender_villages,tender_block,tender_subdistrict,gp,tender_block_location,BLOCK_FINALISED
66,2019_SCIDC_416189_1,40/74/Balance Work of RBS POLYTECHNIC BICHPURI/Agr,"A. Maintenance And Repair Work of The Administrative Building (Sanitary Work). B. Construction of Drain at Raja Balwant Singh Polytechnic Bichpuri, Agra. C. Construction of Interlocking Tiles Work at Raja Balwant Singh Polytechnic Bichpuri, Agra.","A. Maintenance And Repair Work of The Administrative Building (Sanitary Work). B. Construction of Drain at Raja Balwant Singh Polytechnic Bichpuri, Agra. C. Construction of Interlocking Tiles Work at Raja Balwant Singh Polytechnic Bichpuri, Agra.",Works,Open Tender,Percentage,Civil Works,No,No,NA ,24-Dec-2019 04:00 PM,,NA ,135.0,No ,No,Offline,31-Dec-2019 01:00 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Agra,Sikandra Agra,282007.0,2.0,"19,86,000",M/S PRAGYA CONSTRUCTION,"1,995,757.54",Not Admitted-Fee/PreQual/Technical,07-Jan-2020,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Agra,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'repair': 2, 'Construction': 4, 'Drain': 2}",2020_01,,NA,Agra,Agra,Agra,'BICHPURI',BICHPURI,Agra,BICHPURI,BICHPURI,BICHPURI
68,2019_UPCDS_391771_1,"1190/E-Tender-102, Dt. 11.10.2019",Construction of RCC Drain from Bheem Vatika Junction to Panchgaie Khera Drain District Agra,As per Tender Document,Works,Open Tender,Percentage,Civil Works - Others,No,No,NA ,14-Oct-2019 10:00 AM,,NA ,120.0,No ,No,Offline,30-Oct-2019 04:00 PM,Construction and Design Services UP Jal Nigam||C.G.M. (II) Noida||G.M. (09) Noida||Unit-35 Agra,"Devori Road, Agra",282001.0,2.0,"13,47,52,716",M/s SAMRIDHI INNFRATECH,"99,582,257",Rejected-Finance,16-Jan-2020,Construction and Design Services UP Jal Nigam||C.G.M. (II) Noida||G.M. (09) Noida||Unit-35 Agra,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'Construction': 1, 'Drain': 2}",2020_01,,NA,Agra,Agra,Agra,'KHERA',JAITPUR KALAN,,,,JAITPUR KALAN
98,2020_SCIDC_425393_1,49/74/MLA/Agra Cant./Agra,FOR A. Construction of Painting Road And Drain from House no. 63 to Dr. D.B. Sharma House at Commandar Colony. B. Construction of Painting Road And Drain from House no. 45 to Suresh Chand Gupta House at Commandar Colony.,FOR A. Construction of Painting Road And Drain from House no. 63 to Dr. D.B. Sharma House at Commandar Colony. B. Construction of Painting Road And Drain from House no. 45 to Suresh Chand Gupta House at Commandar Colony.,Works,Open Tender,Percentage,Civil Works - Others,No,No,NA ,18-Jan-2020 04:00 PM,,NA ,105.0,No ,No,Offline,25-Jan-2020 01:00 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Agra,sikandra Agra,282007.0,2.0,"11,71,000",OM CONSTRUCTION,"1,171,028.28",Rejected-AOC,05-Feb-2020,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Agra,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 4, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'Construction': 4, 'Drain': 4}",2020_01,,NA,NA,Agra,Agra,,,,,,
99,2020_SCIDC_425398_1,50/74/MLA/Agra Cant./Agra,FOR Construction of Painting Road And Drain from House no. 60 to Jasbindar House to Colony Main Gate at Commandar Colony.,FOR Construction of Painting Road And Drain from House no. 60 to Jasbindar House to Colony Main Gate at Commandar Colony.,Works,Open Tender,Percentage,Civil Works - Roads,No,No,NA ,18-Jan-2020 05:00 PM,,NA ,105.0,No ,No,Offline,25-Jan-2020 01:00 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Agra,Sikandra Agra,282007.0,2.0,"12,34,000",OM CONSTRUCTION,"1,233,509.77",Rejected-AOC,05-Feb-2020,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Agra,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'Construction': 2, 'Drain': 2}",2020_01,,NA,NA,Agra,Agra,,,,,,
100,2020_SCIDC_425404_1,51/74/MLA/Agra Cant./Agra,FOR Construction of Painting Road And Drain from House no. 16 to Jagdish Singh House at Commandar Colony.,FOR Construction of Painting Road And Drain from House no. 16 to Jagdish Singh House at Commandar Colony.,Works,Open Tender,Percentage,Civil Works - Roads,No,No,NA ,18-Jan-2020 05:00 PM,,NA ,120.0,No ,No,Offline,25-Jan-2020 01:00 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Agra,Sikandra Agra,282007.0,2.0,"16,23,000",OM CONSTRUCTION,"1,622,925.58",Rejected-AOC,05-Feb-2020,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Agra,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'Construction': 2, 'Drain': 2}",2020_01,,NA,NA,Agra,Agra,,,,,,
101,2020_SCIDC_425411_1,52/74/MLA/Agra Cant./Agra,FOR Construction of Interlocking Road And Drain from House of Pratap Singh to Chandrabhan House and House of Satish Kumar to Harivilash Lawaniyan House at Gopal Pura Gwalior Road.,FOR Construction of Interlocking Road And Drain from House of Pratap Singh to Chandrabhan House and House of Satish Kumar to Harivilash Lawaniyan House at Gopal Pura Gwalior Road.,Works,Open Tender,Percentage,Civil Works - Roads,No,No,NA ,18-Jan-2020 05:00 PM,,NA ,105.0,No ,No,Offline,25-Jan-2020 01:00 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Agra,Sikandra AGRA,282007.0,2.0,"10,12,000",OM CONSTRUCTION,"1,011,884.65",Rejected-AOC,05-Feb-2020,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Agra,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'Construction': 2, 'Drain': 2}",2020_01,,NA,NA,Agra,Agra,,,,GOPAL PURA,,
102,2020_SCIDC_425414_1,53/74/MLA/Agra Cant./Agra,A. Construction of Interlocking Road And Drain from House of Dilip to Ratan Singh Gao wale House at Nagla Tekchand Devri Road. B. Construction of Interlocking from House of Vijay Singh to Rajveer House at Kotli Bagichi Devri Road. C. Construction of,A. Construction of Interlocking Road And Drain from House of Dilip to Ratan Singh Gao wale House at Nagla Tekchand Devri Road. B. Construction of Interlocking from House of Vijay Singh to Rajveer House at Kotli Bagichi Devri Road. C. Construction of,Works,Open Tender,Percentage,Civil Works - Roads,No,No,NA ,18-Jan-2020 05:00 PM,,NA ,105.0,No ,No,Offline,25-Jan-2020 01:00 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Agra,Sikandra Agra,282007.0,2.0,"14,72,000",RAGHAV CONSTRUCTION,"1,472,493.49",Rejected-AOC,05-Feb-2020,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Agra,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'Construction': 6, 'Drain': 2}",2020_01,,NA,NA,Agra,Agra,'NAGLA',JAGNER,,,,JAGNER
103,2020_SCIDC_425437_1,56/75/MLA/Agra Cant./Agra,"FOR Construction of Interlocking Road And Drain From Main road to The Road Leading to Mahatma Gandhi Statue and In Eagle Furniture Wali Gali at Ravali, M.G. Road.","FOR Construction of Interlocking Road And Drain From Main road to The Road Leading to Mahatma Gandhi Statue and In Eagle Furniture Wali Gali at Ravali, M.G. Road.",Works,Open Tender,Percentage,Civil Works - Roads,No,No,NA ,18-Jan-2020 06:00 PM,,NA ,105.0,No ,No,Offline,25-Jan-2020 01:00 PM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Agra,sikandra Agra,282007.0,2.0,"9,71,000",RAGHAV CONSTRUCTION,"970,581.56",Rejected-AOC,06-Feb-2020,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Agra,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'Construction': 2, 'Drain': 2}",2020_01,,NA,NA,Agra,Agra,,,,,,
202,2020_CEAGR_425630_8,26/15MG/2019-20 Dt 03-01-2020,"Special Repair and Drain Construction of Agra Jalesar road to Sher Khan Road in Km. 3(60), 4(250)","Special Repair and Drain Construction of Agra Jalesar road to Sher Khan Road in Km. 3(60), 4(250)",Works,Open Tender,Lump-sum,Civil Works - Roads,No,No,NA ,20-Jan-2020 12:00 PM,,23-Jan-2020 12:00 PM ,90.0,No ,No,Online,28-Jan-2020 12:00 PM,Chief Engineer Agra Zone PWD Agra UP||AGRA CIRCLE PWD AGRA||CONSTRUCTION DIVISION 1 -TT- PWD AGRA,"Executive Engineer Cont. Divi.-1(TTZ), PWD Agra",282001.0,2.0,"9,50,000",SRASHTI INFRASTRUCTURE,"767,398.67",Rejected-Finance,26-Feb-2020,Chief Engineer Agra Zone PWD Agra UP||AGRA CIRCLE PWD AGRA||CONSTRUCTION DIVISION 1 -TT- PWD AGRA,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 2, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,"{'repair': 2, 'Construction': 2, 'Drain': 2}",2020_02,,NA,Agra,Agra,Agra,,,,,,
309,2020_CEAGR_425590_11,5344/9A-PD/2019 Dated 26/12/2019,Re-construction of Damaged Culvert Situated at Kiraoli Runakta Road Km-2 on Gopau Rajwaha Road.(ODR),Re-construction of Damaged Culvert Situated at Kiraoli Runakta Road Km-2 on Gopau Rajwaha Road.(ODR),Works,Open Tender,Fixed-rate,Civil Works,No,No,NA ,20-Jan-2020 10:00 AM,,NA ,90.0,No ,No,Online,30-Jan-2020 12:30 PM,Chief Engineer Agra Zone PWD Agra UP||AGRA CIRCLE PWD AGRA||PROVINCIAL DIVISION PWD AGRA,Agra,282001.0,2.0,"16,20,000",M/S SUNIL KUMAR JAIN,"1,379,364.42",Accepted-AOC,17-Mar-2020,Chief Engineer Agra Zone PWD Agra UP||AGRA CIRCLE PWD AGRA||PROVINCIAL DIVISION PWD AGRA,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0, 'flood': 0, 'Bridge': 0, 'River': 0, 'Drain': 0, 'Restoration': 0, 'Protection': 0, 'irr': 0, 'irrigation': 0, 'dam': 0, 'Nallah': 0, 'Retrofitting': 0, 'Pond': 0, 'Pokhari': 0, 'D/C': 0, 'Recharge shaft': 0, 'LFB': 0, 'RFB': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0, 'supply': 0, 'Beautification': 0, 'Installation': 0}",Post-Monsoon,,False,True,Repair and Restoration,{'Construction': 2},2020_03,,NA,Agra,Agra,Agra,,,,GOPAU,,
