Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||BDSC, barabanki",03/EE/2019-20,2020_UPIDC_424632_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,17-Jan-2020 09:00 AM,29-Jan-2020 11:00 AM,17-Jan-2020 10:00 AM,28-Jan-2020 04:00 PM,NA ,NA ,17-Jan-2020 10:00 AM,28-Jan-2020 04:00 PM,03-Feb-2020 11:00 AM,"33,000",Yes,fixed,,EXECUTIVE ENGINEER,BARABANKI DIVISION SHARDA CANAL BARABANKI,1.0,DATE EXTENDED,Date,,1.0,DD - Demand Draft,900.0,EXECUTIVE ENGINEER,BARABANKI DIVISION SHARDA CANAL BARABANKI,Yes,EXECUTIVE ENGINEER BDSC BBK,EXECUTIVE ENGINEER BARABANKI DIVISION SHARDA CANAL BARABANKI,Renewal of Matelled road of Tikra Dy. From Km 0.000 to Km 1.000 AND Km 3.000 to Km 4.000,Renewal of Matelled road of Tikra Dy. From Km 0.000 to Km 1.000 AND Km 3.000 to Km 4.000,Please refer Tender documents. ,NA ,"16,30,000",Civil Works,NA ,Tender,90.0,30.0,BARABANKI,225001.0,NA ,NA ,NA ,BARABANKI DIVISION SHARDA CANAL BARABANKI,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||BDSC, barabanki",03/EE/2019-20,2020_UPIDC_424632_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,17-Jan-2020 09:00 AM,29-Jan-2020 11:00 AM,17-Jan-2020 10:00 AM,28-Jan-2020 04:00 PM,NA ,NA ,17-Jan-2020 10:00 AM,28-Jan-2020 04:00 PM,03-Feb-2020 11:00 AM,"33,000",Yes,fixed,,EXECUTIVE ENGINEER,BARABANKI DIVISION SHARDA CANAL BARABANKI,1.0,DATE EXTENDED,Date,,1.0,DD - Demand Draft,900.0,EXECUTIVE ENGINEER,BARABANKI DIVISION SHARDA CANAL BARABANKI,Yes,EXECUTIVE ENGINEER BDSC BBK,EXECUTIVE ENGINEER BARABANKI DIVISION SHARDA CANAL BARABANKI,Renewal of Matelled road of Tikra Dy. From Km 0.000 to Km 1.000 AND Km 3.000 to Km 4.000,Renewal of Matelled road of Tikra Dy. From Km 0.000 to Km 1.000 AND Km 3.000 to Km 4.000,Please refer Tender documents. ,NA ,"16,30,000",Civil Works,NA ,Tender,90.0,30.0,BARABANKI,225001.0,NA ,NA ,NA ,BARABANKI DIVISION SHARDA CANAL BARABANKI,No ,No,13-Feb-2020,"INR 1,293,690",30.0,Rakesh Verma,14-Mar-2020 05:02 PM,aoclot5tikra.pdf (271.00 KB),ACCEPTANCE OF TENDER,1.0,1563329.0,Satendra Pratap Singh,INR,"1,293,690",1.0,1563857.0,DROPADI DEVI,23-Jan-2020 11:46 PM,Rejected-Finance,QUOTED RATE GRATER THAN L1,03-Feb-2020 06:06 PM,Finance,FINANCIAL SUMMERY,Rakesh Verma,03-Feb-2020 05:30 PM,finance_621394.pdf,BOQ Comparative Chart,EXECUTIVE ENGINEER BARABANKI DIVISION SHARDA CANAL BARABANKI,Internal,EXECUTIVE ENGINEER BDSC BBK EXECUTIVE ENGINEER ID SULTANPUR EXECUTIVE ENGINEER SSK 28 HAIDERGARH BARABANKI DIVISIONAL ACCOUNT OFFICER BDSC BBK,Rakesh Verma,03-Feb-2020 06:06 PM,finsummary_621394.pdf (178.98 KB),1.0,1563329.0,Satendra Pratap Singh,"12,93,690.00",L1,Technical,TECHNICAL SUMMERY,Rakesh Verma,03-Feb-2020 09:17 AM,technical_621394.pdf,EXECUTIVE ENGINEER BARABANKI DIVISION SHARDA CANAL BARABANKI,Internal,EXECUTIVE ENGINEER BDSC BBK EXECUTIVE ENGINEER ID SULTANPUR EXECUTIVE ENGINEER SSK 28 HAIDERGARH BARABANKI DIVISIONAL ACCOUNT OFFICER BDSC BBK,Rakesh Verma,03-Feb-2020 10:03 AM,03-Feb-2020 11:00 AM,techsummary_621394.pdf (428.56 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,2.0,IN TECHNICAL EVALUATION,Technical Bid,,2.0,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,2.0,IN TECHNICAL EVALUATION,Technical Bid,,2.0,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1563625.0,M/S ARVIND KUMAR SINGH,23-Jan-2020 10:51 PM,Rejected-Finance,QUOTED RATE GRATER THAN L1,03-Feb-2020 06:06 PM,,,,,,,,,,,,,2.0,1563425.0,M/S NAV BHARAT CONSTRUCTION,"13,86,337.50",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1571292.0,M/S INDRAPRASTHA TRADERS,28-Jan-2020 03:19 PM,Rejected-Finance,QUOTED RATE GRATER THAN L1,03-Feb-2020 06:06 PM,,,,,,,,,,,,,3.0,1563625.0,M/S ARVIND KUMAR SINGH,"13,49,515.00",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1571534.0,M/S KAMAL ENTERPRIZES,28-Jan-2020 03:23 PM,Rejected-Finance,QUOTED RATE GRATER THAN L1,03-Feb-2020 06:06 PM,,,,,,,,,,,,,4.0,1563857.0,DROPADI DEVI,"14,05,330.00",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1563425.0,M/S NAV BHARAT CONSTRUCTION,28-Jan-2020 02:34 PM,Rejected-Finance,QUOTED RATE GRATER THAN L1,03-Feb-2020 06:06 PM,,,,,,,,,,,,,5.0,1570652.0,UNIQUE INFRA CONSTRUCTION PVT LTD,"14,11,607.50",L6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1570385.0,M/S UMA PRATAP SINGH,27-Jan-2020 07:08 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,03-Feb-2020 09:17 AM,,,,,,,,,,,,,6.0,1571292.0,M/S INDRAPRASTHA TRADERS,"15,97,626.75",L7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1563539.0,RANJEET SINGH CONTRACTOR,23-Jan-2020 09:52 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,03-Feb-2020 09:17 AM,,,,,,,,,,,,,7.0,1571534.0,M/S KAMAL ENTERPRIZES,"13,19,805.00",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1563329.0,Satendra Pratap Singh,23-Jan-2020 08:01 PM,Accepted-AOC,LOWEST QUOTED RATE,14-Mar-2020 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1570652.0,UNIQUE INFRA CONSTRUCTION PVT LTD,27-Jan-2020 11:07 PM,Rejected-Finance,QUOTED RATE GRATER THAN L1,03-Feb-2020 06:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_UPIDC_424632_1,03/EE/2019-20,Renewal of Matelled road of Tikra Dy. From Km 0.000 to Km 1.000 AND Km 3.000 to Km 4.000
