Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Category,Sub Category,Sub Category Description,Format/File,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Category,Sub Category,Sub Category Description,Format/File,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Cheif Engineer Bareilly Zone PWD Bareilly||SE BADAUN-PILIBHIT CIRCLE PWD BAREILLY||EE PROVINCIAL DIVISION PWD BADAUN,132(1)/7Nivida-08/20DT06.01.20,2020_CEBLY_422187_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,10-Jan-2020 09:00 AM,22-Jan-2020 03:00 PM,10-Jan-2020 09:00 AM,22-Jan-2020 12:00 PM,NA ,NA ,10-Jan-2020 12:00 PM,22-Jan-2020 12:00 PM,05-Feb-2020 04:30 PM,"5,70,000",Yes,fixed,,SE BDN PBTCircle PWD Bareilly,Bareilly,1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number ,,1.0,SBI Bank,"2,714",EE PD PWD Budaun,Budaun,No,SE BDN PBTCircle PWD Bareilly,Office of the SE BDN PBTCircle PWD Bareilly,New Construction of Majhiya Kachari Sekhupur Sakri Jungle road KM 9 to Meerapatti road,reffer tender document,Please refer Tender documents. ,NA ,"74,00,000",Civil Works - Roads,NA ,Tender,90.0,120.0,Budaun,243601.0,Office of the SE BDN PBTCircle PWD Bareilly ,Office of the SE BDN PBTCircle PWD Bareilly ,10-Jan-2020 12:00 PM ,Office of the SE BDN PBTCircle PWD Bareilly,No ,No,Cheif Engineer Bareilly Zone PWD Bareilly||SE BADAUN-PILIBHIT CIRCLE PWD BAREILLY||EE PROVINCIAL DIVISION PWD BADAUN,132(1)/7Nivida-08/20DT06.01.20,2020_CEBLY_422187_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NIT,10-Jan-2020 09:00 AM,22-Jan-2020 03:00 PM,10-Jan-2020 09:00 AM,22-Jan-2020 12:00 PM,NA ,NA ,10-Jan-2020 12:00 PM,22-Jan-2020 12:00 PM,05-Feb-2020 04:30 PM,"5,70,000",Yes,fixed,,SE BDN PBTCircle PWD Bareilly,Bareilly,1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number ,,1.0,SBI Bank,"2,714",EE PD PWD Budaun,Budaun,No,SE BDN PBTCircle PWD Bareilly,Office of the SE BDN PBTCircle PWD Bareilly,New Construction of Majhiya Kachari Sekhupur Sakri Jungle road KM 9 to Meerapatti road,reffer tender document,Please refer Tender documents. ,NA ,"74,00,000",Civil Works - Roads,NA ,Tender,90.0,120.0,Budaun,243601.0,Office of the SE BDN PBTCircle PWD Bareilly ,Office of the SE BDN PBTCircle PWD Bareilly ,10-Jan-2020 12:00 PM ,Office of the SE BDN PBTCircle PWD Bareilly,No ,No,20-Mar-2020,"INR 7,344,278.58",120.0,Naresh Kumar,20-Mar-2020 09:55 AM,MAJHIYA.pdf (270.00 KB),OK,1.0,1554740.0,M/S SMT. VIJAY SINGH THEKEDAR,INR,"7,336,199.87",1.0,1555475.0,M/S ASHOK KUMAR SHARMA THEKEDAR,20-Jan-2020 12:26 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,05-Feb-2020 04:15 PM,Finance,ok,Naresh Kumar,05-Feb-2020 04:47 PM,None,BOQ Comparative Chart,ER HEMANT SINGH,Internal,ER. AMAR SINGH,Naresh Kumar,20-Mar-2020 09:47 AM,finsummary_617095.pdf (24.82 KB),1.0,1554740.0,M/S SMT. VIJAY SINGH THEKEDAR,"73,36,199.87",L1,Technical,file attached,Naresh Kumar,05-Feb-2020 04:15 PM,technical_617095.pdf,Er. Hemant Singh,Internal,Er. Amar Singh,Naresh Kumar,05-Feb-2020 04:17 PM,05-Feb-2020 04:30 PM,techsummary_617095.pdf (24.25 KB),,,
,,,,,,,,,,,,,,,,.pdf,T1,,,,,,,,,,,,,,,,2.0,DNIT Documents ,DNIT ,Digitally Signed Terms Condition and Specfication ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,T1,,,,,,,,,,,,,,,,2.0,DNIT Documents ,DNIT ,Digitally Signed Terms Condition and Specfication ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1559130.0,M/S M.K.BUILDERS,22-Jan-2020 10:40 AM,Rejected-Finance,HIGH RATE,20-Mar-2020 09:47 AM,,,,,,,,,,,,,2.0,1559130.0,M/S M.K.BUILDERS,"73,98,626.24",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,3.0,Experience/ mfg. capacity ,Authentic document in support of experience of supplying Tendered item during last financial year ,Authentic document in support of experience of supplying Tendered item during last financial year ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,3.0,Experience/ mfg. capacity ,Authentic document in support of experience of supplying Tendered item during last financial year ,Authentic document in support of experience of supplying Tendered item during last financial year ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1554740.0,M/S SMT. VIJAY SINGH THEKEDAR,21-Jan-2020 06:14 PM,Accepted-AOC,OK,20-Mar-2020 09:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Experience/ mfg. capacity ,Detailed Experience of Supplied Items/Works/Services of the Bidder ,Detailed Experience of Supplied Items/Works/Services of the Bidder ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Experience/ mfg. capacity ,Detailed Experience of Supplied Items/Works/Services of the Bidder ,Detailed Experience of Supplied Items/Works/Services of the Bidder ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Experience/ mfg. capacity ,Performance Certificates of the Supplied Items/Works/Services for previous years ,Performance Certificates of the Supplied Items/Works/Services for previous years ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Experience/ mfg. capacity ,Performance Certificates of the Supplied Items/Works/Services for previous years ,Performance Certificates of the Supplied Items/Works/Services for previous years ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,Financial Details ,Balance Sheets ,Copy of balance sheets audited by Chartered Accountant in support of annual turnover ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,Financial Details ,Balance Sheets ,Copy of balance sheets audited by Chartered Accountant in support of annual turnover ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,Financial Details ,Certificates from Bankers ,Certificates from Bankers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,Financial Details ,Certificates from Bankers ,Certificates from Bankers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Machinery Details ,Machinery Details ,Machinery Details ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Machinery Details ,Machinery Details ,Machinery Details ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Machinery Details ,NIC UPSU ,NIC UPSU Lucknow ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Machinery Details ,NIC UPSU ,NIC UPSU Lucknow ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Misc. document ,Any other document ,Any other document ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Misc. document ,Any other document ,Any other document ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
