Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow",10/SE-VII/2019-20,2020_UPIDC_430700_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,03-Feb-2020 04:00 PM,10-Feb-2020 04:00 PM,03-Feb-2020 04:00 PM,10-Feb-2020 02:00 PM,NA ,NA ,03-Feb-2020 04:00 PM,10-Feb-2020 02:00 PM,17-Feb-2020 03:00 PM,"1,12,000",No,fixed,,E.E. Barabanki Division Sharda Canal,Barabanki,1.0,change in check list,Technical Bid,,1.0,SBI Bank,"2,354",E.E. Barabanki Division Sharda Canal,Barabanki,No,Superintending Engineer,"VII CIRCLE IRRIGATION WORKS, SAROJANI NAIDU MARG, LUCKNOW",Construction of Interlocking road at bank of chinhat dy from Amraigao/Naubasta puliya to head of Khargapur Mr. (Lot No-01),Construction of Interlocking road at bank of chinhat dy from Amraigao/Naubasta puliya to head of Khargapur Mr. (Lot No-01),Please refer Tender documents. ,NA ,"56,00,000",Civil Works - Canal,NA ,Tender,90.0,30.0,BARABANKI,225001.0,NA ,NA ,NA ,Lucknow,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow",10/SE-VII/2019-20,2020_UPIDC_430700_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,03-Feb-2020 04:00 PM,10-Feb-2020 04:00 PM,03-Feb-2020 04:00 PM,10-Feb-2020 02:00 PM,NA ,NA ,03-Feb-2020 04:00 PM,10-Feb-2020 02:00 PM,17-Feb-2020 03:00 PM,"1,12,000",No,fixed,,E.E. Barabanki Division Sharda Canal,Barabanki,1.0,change in check list,Technical Bid,,1.0,SBI Bank,"2,354",E.E. Barabanki Division Sharda Canal,Barabanki,No,Superintending Engineer,"VII CIRCLE IRRIGATION WORKS, SAROJANI NAIDU MARG, LUCKNOW",Construction of Interlocking road at bank of chinhat dy from Amraigao/Naubasta puliya to head of Khargapur Mr. (Lot No-01),Construction of Interlocking road at bank of chinhat dy from Amraigao/Naubasta puliya to head of Khargapur Mr. (Lot No-01),Please refer Tender documents. ,NA ,"56,00,000",Civil Works - Canal,NA ,Tender,90.0,30.0,BARABANKI,225001.0,NA ,NA ,NA ,Lucknow,No ,No,26-Feb-2020,"INR 4,363,646.08",30.0,Rajendra Jain,02-Mar-2020 12:52 PM,lot01paramjeet.pdf (267.00 KB),1.0,1588861.0,PARAMJEET SINGH,INR,"4,363,646.08",1.0,1588442.0,MANOHAR LAL AND COMPANY,10-Feb-2020 12:23 AM,Rejected-AOC,L4,02-Mar-2020 12:52 PM,Finance,summary uploaded,Rajendra Jain,17-Feb-2020 04:05 PM,finance_631906.pdf,BOQ Comparative Chart,Rajendra Kumar Jain,Internal,"Rakesh Verma, EEBDSC, Barabanki",Rajendra Jain,17-Feb-2020 04:59 PM,finsummary_631906.pdf (220.73 KB),1.0,1582242.0,M/S R.A. Contractor And Suppliers,5073220.0,7.0,Technical,Summary uploaded,Rajendra Jain,17-Feb-2020 01:51 PM,technical_631906.pdf,Rajendra Kumar Jain,Internal,"Rakesh varma E.E-BDSC, Barabnki",Rajendra Jain,17-Feb-2020 02:09 PM,17-Feb-2020 03:00 PM,techsummary_631906.pdf (389.01 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,Finance/BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance/BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1587652.0,M/S BHUMI ENTERPRISES,08-Feb-2020 10:44 PM,Rejected-AOC,L6,02-Mar-2020 12:52 PM,,,,,,,,,,,,,2.0,1587652.0,M/S BHUMI ENTERPRISES,4957441.0,6.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1587486.0,M/S KUMAR MANGLAM CONSTRUCTION,10-Feb-2020 01:02 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,17-Feb-2020 01:51 PM,,,,,,,,,,,,,3.0,1588442.0,MANOHAR LAL AND COMPANY,4795918.86,4.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1587727.0,M/S MAHEK ENTERPRISES,10-Feb-2020 01:40 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,17-Feb-2020 01:51 PM,,,,,,,,,,,,,4.0,1588861.0,PARAMJEET SINGH,4363646.08,1.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1589484.0,M/S M. K. CONSTRUCTION,10-Feb-2020 11:33 AM,Rejected-AOC,L5,02-Mar-2020 12:52 PM,,,,,,,,,,,,,5.0,1588932.0,M/S OBELION CONSTRUCTIONS,4506960.0,2.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1589662.0,M/S NAV BHARAT CONSTRUCTION,10-Feb-2020 11:51 AM,Rejected-AOC,L3,02-Mar-2020 12:52 PM,,,,,,,,,,,,,6.0,1589484.0,M/S M. K. CONSTRUCTION,4841669.64,5.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1588932.0,M/S OBELION CONSTRUCTIONS,09-Feb-2020 07:38 PM,Rejected-AOC,L2,02-Mar-2020 12:52 PM,,,,,,,,,,,,,7.0,1589662.0,M/S NAV BHARAT CONSTRUCTION,4666060.0,3.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1582242.0,M/S R.A. Contractor And Suppliers,10-Feb-2020 12:23 PM,Rejected-AOC,L7,02-Mar-2020 12:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1588582.0,M/S RAJ CONSTRUCTION,09-Feb-2020 04:05 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,17-Feb-2020 01:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1588861.0,PARAMJEET SINGH,10-Feb-2020 11:39 AM,Accepted-AOC,L1,02-Mar-2020 12:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
