Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||BDSC, barabanki",03/EE/2019-20,2020_UPIDC_424567_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TENDER NOTIC,17-Jan-2020 09:00 AM,29-Jan-2020 11:00 AM,17-Jan-2020 10:00 AM,28-Jan-2020 04:00 PM,NA ,NA ,17-Jan-2020 10:00 AM,28-Jan-2020 04:00 PM,03-Feb-2020 11:00 AM,"61,000",Yes,fixed,,EXECUTIVE ENGINEER,BARABANKI DIVISION SHARDA CANAL BARABANKI,1.0,DATE EXTENDED,Date,,1.0,DD - Demand Draft,900.0,EXECUTIVE ENGINEER,BARABANKI DIVISION SHARDA CANAL BARABANKI,Yes,EXECUTIVE ENGINEER BDSC BBK,EXECUTIVE ENGINEER BARABANKI DIVISION SHARDA CANAL BARABANKI,Renewal of Matelled road of Faizabad Branch From Km 13.722 to Km 22.000 L/B in Different reaches,Renewal of Matelled road of Faizabad Branch From Km 13.722 to Km 22.000 L/B in Different reaches,Please refer Tender documents. ,NA ,"30,35,000",Civil Works,NA ,Tender,90.0,30.0,BARABANKI,225001.0,NA ,NA ,NA ,BARABANKI DIVISION SHARDA CANAL BARABANKI,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||BDSC, barabanki",03/EE/2019-20,2020_UPIDC_424567_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TENDER NOTIC,17-Jan-2020 09:00 AM,29-Jan-2020 11:00 AM,17-Jan-2020 10:00 AM,28-Jan-2020 04:00 PM,NA ,NA ,17-Jan-2020 10:00 AM,28-Jan-2020 04:00 PM,03-Feb-2020 11:00 AM,"61,000",Yes,fixed,,EXECUTIVE ENGINEER,BARABANKI DIVISION SHARDA CANAL BARABANKI,1.0,DATE EXTENDED,Date,,1.0,DD - Demand Draft,900.0,EXECUTIVE ENGINEER,BARABANKI DIVISION SHARDA CANAL BARABANKI,Yes,EXECUTIVE ENGINEER BDSC BBK,EXECUTIVE ENGINEER BARABANKI DIVISION SHARDA CANAL BARABANKI,Renewal of Matelled road of Faizabad Branch From Km 13.722 to Km 22.000 L/B in Different reaches,Renewal of Matelled road of Faizabad Branch From Km 13.722 to Km 22.000 L/B in Different reaches,Please refer Tender documents. ,NA ,"30,35,000",Civil Works,NA ,Tender,90.0,30.0,BARABANKI,225001.0,NA ,NA ,NA ,BARABANKI DIVISION SHARDA CANAL BARABANKI,No ,No,19-Feb-2020,"INR 2,328,448",30.0,Rakesh Verma,14-Mar-2020 04:56 PM,aoclot1faizabad.pdf (272.00 KB),ACCEPTANCE OF TENDER,1.0,1571517.0,M/S KAMAL ENTERPRIZES,INR,"2,328,448",1.0,1564637.0,M/S BHANU PRATAP SINGH,24-Jan-2020 10:53 AM,Rejected-Finance,QUOTED RATE GRATER THAN L1,03-Feb-2020 06:19 PM,Finance,FINANCIAL SUMMERY,Rakesh Verma,03-Feb-2020 05:19 PM,finance_621274.pdf,BOQ Comparative Chart,EXECUTIVE ENGINEER BARABANKI DIVISION SHARDA CANAL BARABANKI,Internal,EXECUTIVE ENGINEER BDSC BBK EXECUTIVE ENGINEER ID SULTANPUR EXECUTIVE ENGINEER SSK 28 HAIDERGARH BARABANKI DIVISIONAL ACCOUNT OFFICER BDSC BBK,Rakesh Verma,03-Feb-2020 06:19 PM,finsummary_621274.pdf (178.98 KB),1.0,1563303.0,M/S NAV BHARAT CONSTRUCTION,"26,07,072.30",L5,Technical,TECHNICAL SUMMERY,Rakesh Verma,03-Feb-2020 09:04 AM,technical_621274.pdf,EXECUTIVE ENGINEER BARABANKI DIVISION SHARDA CANAL BARABANKI,Internal,EXECUTIVE ENGINEER BDSC BBK EXECUTIVE ENGINEER ID SULTANPUR EXECUTIVE ENGINEER SSK 28 HAIDERGARH BARABANKI DIVISIONAL ACCOUNT OFFICER BDSC BBK,Rakesh Verma,03-Feb-2020 10:09 AM,03-Feb-2020 11:00 AM,techsummary_621274.pdf (428.56 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,2.0,IN TECHNICAL EVALUATION,Technical Bid,,2.0,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,2.0,IN TECHNICAL EVALUATION,Technical Bid,,2.0,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1571517.0,M/S KAMAL ENTERPRIZES,28-Jan-2020 03:14 PM,Accepted-AOC,LOWEST QUOTED RATE,14-Mar-2020 04:56 PM,,,,,,,,,,,,,2.0,1563345.0,Satendra Pratap Singh,"23,70,990.78",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1563705.0,M/S K.K. TRADERS,27-Jan-2020 06:25 PM,Rejected-Finance,QUOTED RATE GRATER THAN L1,03-Feb-2020 06:19 PM,,,,,,,,,,,,,3.0,1563705.0,M/S K.K. TRADERS,"24,24,409.80",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1563303.0,M/S NAV BHARAT CONSTRUCTION,28-Jan-2020 12:57 PM,Rejected-Finance,QUOTED RATE GRATER THAN L1,03-Feb-2020 06:19 PM,,,,,,,,,,,,,4.0,1563808.0,M/S OM SHIVAM ENTERPRISES,"24,58,951.55",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1563808.0,M/S OM SHIVAM ENTERPRISES,23-Jan-2020 11:12 PM,Rejected-Finance,QUOTED RATE GRATER THAN L1,03-Feb-2020 06:19 PM,,,,,,,,,,,,,5.0,1564637.0,M/S BHANU PRATAP SINGH,"27,98,159.80",L7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1571204.0,M/S SANT KUMAR SINGH,28-Jan-2020 01:31 PM,Rejected-Finance,QUOTED RATE GRATER THAN L1,03-Feb-2020 06:19 PM,,,,,,,,,,,,,6.0,1570632.0,UNIQUE INFRA CONSTRUCTION PVT LTD,"27,59,411.60",L6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1571381.0,SARVESH KUMAR SINGH,28-Jan-2020 02:02 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,03-Feb-2020 09:04 AM,,,,,,,,,,,,,7.0,1571204.0,M/S SANT KUMAR SINGH,"29,73,407.56",L8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1563345.0,Satendra Pratap Singh,23-Jan-2020 08:11 PM,Rejected-Finance,QUOTED RATE GRATER THAN L1,03-Feb-2020 06:19 PM,,,,,,,,,,,,,8.0,1571517.0,M/S KAMAL ENTERPRIZES,"23,28,447.53",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1562727.0,SUBUR CONSTRUCTION,23-Jan-2020 04:18 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,03-Feb-2020 09:04 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1570632.0,UNIQUE INFRA CONSTRUCTION PVT LTD,27-Jan-2020 10:51 PM,Rejected-Finance,QUOTED RATE GRATER THAN L1,03-Feb-2020 06:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
