Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Chief Engineer Gorakhpur Zone PWD Gorakhpur UP||GORAKHPUAR CIRCLE PWD GORAKHPUR,182/135C-GKP Circle/2019 Dated 07-01-2020,2020_CEGKP_422955_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Tender Fee and Technical Document,16-Jan-2020 04:00 PM,25-Jan-2020 03:00 PM,16-Jan-2020 04:00 PM,25-Jan-2020 12:00 PM,NA ,NA ,16-Jan-2020 04:00 PM,25-Jan-2020 12:00 PM,14-Feb-2020 03:00 PM,"11,75,000",No,fixed,,SE Gorakhpur Circle PWD Gorakhpur,Gorakhpur,1.0,DD - Demand Draft,"2,714",Executive Engineer CD Building PWD Gorakhpur,Gorakhpur,No,Superintending Engineer,Office of the Superintending Engineer Gorakhpur Circle PWD Gorakhpur,Construction of Shahi TVS on Gorakhpur Kasaya road to Ram Iqubal Singh Land in Baharampur via Ahirawati in Finincial Year 2019-20 Under Scheme State Road Fund Length 3.50 km Lot-1/1,Construction of Shahi TVS on Gorakhpur Kasaya road to Ram Iqubal Singh Land in Baharampur via Ahirawati in Finincial Year 2019-20 Under Scheme State Road Fund Length 3.50 km Lot-1/1,As per MBD ,NA ,"1,95,00,000",Civil Works,NA ,Tender,90.0,180.0,Gorakhpur,273001.0,NA ,NA ,NA ,Gorakhpur Circle PWD Gorakhpur,No ,No,Chief Engineer Gorakhpur Zone PWD Gorakhpur UP||GORAKHPUAR CIRCLE PWD GORAKHPUR,182/135C-GKP Circle/2019 Dated 07-01-2020,2020_CEGKP_422955_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Tender Fee and Technical Document,16-Jan-2020 04:00 PM,25-Jan-2020 03:00 PM,16-Jan-2020 04:00 PM,25-Jan-2020 12:00 PM,NA ,NA ,16-Jan-2020 04:00 PM,25-Jan-2020 12:00 PM,14-Feb-2020 03:00 PM,"11,75,000",No,fixed,,SE Gorakhpur Circle PWD Gorakhpur,Gorakhpur,1.0,DD - Demand Draft,"2,714",Executive Engineer CD Building PWD Gorakhpur,Gorakhpur,No,Superintending Engineer,Office of the Superintending Engineer Gorakhpur Circle PWD Gorakhpur,Construction of Shahi TVS on Gorakhpur Kasaya road to Ram Iqubal Singh Land in Baharampur via Ahirawati in Finincial Year 2019-20 Under Scheme State Road Fund Length 3.50 km Lot-1/1,Construction of Shahi TVS on Gorakhpur Kasaya road to Ram Iqubal Singh Land in Baharampur via Ahirawati in Finincial Year 2019-20 Under Scheme State Road Fund Length 3.50 km Lot-1/1,As per MBD ,NA ,"1,95,00,000",Civil Works,NA ,Tender,90.0,180.0,Gorakhpur,273001.0,NA ,NA ,NA ,Gorakhpur Circle PWD Gorakhpur,No ,No,13-Mar-2020,"INR 17,297,852",180.0,Braj Bahadur Shrivastav,13-Mar-2020 11:43 AM,1514.pdf (356.00 KB),1.0,1563619.0,M/s Maa Sharda Nirman,INR,"12,402,560",1.0,1566682.0,AHSANUDDIN,25-Jan-2020 03:09 AM,Rejected-Finance,due to higher rate,13-Mar-2020 11:43 AM,Finance,financial bid opne by tender committee,Braj Bahadur Shrivastav,14-Feb-2020 04:17 PM,None,BOQ Comparative Chart,Er. B B Srivastav SE Gorakhpur Circle PWD Gorakhpur,Internal,,Braj Bahadur Shrivastav,13-Mar-2020 11:43 AM,finsummary_618427.pdf (355.56 KB),1.0,1560954.0,M/S ABHINAV ENTERPRISES,"1,05,75,221.11",3.0,Technical,Technical bid open by tender committee,Braj Bahadur Shrivastav,26-Jan-2020 06:00 PM,None,Er. B B Srivastav SE Gorakhpur Circle PWD Gorakhpur,Internal,,Braj Bahadur Shrivastav,13-Feb-2020 06:53 PM,14-Feb-2020 03:00 PM,techsummary_618427.pdf (531.85 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1566107.0,A.K ENGINEERING WORKS,24-Jan-2020 07:33 PM,Rejected-Technical,Due to not submiting relivant document as required,13-Feb-2020 06:53 PM,,,,,,,,,,,,,2.0,1563056.0,Kailash Singh,"1,10,28,242.63",7.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1563056.0,Kailash Singh,23-Jan-2020 06:16 PM,Rejected-Finance,due to higher rate,13-Mar-2020 11:43 AM,,,,,,,,,,,,,3.0,1563619.0,M/s Maa Sharda Nirman,"1,01,50,513.43",1.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1565407.0,M/S AADI SHAKTI TRADERS,24-Jan-2020 02:35 PM,Rejected-Finance,due to higher rate,13-Mar-2020 11:43 AM,,,,,,,,,,,,,4.0,1565407.0,M/S AADI SHAKTI TRADERS,"1,11,85,384.47",9.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1560954.0,M/S ABHINAV ENTERPRISES,22-Jan-2020 08:04 PM,Rejected-Finance,due to higher rate,13-Mar-2020 11:43 AM,,,,,,,,,,,,,5.0,1565756.0,M/S CHANDRAMOHAN UPADHYAY,"1,08,44,202.64",6.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1566806.0,M/S ADRASH TRADERS,25-Jan-2020 09:36 AM,Rejected-Finance,due to higher rate,13-Mar-2020 11:43 AM,,,,,,,,,,,,,6.0,1565836.0,M/S OM SAI TRADERS,"1,03,96,843.88",2.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1566824.0,M/S ARVIND KUMAR SINGH,25-Jan-2020 09:57 AM,Rejected-Finance,due to higher rate,13-Mar-2020 11:43 AM,,,,,,,,,,,,,7.0,1566004.0,M/S SANJEEV KUMAR YADAV,"1,08,08,810.33",5.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1565756.0,M/S CHANDRAMOHAN UPADHYAY,24-Jan-2020 04:40 PM,Rejected-Finance,due to higher rate,13-Mar-2020 11:43 AM,,,,,,,,,,,,,8.0,1566129.0,M/S V.P.S. ENTERPRISES,"1,27,42,645.94",11.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1563619.0,M/s Maa Sharda Nirman,25-Jan-2020 08:44 AM,Accepted-AOC,due to 1st lowest,13-Mar-2020 11:43 AM,,,,,,,,,,,,,9.0,1566292.0,VINOD KUMAR RAI,"1,11,04,690.01",8.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1565836.0,M/S OM SAI TRADERS,25-Jan-2020 11:27 AM,Rejected-Finance,due to higher rate,13-Mar-2020 11:43 AM,,,,,,,,,,,,,10.0,1566682.0,AHSANUDDIN,"1,23,60,409.03",10.0,,,,,,,,,,,,,,,
