Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
Chief Engineer PWD Faizabad Zone||Faizabad Ambedkar Nagar Circle PWD Faizabad||Construction Division Ambedkar Nagar,32/Nivida-9A Dated 07-01-2020,2020_CEUFZ_424998_9,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Document,20-Jan-2020 12:30 PM,29-Jan-2020 04:30 PM,20-Jan-2020 12:30 PM,29-Jan-2020 12:30 PM,NA ,NA ,20-Jan-2020 12:30 PM,29-Jan-2020 12:30 PM,01-Feb-2020 12:00 PM,"90,000",Yes,fixed,,E.E. C.D. PWD Ambedkarnagar,Ambedkarnagar,1.0,Date Revise,Date,,1.0,SBI Bank,815.0,E.E. C.D. PWD Ambedkarnagar,Ambedkarnagar,No,E.E. C.D. PWD Ambedkarnagar,Office of the E.E. C.D. PWD Ambedkarnagar,S/R of Ramnagar Neori Road se Dholbajava Basahiya Gangasagar link road km-3(850),S/R of Ramnagar Neori Road se Dholbajava Basahiya Gangasagar link road km-3(850),Please refer Tender documents. ,NA ,"9,00,000",Civil Works,NA ,Tender,45.0,45.0,Office of the E.E. C.D. PWD Ambedkarnagar,224122.0,Office of the E.E. C.D. PWD Ambedkarnagar ,Office of the E.E. C.D. PWD Ambedkarnagar ,25-Jan-2020 12:30 PM ,Office of the E.E. C.D. PWD Ambedkarnagar,No ,No,Chief Engineer PWD Faizabad Zone||Faizabad Ambedkar Nagar Circle PWD Faizabad||Construction Division Ambedkar Nagar,32/Nivida-9A Dated 07-01-2020,2020_CEUFZ_424998_9,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical Document,20-Jan-2020 12:30 PM,29-Jan-2020 04:30 PM,20-Jan-2020 12:30 PM,29-Jan-2020 12:30 PM,NA ,NA ,20-Jan-2020 12:30 PM,29-Jan-2020 12:30 PM,01-Feb-2020 12:00 PM,"90,000",Yes,fixed,,E.E. C.D. PWD Ambedkarnagar,Ambedkarnagar,1.0,Date Revise,Date,,1.0,SBI Bank,815.0,E.E. C.D. PWD Ambedkarnagar,Ambedkarnagar,No,E.E. C.D. PWD Ambedkarnagar,Office of the E.E. C.D. PWD Ambedkarnagar,S/R of Ramnagar Neori Road se Dholbajava Basahiya Gangasagar link road km-3(850),S/R of Ramnagar Neori Road se Dholbajava Basahiya Gangasagar link road km-3(850),Please refer Tender documents. ,NA ,"9,00,000",Civil Works,NA ,Tender,45.0,45.0,Office of the E.E. C.D. PWD Ambedkarnagar,224122.0,Office of the E.E. C.D. PWD Ambedkarnagar ,Office of the E.E. C.D. PWD Ambedkarnagar ,25-Jan-2020 12:30 PM ,Office of the E.E. C.D. PWD Ambedkarnagar,No ,No,16-Mar-2020,"INR 608,884",45.0,Shashi Pal Baudh,21-Mar-2020 12:59 PM,Bashiya.pdf (570.00 KB),bond,1.0,1571957.0,M/S JAI VIJAY CONSTRUCTIONS,INR,"608,884",1.0,1572553.0,KAMLA PRASAD SINGH THEKEDAR,29-Jan-2020 10:44 AM,Rejected-Finance,Higher Rate,29-Feb-2020 06:01 PM,Finance,letter,Shashi Pal Baudh,29-Feb-2020 03:31 PM,finance_623016.pdf,BOQ Comparative Chart,SP Baudh,Internal,S Lal,Shashi Pal Baudh,29-Feb-2020 06:01 PM,finsummary_623016.pdf (358.93 KB),1.0,1567894.0,Raj Bahadur Construction Pvt Ltd,"8,94,888.08",L9,Technical,letter,Shashi Pal Baudh,31-Jan-2020 12:22 PM,technical_623016.pdf,SP Baudh,Internal,S Lal,Shashi Pal Baudh,31-Jan-2020 01:18 PM,01-Feb-2020 12:00 PM,techsummary_623016.pdf (1188.84 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,2.0,fee revise,Fee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,2.0,fee revise,Fee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1570419.0,KDBB,27-Jan-2020 08:04 PM,Rejected-Finance,Higher Rate,29-Feb-2020 06:01 PM,,,,,,,,,,,,,2.0,1570419.0,KDBB,"7,85,432.92",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1571606.0,M/S BHAGELU RAM,29-Jan-2020 12:06 AM,Rejected-Finance,Higher Rate,29-Feb-2020 06:01 PM,,,,,,,,,,,,,3.0,1570881.0,R. K. SUPPLIERS,"6,52,593.76",L2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1571957.0,M/S JAI VIJAY CONSTRUCTIONS,28-Jan-2020 09:52 PM,Accepted-AOC,bond,21-Mar-2020 12:59 PM,,,,,,,,,,,,,4.0,1571606.0,M/S BHAGELU RAM,"8,90,391.15",L8,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1571780.0,M/S RAJESH KUMAR MAURYA,28-Jan-2020 05:45 PM,Rejected-Finance,Higher Rate,29-Feb-2020 06:01 PM,,,,,,,,,,,,,5.0,1571633.0,M/S SAI CONSTRUCTION,"8,34,629.28",L6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1571633.0,M/S SAI CONSTRUCTION,28-Jan-2020 04:32 PM,Rejected-Finance,Higher Rate,29-Feb-2020 06:01 PM,,,,,,,,,,,,,6.0,1571780.0,M/S RAJESH KUMAR MAURYA,"7,94,606.65",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1571830.0,M/s Shivmurti Yadav,29-Jan-2020 08:42 AM,Rejected-Finance,Higher Rate,29-Feb-2020 06:01 PM,,,,,,,,,,,,,7.0,1571805.0,Safi Construction,"8,99,385.00",L10,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1567894.0,Raj Bahadur Construction Pvt Ltd,26-Jan-2020 07:32 PM,Rejected-Finance,Higher Rate,29-Feb-2020 06:01 PM,,,,,,,,,,,,,8.0,1571830.0,M/s Shivmurti Yadav,"8,74,651.91",L7,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1570881.0,R. K. SUPPLIERS,29-Jan-2020 10:32 AM,Rejected-Finance,Higher Rate,29-Feb-2020 06:01 PM,,,,,,,,,,,,,9.0,1571957.0,M/S JAI VIJAY CONSTRUCTIONS,"6,08,883.65",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1571805.0,Safi Construction,28-Jan-2020 11:36 PM,Rejected-Finance,Higher Rate,29-Feb-2020 06:01 PM,,,,,,,,,,,,,10.0,1571964.0,VAIBHAV CONSTRUCTION,"8,94,888.08",L9,,,,,,,,,,,,,,,
