Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.3,Bid Number.2,Bidder Name.2,Value,Rank,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender ID :,Tender Ref No :,Tender Title :
Varanasi Nagar Nigam Varanasi,28/2018-19,2019_NNVAR_316472_64,Yes,Open Tender,Percentage,Works,1.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Document,26-Feb-2019 10:00 AM,18-Mar-2019 12:00 PM,26-Feb-2019 10:00 AM,16-Mar-2019 05:00 PM,NA ,NA ,26-Feb-2019 10:00 AM,16-Mar-2019 05:00 PM,"14,100",No,fixed,,Chief Engineer,Nagar Nigam Varanasi,1.0,DD - Demand Draft,"1,000",Municipal Commissioner,Varanasi,No,Chief Engineer,Nagar Nigam Varanasi 8601872602,Khajuri ward No.34 Antargat Maqbul alam road mukhya marg se par pakki bazar Khajuri Antargat S 8/24 tak damage gali work.,Khajuri ward No.34 Antargat Maqbul alam road mukhya marg se par pakki bazar Khajuri Antargat S 8/24 tak damage gali work.,as per tender document ,NA ,"7,00,216",Civil Works,NA ,Tender,30.0,60.0,Nagar Nigam Varanasi,221010.0,NA ,NA ,NA ,Nagar Nigam Varanasi,No ,No,Varanasi Nagar Nigam Varanasi,28/2018-19,2019_NNVAR_316472_64,Yes,Open Tender,Percentage,Works,1.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Document,26-Feb-2019 10:00 AM,18-Mar-2019 12:00 PM,26-Feb-2019 10:00 AM,16-Mar-2019 05:00 PM,NA ,NA ,26-Feb-2019 10:00 AM,16-Mar-2019 05:00 PM,"14,100",No,fixed,,Chief Engineer,Nagar Nigam Varanasi,1.0,DD - Demand Draft,"1,000",Municipal Commissioner,Varanasi,No,Chief Engineer,Nagar Nigam Varanasi 8601872602,Khajuri ward No.34 Antargat Maqbul alam road mukhya marg se par pakki bazar Khajuri Antargat S 8/24 tak damage gali work.,Khajuri ward No.34 Antargat Maqbul alam road mukhya marg se par pakki bazar Khajuri Antargat S 8/24 tak damage gali work.,as per tender document ,NA ,"7,00,216",Civil Works,NA ,Tender,30.0,60.0,Nagar Nigam Varanasi,221010.0,NA ,NA ,NA ,Nagar Nigam Varanasi,No ,No,05-Mar-2020,"INR 784,239.25",60.0,Manoj Tripathi,05-Mar-2020 04:59 PM,aoc.pdf (126.00 KB),1.0,1223587.0,M/S Rudra Enterprises,INR,"666,603.36",1.0,1220532.0,M/S ADITYA CONSTRUCTION,15-Mar-2019 12:20 PM,Rejected-Finance,BEING LOTTERY,05-Mar-2020 04:53 PM,Finance,Bid Opening,AMRENDRA GAUTAM,01-Aug-2019 12:04 PM,finance_464011.pdf,BOQ Comparative Chart,CEIEF ENGINEER,Internal,"CE,EE,CFAO",Manoj Tripathi,05-Mar-2020 04:53 PM,finsummary_464011.pdf (134.68 KB),1.0,1215751.0,M/S DEO ENGINEERING WORKS,"6,66,603.36",L1,CHIEF ENGINEER,Internal,"CE,EE,CFAO",Manoj Tripathi,05-Mar-2020 04:46 PM,techsummary_464011.pdf (134.68 KB),,,
,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,2.0,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,2.0,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1221176.0,M/S AMBAY ENTERPRISES,15-Mar-2019 04:55 PM,Rejected-Finance,BEING LOTTERY,05-Mar-2020 04:53 PM,,,,,,,,,,,,,2.0,1217120.0,M/S S AND S CONSTRUCTION,"6,66,603.36",L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1223564.0,Ms Anil Kumar And Brothers,16-Mar-2019 03:10 PM,Rejected-Finance,BEING LOTTERY,05-Mar-2020 04:53 PM,,,,,,,,,,,,,3.0,1217653.0,M/S OM ENGINERING WORKS,"6,66,603.36",L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1215751.0,M/S DEO ENGINEERING WORKS,12-Mar-2019 07:43 PM,Rejected-Finance,BEING LOTTERY,05-Mar-2020 04:53 PM,,,,,,,,,,,,,4.0,1218942.0,M/S SUSHAMA CONSTRUCTION,"6,66,603.36",L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1221333.0,MS HIND CONSTRUCTION AND SUPPLIER,15-Mar-2019 06:07 PM,Rejected-Finance,BEING LOTTERY,05-Mar-2020 04:53 PM,,,,,,,,,,,,,5.0,1220340.0,M/S JAI RAM MISHRA,"6,66,603.36",L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1220340.0,M/S JAI RAM MISHRA,15-Mar-2019 11:05 AM,Rejected-Finance,BEING LOTTERY,05-Mar-2020 04:53 PM,,,,,,,,,,,,,6.0,1220404.0,M/S OM SAI CONSTRUCTION,"6,66,603.36",L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1221867.0,M/S J.K AND Co.,15-Mar-2019 09:53 PM,Rejected-Finance,BEING LOTTERY,05-Mar-2020 04:53 PM,,,,,,,,,,,,,7.0,1220532.0,M/S ADITYA CONSTRUCTION,"6,66,603.36",L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1223606.0,MS KUMAR AND COMPANY,16-Mar-2019 03:46 PM,Rejected-Finance,BEING LOTTERY,05-Mar-2020 04:53 PM,,,,,,,,,,,,,8.0,1220715.0,SRI DURGAWATI CONSTRUCTION,"6,66,603.36",L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1222804.0,MS MAA VAISHNO CONSTRUCTION COMPANY,16-Mar-2019 10:15 AM,Rejected-Finance,BEING LOTTERY,05-Mar-2020 04:53 PM,,,,,,,,,,,,,9.0,1221176.0,M/S AMBAY ENTERPRISES,"6,66,603.36",L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1217653.0,M/S OM ENGINERING WORKS,13-Mar-2019 06:32 PM,Rejected-Finance,BEING LOTTERY,05-Mar-2020 04:53 PM,,,,,,,,,,,,,10.0,1221333.0,MS HIND CONSTRUCTION AND SUPPLIER,"6,66,603.36",L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,1220404.0,M/S OM SAI CONSTRUCTION,15-Mar-2019 11:39 AM,Rejected-Finance,BEING LOTTERY,05-Mar-2020 04:53 PM,,,,,,,,,,,,,11.0,1221443.0,M/S TRISHOOL ENTERPRISES,"6,66,603.36",L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1223431.0,M/S PRATAP ENTERPRISES,16-Mar-2019 02:15 PM,Rejected-Finance,BEING LOTTERY,05-Mar-2020 04:53 PM,,,,,,,,,,,,,12.0,1221511.0,M/S SURESH KUMAR TIWARI CONTRACTOR,"6,66,603.36",L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,1223587.0,M/S Rudra Enterprises,16-Mar-2019 03:38 PM,Accepted-AOC,BEING LOTTERY,05-Mar-2020 04:59 PM,,,,,,,,,,,,,13.0,1221620.0,M/S V.P. CONSTRUCTION,"6,66,603.36",L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,1217120.0,M/S S AND S CONSTRUCTION,13-Mar-2019 01:51 PM,Rejected-Finance,BEING LOTTERY,05-Mar-2020 04:53 PM,,,,,,,,,,,,,14.0,1221867.0,M/S J.K AND Co.,"6,66,603.36",L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,1221511.0,M/S SURESH KUMAR TIWARI CONTRACTOR,15-Mar-2019 07:18 PM,Rejected-Finance,BEING LOTTERY,05-Mar-2020 04:53 PM,,,,,,,,,,,,,15.0,1222804.0,MS MAA VAISHNO CONSTRUCTION COMPANY,"6,66,603.36",L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,1218942.0,M/S SUSHAMA CONSTRUCTION,14-Mar-2019 01:08 PM,Rejected-Finance,BEING LOTTERY,05-Mar-2020 04:53 PM,,,,,,,,,,,,,16.0,1222844.0,M/S TRIDEV ENTERPRISES,"6,66,603.36",L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,1222844.0,M/S TRIDEV ENTERPRISES,16-Mar-2019 10:32 AM,Rejected-Finance,BEING LOTTERY,05-Mar-2020 04:53 PM,,,,,,,,,,,,,17.0,1222939.0,VAISNO ENTERPRISES,"6,66,603.36",L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1221443.0,M/S TRISHOOL ENTERPRISES,15-Mar-2019 06:52 PM,Rejected-Finance,BEING LOTTERY,05-Mar-2020 04:53 PM,,,,,,,,,,,,,18.0,1223431.0,M/S PRATAP ENTERPRISES,"6,66,603.36",L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,1221620.0,M/S V.P. CONSTRUCTION,15-Mar-2019 08:02 PM,Rejected-Finance,BEING LOTTERY,05-Mar-2020 04:53 PM,,,,,,,,,,,,,19.0,1223564.0,Ms Anil Kumar And Brothers,"6,66,603.36",L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,1220715.0,SRI DURGAWATI CONSTRUCTION,15-Mar-2019 01:35 PM,Rejected-Finance,BEING LOTTERY,05-Mar-2020 04:53 PM,,,,,,,,,,,,,20.0,1223587.0,M/S Rudra Enterprises,"6,66,603.36",L1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,1222939.0,VAISNO ENTERPRISES,16-Mar-2019 11:06 AM,Rejected-Finance,BEING LOTTERY,05-Mar-2020 04:53 PM,,,,,,,,,,,,,21.0,1223606.0,MS KUMAR AND COMPANY,"6,66,603.36",L1,,,,,,,,,
