object_id,schools_count
09-180-00919,1294
09-180-00920,906
09-180-00921,1044
09-180-00922,1315
09-181-00923,902
09-181-00924,594
09-182-00925,916
09-182-00926,1205
09-182-00927,1458
09-183-00928,1901
09-183-00929,1036
09-183-00930,1318
09-183-00931,1213
09-184-00932,644
09-184-00933,918
09-184-00934,772
09-184-00935,671
09-184-00936,826
09-185-00937,653
09-185-00938,1490
09-185-00939,1466
09-185-00940,352
09-186-00941,780
09-186-00942,876
09-186-00943,798
09-187-00944,551
09-187-00945,521
09-187-00946,545
09-187-00947,1011
09-188-00948,455
09-188-00949,496
09-188-00950,1479
09-188-00951,470
09-188-00952,668
09-188-00953,654
09-188-00954,784
09-189-00956,585
09-189-00957,607
09-189-00958,1165
09-189-01020,970
09-190-00959,1570
09-190-00960,577
09-190-00961,547
09-190-00962,792
09-190-00963,409
09-191-00964,679
09-191-00965,1771
09-191-00966,1770
09-191-00967,1324
09-191-00968,970
09-191-00969,742
09-191-00970,548
09-192-00971,539
09-192-00972,649
09-192-00973,643
09-192-00974,437
09-193-00975,552
09-193-00976,792
09-193-00977,665
09-193-00978,926
09-193-00979,628
09-193-00980,299
09-194-00981,650
09-194-00982,466
09-194-00983,970
09-194-00984,1389
09-194-00985,1136
09-194-00986,614
09-195-00987,1149
09-195-00988,1008
09-195-00989,1468
09-195-00990,1224
09-195-00991,925
09-196-00992,943
09-196-00993,985
09-196-00994,420
09-197-00995,1075
09-197-00996,2378
09-198-00997,732
09-198-00998,873
09-198-00999,542
09-199-01000,1104
09-199-01001,571
09-199-01002,316
09-199-01003,635
09-200-01004,416
09-200-01005,1217
09-200-01006,893
09-201-01007,954
09-201-01008,2014
09-201-01009,937
09-202-01010,760
09-202-01011,507
09-202-01012,735
09-704-00706,621
09-704-00707,750
09-705-00740,812
09-705-00741,388
09-706-00824,677
09-706-00912,566
09-706-00913,527
09-706-00914,559
09-754-00721,1090
09-754-00722,537
09-754-00778,619
