object_id,schools_count
09-132-00701,676
09-132-00702,1404
09-132-00703,893
09-132-00704,434
09-132-00705,473
09-133-00708,845
09-133-00709,435
09-133-00710,288
09-133-00711,438
09-134-00712,968
09-134-00713,809
09-134-00714,823
09-134-00715,1589
09-134-00716,1029
09-135-00717,892
09-135-00718,35
09-135-00719,2388
09-135-00720,929
09-136-00723,423
09-136-00724,451
09-136-00725,436
09-136-00726,798
09-136-00727,121
09-136-00728,451
09-137-00718,272
09-137-00729,633
09-137-00730,1267
09-137-00731,951
09-138-00732,958
09-138-00733,937
09-138-00734,1526
09-139-00735,802
09-139-00736,328
09-139-00737,145
09-140-00738,376
09-140-00739,1278
09-141-00742,1084
09-141-00743,538
09-141-00744,332
09-142-00745,288
09-142-00746,771
09-142-00747,735
09-142-00748,396
09-142-00749,801
09-142-00750,814
09-142-00751,523
09-143-00752,565
09-143-00753,501
09-143-00754,1211
09-143-00755,1972
09-143-00756,608
09-144-00757,317
09-144-00758,759
09-144-00759,717
09-144-00760,603
09-145-00761,375
09-145-00762,302
09-145-00763,197
09-145-00764,514
09-146-00763,1
09-146-00765,783
09-146-00766,1999
09-146-00767,610
09-146-00768,661
09-146-00769,706
09-146-00770,689
09-147-00771,589
09-147-00772,906
09-147-00773,1142
09-147-00774,970
09-148-00775,1417
09-148-00776,497
09-148-00777,1586
09-149-00779,731
09-149-00780,310
09-149-00781,460
09-149-00782,997
09-149-00783,868
09-150-00784,657
09-150-00785,602
09-150-00786,1367
09-150-00787,1487
09-150-00788,626
09-150-00789,686
09-151-00790,954
09-151-00791,812
09-151-00792,620
09-152-00793,931
09-152-00794,963
09-152-00795,1243
09-152-00796,1026
09-153-00797,289
09-153-00798,455
09-153-00799,680
09-153-00800,826
09-153-00801,1098
09-153-00802,559
09-154-00803,1575
09-154-00804,1185
09-154-00805,975
09-154-00806,798
09-154-00807,829
09-154-00808,668
09-155-00809,941
09-155-00810,881
09-155-00811,1989
09-155-00812,1029
09-155-00813,1373
09-156-00814,877
09-156-00815,879
09-156-00816,1055
09-156-00817,558
09-156-00818,455
09-157-00819,300
09-157-00820,487
09-157-00821,2823
09-157-00822,462
09-158-00823,604
09-158-00825,1159
09-158-00826,668
09-158-00827,391
09-158-00828,410
09-158-00829,533
09-159-00830,948
09-159-00831,334
09-159-00832,1575
09-160-00833,1060
09-160-00834,421
09-160-00835,584
09-161-00836,326
09-161-00837,188
09-161-00838,1000
09-161-00839,948
09-161-00840,280
09-162-00841,1059
09-162-00842,1093
09-163-00843,504
09-163-00844,409
09-163-00845,826
09-163-00846,569
09-163-00847,456
09-164-00848,851
09-164-00849,3752
09-164-00850,1329
09-165-00851,784
09-165-00852,446
09-165-00853,544
09-165-00854,681
09-165-00855,433
09-166-00856,111
09-166-00857,176
09-166-00858,243
09-166-00859,516
09-166-00860,1493
09-167-00861,360
09-167-00862,794
09-167-00863,641
09-168-00864,382
09-168-00865,686
09-168-00866,201
09-168-00867,418
09-169-00868,624
09-169-00869,259
09-169-00870,631
09-170-00871,929
09-170-00872,648
09-170-00873,464
09-170-00874,516
09-171-00875,1199
09-171-00876,562
09-172-00877,1139
09-172-00878,1536
09-172-00879,1024
09-173-00880,304
09-173-00881,1040
09-173-00882,1201
09-173-00883,628
09-173-00884,278
09-174-00885,763
09-174-00886,866
09-174-00887,741
09-175-00888,791
09-175-00889,1194
09-175-00890,970
09-175-00891,510
09-175-00892,432
09-175-00893,1233
09-175-00894,670
09-175-00895,494
09-176-00896,672
09-176-00897,406
09-176-00898,1213
09-176-00899,410
09-176-00900,546
09-176-00901,860
09-177-00902,181
09-177-00903,241
09-177-00904,150
09-177-00905,309
09-177-00906,458
09-178-00907,971
09-178-00908,786
09-178-00909,908
09-178-00910,942
09-178-00911,466
09-179-00915,1179
09-179-00916,739
09-179-00917,706
09-179-00918,820
09-179-06868,273
