objectid,sum_population
09-132-00701,689783.1875
09-132-00702,1842534.8125
09-132-00703,616569.65625
09-132-00704,632487.4375
09-132-00705,386058.328125
09-133-00708,1625216.875
09-133-00709,641320.625
09-133-00710,550238.578125
09-133-00711,585117.65625
09-134-00712,873530.65625
09-134-00713,737519.0
09-134-00714,375513.75
09-134-00715,784639.1015625
09-134-00716,823813.34375
09-135-00717,613038.53125
09-135-00718,50032.689453125
09-135-00719,1962152.8125
09-135-00720,827920.96875
09-136-00723,403326.40625
09-136-00724,483154.875
09-136-00725,371824.96875
09-136-00726,790657.875
09-136-00727,423301.9375
09-136-00728,411974.0625
09-137-00718,344809.5
09-137-00729,607233.1875
09-137-00730,941050.125
09-137-00731,703183.96875
09-138-00732,842963.6875
09-138-00733,706364.5625
09-138-00734,2382452.75
09-139-00735,749939.65625
09-139-00736,500323.5
09-139-00737,104202.1484375
09-140-00738,888419.65625
09-140-00739,3866181.25
09-141-00742,1911707.3125
09-141-00743,475366.015625
09-141-00744,315299.15625
09-142-00745,437676.140625
09-142-00746,982660.84375
09-142-00747,681711.34375
09-142-00748,354268.578125
09-142-00749,564790.5625
09-142-00750,518948.453125
09-142-00751,633014.46875
09-143-00752,548925.390625
09-143-00753,359574.75
09-143-00754,863102.0625
09-143-00755,2234992.625
09-143-00756,456273.78125
09-144-00757,265833.796875
09-144-00758,463167.625
09-144-00759,650762.71875
09-144-00760,436758.5625
09-145-00761,711651.5
09-145-00762,570099.4375
09-145-00763,176644.671875
09-145-00764,1666763.75
09-146-00763,205.50244140625
09-146-00765,471967.390625
09-146-00766,2668616.5
09-146-00767,599009.8125
09-146-00768,575650.59375
09-146-00769,548419.8125
09-146-00770,535509.015625
09-147-00771,590698.125
09-147-00772,1017468.21875
09-147-00773,606315.8125
09-147-00774,785608.40625
09-148-00775,849425.3125
09-148-00776,371775.296875
09-148-00777,1005689.90625
09-149-00779,942413.28125
09-149-00780,289475.40625
09-149-00781,475229.59375
09-149-00782,1196154.5625
09-149-00783,813560.3125
09-150-00784,844907.71875
09-150-00785,587955.53125
09-150-00786,870266.96875
09-150-00787,1985166.5
09-150-00788,585385.5
09-150-00789,583575.09375
09-151-00790,925463.125
09-151-00791,753563.78125
09-151-00792,759648.8125
09-152-00793,717405.375
09-152-00794,878822.5
09-152-00795,1251749.4375
09-152-00796,752622.03125
09-153-00797,438594.09375
09-153-00798,549425.578125
09-153-00799,725345.75
09-153-00800,1036982.59375
09-153-00801,1451234.75
09-153-00802,723838.0625
09-154-00803,1190534.1875
09-154-00804,1115499.6875
09-154-00805,880584.4375
